# This file is generated by MACS								
# ARGUMENTS LIST:								
# name = 11889.r1.32.1e-05								
# format = BED								
# ChIP-seq file = /projects/genauhpc/markus/Busslinger/2012Jul02/results/11889.8/macs/../subsample/sample/27277536/11889.r1.bed								
# control file = /projects/genauhpc/markus/Busslinger/2012Jul02/results/11889.8/macs/../subsample/input/22477991/10195.6.pe76.36.bowtie.r1.bed								
# effective genome size = 2.65e+09								
# tag size = 36								
# band width = 300								
# model fold = 17								
# pvalue cutoff = 1.00e-05								
# Ranges for calculating regional lambda are : peak_region,1000,5000,10000								
# unique tags in treatment: 25445452								
# total tags in treatment: 27277536								
# unique tags in control: 19975494								
# total tags in control: 22477991								
# d = 174								
chr	start	end	length	summit	tags	-10*log10(pvalue)	fold_enrichment	FDR(%)
chr17	48549223	48550144	922	448	34	54.05	4	24.47
chr17	49157780	49158676	897	464	40	104.7	8.68	5.15
chr17	49168622	49169903	1282	340	48	68.73	4.7	10.82
chr17	49311894	49312621	728	422	31	58.64	5.55	18.28
chr17	49545006	49545889	884	379	39	83.79	6.77	6.47
chr17	50236928	50238153	1226	843	53	120.61	6.38	5.05
chr17	50260034	50261033	1000	536	54	137.64	10.47	5.23
chr17	50328854	50330965	2112	1113	96	199.29	9.67	6.84
chr17	50449387	50450395	1009	477	72	270.31	15.17	9.93
chr17	50508473	50509678	1206	409	48	54.62	4.69	23.53
chr17	50609025	50610424	1400	453	65	149.06	6.85	5.36
chr17	50630434	50631423	990	461	49	143.18	10.07	5.17
chr17	50647680	50649203	1524	354	60	110.86	4.88	4.96
chr17	50816988	50818101	1114	423	45	77.92	6.14	7.42
chr17	50873970	50876060	2091	928	93	133.7	7.22	5.17
chr17	51132504	51133669	1166	672	62	160.85	8.27	5.6
chr17	51316900	51319115	2216	1091	115	255.08	10.53	9.04
chr17	51378524	51379415	892	506	54	97	8.77	5.37
chr17	51442308	51442962	655	284	23	57.58	7.39	19.54
chr17	51453920	51454700	781	383	26	50.49	6.17	31.32
chr17	51545417	51547006	1590	1159	70	81.47	5.36	6.75
chr17	51547399	51548508	1110	580	47	68.44	5.16	10.99
chr17	51578411	51579181	771	422	27	57.93	6.32	19.12
chr17	51951445	51953081	1637	223	59	174.61	7.2	5.94
chr17	51953516	51954291	776	457	30	95.16	9.14	5.44
chr17	51971589	51972848	1260	271	51	109.25	5.64	4.97
chr17	52101688	52102568	881	401	49	170.89	11.51	5.91
chr17	53617675	53619082	1408	429	70	51.41	3.69	29.22
chr17	53705963	53707216	1254	347	60	204.71	8.8	7.18
chr17	53708964	53710094	1131	234	42	108.64	6.2	5.03
chr17	53726050	53727550	1501	575	90	137.1	6.17	5.26
chr17	53828459	53829226	768	484	26	60.9	4.95	15.99
chr17	56102422	56103202	781	387	24	50.21	6.45	31.93
chr17	56160243	56161167	925	459	41	52.71	5.23	26.71
chr17	56179227	56180105	879	431	48	169.86	11.4	5.89
chr17	56301256	56302403	1148	472	51	80.18	5.95	7.1
chr17	56357792	56358574	783	425	30	63.62	7.45	13.9
chr17	56381324	56382090	767	354	27	50.79	5.74	30.51
chr17	56390553	56391312	760	377	39	117.95	9.36	4.9
chr17	56415272	56416817	1546	1152	61	121.26	5.69	4.96
chr17	56442262	56443346	1085	669	40	83.57	5.31	6.48
chr17	56443361	56444300	940	359	33	52.66	4.39	26.77
chr17	56581848	56583425	1578	895	80	150.4	6.47	5.37
chr17	56611181	56612144	964	640	33	51.24	5.64	29.49
chr17	56613012	56616325	3314	1538	124	187.18	5.19	6.37
chr17	56646192	56647630	1439	512	63	56.57	3.51	20.72
chr17	56812431	56813253	823	398	28	52.47	5.11	27.13
chr17	56951089	56952034	946	584	37	51.74	4.19	28.65
chr17	56958934	56959880	947	545	49	92.76	6.32	5.69
chr17	56970023	56971163	1141	358	44	83.25	5.59	6.55
chr17	57000211	57001079	869	435	38	64.11	4.51	13.48
chr17	57073608	57074729	1122	661	43	90.24	5.36	5.79
chr17	57078056	57079146	1091	388	46	119.35	7.68	4.97
chr17	57217585	57218444	860	374	43	64.02	5.84	13.48
chr17	57244186	57245164	979	433	49	151.49	8.66	5.29
chr17	57306390	57307027	638	255	22	56.37	6.59	21.04
chr17	57389330	57390597	1268	368	49	63.31	4.64	14.16
chr17	57414280	57417355	3076	2184	146	179.28	5.08	6.13
chr17	57417420	57420193	2774	1151	143	266.71	8.02	9.8
chr17	57427975	57431978	4004	2038	433	1628.41	18.33	100
chr17	57474890	57476057	1168	359	44	81.51	5.43	6.74
chr17	57483550	57484663	1114	516	68	156.83	8.72	5.34
chr17	59318092	59319684	1593	494	98	453.35	20.39	16.28
chr17	63230898	63232118	1221	533	49	154.06	7.2	5.28
chr17	64212448	64213308	861	550	30	74.53	5.98	8.37
chr17	64949143	64951489	2347	1118	104	158.95	5.09	5.49
chr17	65961815	65964008	2194	1639	118	353.96	12.18	11.86
chr17	65984643	65985743	1101	621	60	160.87	7.14	5.61
chr17	66023741	66024667	927	532	39	79.45	6.73	7.22
chr17	66117554	66118525	972	490	41	55.42	6.23	22.22
chr17	66132762	66133699	938	601	32	55.97	5.21	21.49
chr17	66233159	66234851	1693	1307	70	59.09	3.98	17.75
chr17	66299665	66301089	1425	412	69	197.09	7.22	6.76
chr17	66450240	66451594	1355	941	60	63.34	3.72	14.13
chr17	66455991	66456900	910	344	34	50.95	4.51	30.15
chr17	66460566	66461406	841	374	36	68.3	6.34	11.07
chr17	66472785	66473897	1113	823	43	87.58	6.07	5.93
chr17	66868525	66869413	889	544	35	98.18	6.66	5.44
chr17	69731813	69733869	2057	1677	82	234.48	9.5	8.34
chr17	71086576	71088216	1641	1133	65	140.16	7.22	5.28
chr17	71096951	71098131	1181	652	56	68.67	5.31	10.85
chr17	71103964	71104966	1003	563	43	93.64	6.56	5.62
chr17	71200052	71201335	1284	481	63	147.3	7.9	5.29
chr17	71201563	71203450	1888	512	102	262.5	7.96	9.38
chr17	71315291	71315947	657	402	24	65.68	7.18	12.25
chr17	71339354	71340591	1238	838	55	125.28	8.06	5.04
chr17	71350908	71352477	1570	1149	86	237.12	7.45	8.42
chr17	71466966	71468001	1036	508	63	138.1	8.68	5.23
chr17	71474627	71475433	807	423	44	100.52	8.06	5.25
chr17	71613631	71614839	1209	589	178	933.84	32.1	46.43
chr17	71616430	71617316	887	432	47	120.04	10.19	5.03
chr17	71637153	71638276	1124	691	51	115.01	6.61	4.93
chr17	71824558	71825459	902	458	34	82.68	7.6	6.63
chr17	71834889	71836615	1727	1225	90	156.44	6.32	5.32
chr17	71875863	71876992	1130	458	60	76.81	4.51	7.56
chr17	71947052	71948237	1186	366	44	50.27	4.19	31.76
chr17	72040477	72041370	894	428	48	124.3	8.37	5.04
chr17	72069967	72070743	777	297	53	177.22	10.53	5.98
chr17	72335546	72336344	799	289	32	66.69	4.35	11.69
chr17	72392210	72392903	694	337	23	67.99	7.8	11.22
chr17	73137100	73138051	952	434	45	91.15	6.84	5.76
chr17	73143798	73145464	1667	1144	77	73.26	6.52	8.88
chr17	73186643	73187890	1248	347	39	51.94	4.1	28.2
chr17	73268148	73269189	1042	475	48	53.5	4.51	25.14
chr17	73297210	73298284	1075	682	67	160.67	7.88	5.59
chr17	73383546	73384967	1422	1082	56	52.65	3.76	26.77
chr17	73417695	73418586	892	485	37	68.19	5.73	11.09
chr17	73456868	73457846	979	351	39	63.44	4.51	14.06
chr17	73607459	73608676	1218	671	59	83.97	5.92	6.47
chr17	74300876	74302179	1304	725	92	263.5	9.99	9.51
chr17	74319451	74320739	1289	914	63	80.89	4.78	6.94
chr17	74585308	74586067	760	344	26	77.87	6.6	7.42
chr17	74694465	74696100	1636	1205	71	80.11	3.95	7.12
chr17	74714884	74715723	840	377	29	52.09	4.92	27.81
chr17	74839537	74840446	910	434	38	59.35	5.48	17.44
chr17	74888518	74889550	1033	373	36	86.53	6.45	5.97
chr17	74926885	74928867	1983	1181	89	298.77	9.59	10.73
chr17	75765300	75766260	961	495	48	106.44	7.64	5.08
chr17	75834841	75835616	776	332	37	92.93	8.17	5.66
chr17	75860895	75861695	801	377	26	53.51	6.11	25.15
chr17	75922857	75923867	1011	417	57	120.05	8.12	5.03
chr17	75950873	75951878	1006	656	37	75.43	5.41	8.05
chr17	78332175	78333094	920	575	33	94.43	6.6	5.57
chr17	78600113	78601060	948	169	41	117.81	6.59	4.89
chr17	78761332	78762396	1065	668	43	72.12	4.93	9.43
chr17	78816746	78817544	799	428	27	59.2	5.7	17.67
chr17	79419690	79420455	766	513	25	62.57	5.37	14.68
chr17	79494194	79495573	1380	914	63	70.55	5.31	9.99
chr17	79499152	79499972	821	412	30	58.35	5.74	18.7
chr17	79574373	79575120	748	438	30	75.52	7.22	8.04
chr17	79741064	79741895	832	430	36	106.52	10.3	5.06
chr17	79753974	79755740	1767	454	72	129.26	5.45	5.12
chr17	80294360	80295938	1579	1133	75	131.52	7.25	5.18
chr17	80460444	80462177	1734	1139	123	443.46	18.93	16.14
chr17	80537752	80538924	1173	653	81	226.04	11.28	7.94
chr17	80606339	80607294	956	444	42	55.38	4.79	22.28
chr17	80879509	80880283	775	485	29	50.22	4.44	31.95
chr17	81127376	81128258	883	584	34	66.02	4.97	12.11
chr17	82068625	82069800	1176	406	48	129.24	7.18	5.12
chr17	82078761	82079624	864	437	39	146.88	11.39	5.26
chr17	82094094	82094766	673	297	22	64.6	6.6	13.01
chr17	82111249	82112414	1166	722	73	276.83	14.27	10.13
chr17	83613965	83615094	1130	789	43	54.89	4.64	23.23
chr17	83676406	83677709	1304	704	59	87.27	4.21	5.93
chr17	83706606	83707658	1053	617	87	214.37	9.97	7.44
chr17	83749543	83750403	861	706	31	55.83	3.76	21.68
chr17	83947461	83948365	905	490	42	68.5	6.62	10.92
chr17	84030319	84032296	1978	1135	89	240.44	7.2	8.54
chr17	84104719	84107813	3095	1053	143	146.14	4.25	5.24
chr17	84131055	84132251	1197	780	73	219.28	9.78	7.64
chr17	84189153	84190220	1068	674	50	60.64	4.78	16.28
chr17	84228400	84230573	2174	466	126	111.22	5.3	4.94
chr17	84245146	84246120	975	553	51	93.76	7.32	5.6
chr17	84260504	84262088	1585	345	66	138.72	6.75	5.22
chr17	84301326	84303277	1952	1620	81	85.11	6.54	6.25
chr17	84307770	84308755	986	477	54	99.69	8.46	5.29
chr17	84317471	84318532	1062	443	50	75.91	5.21	7.85
chr17	84353401	84354400	1000	652	40	50.36	3.91	31.6
chr17	84359708	84361046	1339	919	52	91.93	6.19	5.73
chr17	84375988	84377553	1566	1152	87	127.72	6.12	5.07
chr17	84384147	84386090	1944	794	145	396.82	14.14	14.04
chr17	84387966	84390844	2879	1992	188	559.02	18.34	21.62
chr17	84427120	84428535	1416	663	59	51.53	3.18	29.07
chr17	84435057	84436157	1101	611	72	119.28	8.35	4.97
chr17	84441756	84443260	1505	798	102	216.37	10.62	7.53
chr17	84443285	84444976	1692	662	100	93.77	7.85	5.6
chr17	84456286	84457169	884	392	36	51.78	3.76	28.56
chr17	84473236	84474413	1178	604	76	177.32	6.94	5.99
chr17	84499748	84501002	1255	376	59	97.9	6.99	5.41
chr17	84511204	84512857	1654	327	77	94.79	5.04	5.48
chr17	84515480	84516719	1240	795	115	251.57	10.98	8.6
chr17	84516733	84520256	3524	1077	199	202.54	6.13	7.09
chr17	84525101	84526064	964	609	51	60.16	5.19	16.72
chr17	84540136	84543446	3311	2824	219	300.29	6.19	10.96
chr17	84560094	84561811	1718	969	149	455.9	13.92	16.19
chr17	84579336	84583269	3934	907	221	441.12	6.67	15.86
chr17	84586881	84588577	1697	1238	73	77.32	5.36	7.54
chr17	85189401	85190250	850	602	30	66.35	4.9	11.96
chr17	85280307	85281178	872	377	50	183	15.51	6.23
chr17	85355830	85356484	655	360	21	56.66	6.77	20.56
chr17	85794596	85795374	779	366	30	99.77	8.99	5.3
chr17	86565642	86568080	2439	418	101	263.56	9.02	9.52
chr17	86569100	86570105	1006	633	42	77.87	5.26	7.41
chr17	86608609	86609641	1033	627	74	223.75	10.96	7.98
chr17	86676587	86678166	1580	1064	93	233.42	8.15	8.23
chr17	86699757	86701164	1408	460	73	154.57	6.69	5.27
chr17	86743235	86744038	804	331	30	58.85	5.11	18.06
chr17	86835939	86837361	1423	390	49	51.39	4.13	29.23
chr17	87083671	87085235	1565	1163	76	222.15	15.79	7.83
chr17	87366594	87367662	1069	622	46	53.81	4.23	24.72
chr17	87377511	87378623	1113	497	60	79.09	5.46	7.27
chr17	87505958	87507831	1874	819	84	126.45	4.8	5.06
chr17	87580427	87581817	1391	825	66	140.31	8.37	5.26
chr17	87593038	87593970	933	440	53	103.67	9.02	5.16
chr17	87646006	87646939	934	337	58	123.19	7.98	5
chr17	87665096	87666061	966	480	42	75.8	6.15	7.93
chr17	87680887	87681928	1042	547	52	106.79	7.18	5.06
chr17	87701311	87702540	1230	668	69	128.39	7.33	5.06
chr17	87714424	87715164	741	245	40	83.05	5.71	6.56
chr17	87729412	87731045	1634	688	65	100.17	6.29	5.27
chr17	87774979	87776355	1377	465	64	126.57	5.99	5.04
chr17	87778085	87779647	1563	1214	59	57.4	3.99	19.73
chr17	87786061	87786866	806	477	39	82.57	7.8	6.65
chr17	87804896	87805630	735	385	33	88.5	8.16	5.88
chr17	87921736	87922727	992	489	57	102.46	8.76	5.15
chr17	87929700	87930482	783	379	34	82.14	6.56	6.67
chr17	88035753	88036659	907	166	30	68.68	4.83	10.85
chr17	88071626	88072580	955	641	37	68.96	5.24	10.65
chr17	88374493	88375330	838	411	28	51.04	4.26	29.9
chr17	88463744	88464682	939	373	33	81.31	6.15	6.81
chr17	88464925	88466168	1244	433	61	214.75	9.13	7.46
chr17	88517982	88518795	814	382	32	72.83	5.59	9.1
chr17	88526078	88527223	1146	616	70	147.47	8.18	5.3
chr17	88531945	88532973	1029	469	54	139.74	7.52	5.24
chr17	88541977	88542792	816	450	35	71	6.97	9.8
chr17	88589822	88590637	816	432	39	93.34	6.77	5.64
chr17	88655077	88655878	802	344	39	108.6	5.85	5.03
chr17	88839407	88841356	1950	1160	77	158.22	5.52	5.44
chr17	95148873	95149760	888	365	30	62.49	4.9	14.71
chr17	95233503	95235033	1531	1221	73	128.8	5.59	5.09
chr18	3117818	3118900	1083	737	45	61.25	3.97	15.59
chr18	3247660	3248495	836	421	29	84.39	7.62	6.39
chr18	3270279	3271188	910	582	37	87.68	7.76	5.89
chr18	3280711	3281640	930	457	42	92.18	6.77	5.69
chr18	4256287	4257074	788	447	26	61.66	7.18	15.3
chr18	4278067	4279091	1025	503	65	133.48	9.02	5.16
chr18	4294469	4295670	1202	874	45	85.96	6.45	6.16
chr18	4302831	4303795	965	475	47	100.93	7.98	5.23
chr18	4352162	4355597	3436	1256	173	229.61	8.74	8.01
chr18	4920667	4922253	1587	867	64	59.7	3.72	17.14
chr18	5124469	5125993	1525	1046	85	140.3	9.51	5.3
chr18	5397157	5398027	871	477	40	78.2	6.11	7.31
chr18	5424085	5425075	991	675	44	83.35	5.21	6.53
chr18	5592116	5592999	884	168	31	57.45	4.14	19.67
chr18	5931623	5932714	1092	612	54	84.43	5.92	6.4
chr18	5941139	5941907	769	327	29	66.95	6.7	11.63
chr18	5989421	5990230	810	375	30	52.08	4.14	27.83
chr18	6240778	6242285	1508	1253	58	138.05	6.15	5.22
chr18	6489539	6491242	1704	530	66	52.57	4.51	26.94
chr18	6515998	6516759	762	387	28	83.76	7.9	6.46
chr18	6774288	6775100	813	414	27	66.04	7.87	12.1
chr18	7868463	7869284	822	448	33	72.15	6.15	9.43
chr18	10181310	10182864	1555	1138	62	89.87	5.21	5.8
chr18	10609728	10610585	858	446	33	97.2	7.07	5.37
chr18	10617419	10618196	778	433	30	71.82	5.87	9.52
chr18	10725168	10726244	1077	494	55	173.76	11.05	5.93
chr18	11129185	11130144	960	491	38	61.46	5.9	15.4
chr18	11815287	11816748	1462	411	63	95.57	7.59	5.39
chr18	11975023	11976468	1446	976	68	90.36	7.61	5.8
chr18	11997578	11998408	831	445	29	52.97	4.92	25.95
chr18	11998502	11999843	1342	755	66	123.77	5.16	5.03
chr18	12041419	12042860	1442	412	64	118.04	5.99	4.91
chr18	12093763	12095237	1475	616	121	252.36	7.3	8.71
chr18	12105209	12106152	944	643	59	110.11	5.51	4.96
chr18	12109455	12110675	1221	326	45	53.61	4.31	25.02
chr18	12125298	12126272	975	645	37	110.13	7.33	4.96
chr18	12283691	12284346	656	497	26	58.47	4.92	18.48
chr18	12286828	12287803	976	710	34	53.57	4	25.01
chr18	12394509	12395508	1000	668	40	52.24	3.49	27.45
chr18	13099521	13100652	1132	790	44	63.28	4.86	14.19
chr18	13113567	13115073	1507	575	69	95.85	5.34	5.38
chr18	13280437	13281194	758	352	33	99.51	9.32	5.32
chr18	14841043	14841931	889	541	34	73.85	4.96	8.67
chr18	15221099	15223700	2602	2315	115	232.29	6.5	8.15
chr18	15308092	15309807	1716	623	102	314.46	13.12	10.94
chr18	15366229	15367614	1386	900	74	145.69	7.42	5.2
chr18	15441977	15442745	769	523	36	71.41	5.55	9.64
chr18	15481624	15482472	849	443	30	72.47	6.45	9.21
chr18	17163832	17164604	773	376	25	70.73	8.39	9.91
chr18	24112836	24114055	1220	267	45	98.51	5.28	5.45
chr18	24147507	24148594	1088	628	44	52.06	4.81	27.94
chr18	24178842	24179739	898	431	39	78.18	7.64	7.32
chr18	24200979	24202201	1223	603	81	135.33	6.77	5.22
chr18	24264717	24265507	791	425	30	78.15	8.83	7.35
chr18	24300322	24301394	1073	548	59	158.57	7.46	5.47
chr18	24687764	24689079	1316	423	57	192.33	10.19	6.51
chr18	25077294	25077927	634	226	23	61.28	7.52	15.56
chr18	25279769	25280417	649	293	31	62.31	6.12	14.82
chr18	25326430	25327765	1336	336	52	110.05	5.21	4.95
chr18	25399985	25400644	660	256	22	58.05	5.91	18.99
chr18	31919412	31920557	1146	312	44	91.11	4.87	5.78
chr18	31948529	31949123	595	170	23	50.11	4.43	32.11
chr18	32322707	32323541	835	461	34	60.34	4.58	16.54
chr18	32556642	32557969	1328	512	77	123.49	6.27	5.01
chr18	32718866	32720116	1251	807	50	88.96	5.59	5.85
chr18	32996495	32997591	1097	172	42	93.24	4.65	5.66
chr18	34067366	34068269	904	583	47	120.02	7.04	5.03
chr18	34165398	34166636	1239	895	59	101.98	5.01	5.21
chr18	34490385	34491093	709	366	32	94.03	8.75	5.55
chr18	34539579	34540437	859	417	35	66.6	6.29	11.76
chr18	34665954	34667099	1146	698	46	69.63	5.9	10.35
chr18	34783354	34784189	836	447	31	64.6	8.94	13
chr18	34860758	34861478	721	382	43	177.41	13.18	6
chr18	34936196	34937763	1568	619	71	152.82	5.54	5.3
chr18	35009303	35010580	1278	333	46	57	3.82	20.15
chr18	35019182	35021354	2173	413	100	163.19	5.35	5.67
chr18	35117912	35119209	1298	567	93	197.74	8.27	6.79
chr18	35186354	35187304	951	457	45	74.1	5.08	8.55
chr18	35252813	35253963	1151	418	60	105.22	5.34	5.18
chr18	35278006	35279529	1524	478	102	404	11.97	14.59
chr18	35627089	35628200	1112	409	57	148.57	7.78	5.33
chr18	35721318	35723086	1769	1331	66	183.44	8.02	6.26
chr18	35886046	35886791	746	383	26	54.32	7.08	24.06
chr18	35899120	35901261	2142	563	94	163.35	6.55	5.7
chr18	35930611	35931903	1293	462	54	104.28	7.06	5.17
chr18	35988882	35989785	904	499	33	59.53	5.94	17.29
chr18	35990410	35992416	2007	1084	99	198.14	6.99	6.82
chr18	35998052	35999354	1303	543	60	62.19	4.78	14.83
chr18	36008831	36011404	2574	989	125	169.01	5.27	5.87
chr18	36046096	36050082	3987	1942	305	1035.27	13.67	76.47
chr18	36078067	36079859	1793	395	68	73.55	3.87	8.82
chr18	36101284	36102336	1053	462	50	82.34	6.02	6.66
chr18	36118470	36119568	1099	751	43	50.72	4.03	30.69
chr18	36353231	36353926	696	459	31	50.15	4.81	32.03
chr18	36356440	36357329	890	470	36	60.98	5.9	15.97
chr18	36368168	36368774	607	313	20	54.73	7.15	23.37
chr18	36440024	36440878	855	355	34	90.1	7.71	5.79
chr18	36445567	36447005	1439	370	54	156.89	6.6	5.35
chr18	36671519	36673055	1537	536	98	157.18	6.7	5.37
chr18	36674549	36675848	1300	1026	52	70.84	4.75	9.88
chr18	36700526	36701638	1113	721	48	104.38	6.56	5.17
chr18	36719937	36721166	1230	386	52	59.19	4	17.69
chr18	36894046	36895621	1576	870	72	79.55	5.04	7.18
chr18	37984702	37985675	974	513	43	56.96	5.64	20.18
chr18	38268506	38269430	925	444	37	75.02	6.73	8.21
chr18	38304044	38305057	1014	454	44	57.5	3.71	19.59
chr18	38331277	38332592	1316	546	54	125.36	6.84	5.04
chr18	38333647	38334495	849	560	32	71.47	5.12	9.61
chr18	38371639	38372530	892	331	32	50.56	4.81	31.14
chr18	38455934	38457476	1543	652	59	69.2	4.81	10.52
chr18	38509468	38510172	705	277	32	86.38	9.36	6.02
chr18	38654108	38655060	953	501	42	75.62	6.06	7.99
chr18	38674093	38675261	1169	538	130	635.97	23.46	25.3
chr18	38677354	38678205	852	384	47	94.66	6.15	5.47
chr18	38691066	38691858	793	369	34	66.81	7.16	11.65
chr18	38704379	38705142	764	336	25	54.08	6.72	24.36
chr18	38755491	38757389	1899	1311	177	865.49	31.8	39.39
chr18	38758655	38759336	682	322	24	59.38	7.36	17.45
chr18	38760292	38760908	617	344	20	52.88	5.98	26.25
chr18	38963739	38964811	1073	454	46	92.57	8.65	5.71
chr18	39122021	39122864	844	470	36	61.77	6.3	15.19
chr18	39152205	39154519	2315	1958	95	87.22	3.97	5.92
chr18	39227631	39228629	999	357	37	55.11	4.23	22.85
chr18	39649481	39650391	911	459	33	101.42	7.8	5.21
chr18	39651224	39652045	822	345	29	76.45	5.83	7.68
chr18	39809820	39810562	743	415	35	73.4	6.49	8.88
chr18	39959592	39960294	703	409	31	89.13	6.91	5.86
chr18	40026109	40027472	1364	547	52	53.05	4.21	25.85
chr18	44539794	44541062	1269	456	47	104.1	7.52	5.15
chr18	45816563	45817152	590	335	21	62.19	6.6	14.83
chr18	46219480	46220219	740	438	25	51.1	5.36	29.72
chr18	46252324	46253102	779	460	32	87.35	6.52	5.93
chr18	46338883	46339600	718	312	41	101.14	7.77	5.2
chr18	46358159	46359399	1241	874	55	108.71	4.89	5.04
chr18	46472429	46473255	827	489	33	63.08	5.64	14.31
chr18	46684688	46685489	802	382	30	96.77	8.99	5.37
chr18	46685643	46686384	742	447	27	80.38	6.2	7.11
chr18	46900794	46901611	818	321	33	62.36	5.54	14.77
chr18	46901770	46902272	503	196	17	52.69	6.36	26.73
chr18	47023055	47024196	1142	811	48	135.01	9.13	5.19
chr18	47118447	47119047	601	228	23	57.46	6.32	19.68
chr18	50183317	50184513	1197	503	109	537.91	22.56	19.84
chr18	50187372	50188434	1063	723	43	107.7	5.58	5.09
chr18	50212921	50213922	1002	648	44	67.12	5.4	11.58
chr18	53308847	53310316	1470	589	123	515.3	24.93	19.46
chr18	53318139	53318995	857	370	38	109.36	7.99	4.95
chr18	53405038	53405870	833	475	28	76.69	6.85	7.6
chr18	53423580	53424458	879	229	30	62.44	4.85	14.74
chr18	53424622	53425241	620	157	29	92.03	8.46	5.7
chr18	53427349	53427905	557	215	24	55.9	5.74	21.57
chr18	53624063	53624680	618	392	21	60.67	5.08	16.2
chr18	54063086	54064635	1550	1061	99	357.37	18.51	12.07
chr18	54454240	54455076	837	348	33	91.09	10.03	5.79
chr18	54858419	54858941	523	161	21	55.44	7.96	22.23
chr18	55012501	55013344	844	369	31	59.17	7.24	17.68
chr18	55061790	55062752	963	495	44	83.14	8.42	6.56
chr18	55081284	55082087	804	321	28	51.38	4.51	29.26
chr18	55104090	55105011	922	377	45	103.96	6.55	5.14
chr18	55129636	55131043	1408	967	52	77.2	4.14	7.54
chr18	55147281	55148530	1250	421	47	63.12	5.9	14.27
chr18	55149926	55151178	1253	877	55	159.64	7.18	5.54
chr18	55266350	55267383	1034	460	45	76.69	5.64	7.6
chr18	55292966	55294090	1125	743	51	54.26	4.26	24.13
chr18	55522085	55522848	764	407	29	52.73	5.26	26.67
chr18	55540224	55541072	849	404	40	103.4	8.13	5.17
chr18	55708225	55709043	819	413	30	58.56	5.33	18.4
chr18	56618201	56619595	1395	456	68	144.76	6.39	5.23
chr18	56628368	56629498	1131	507	55	92.92	5.41	5.66
chr18	56721533	56722483	951	309	36	71.28	4.51	9.71
chr18	56732147	56733232	1086	532	57	135.15	8.46	5.2
chr18	56960977	56961733	757	349	42	62.01	6.41	15.01
chr18	56992091	56992846	756	387	29	96.54	7.8	5.36
chr18	57034712	57036042	1331	343	60	100.81	5.35	5.22
chr18	57134575	57135308	734	564	33	74.78	5.26	8.32
chr18	57140496	57141274	779	436	32	53.82	5.62	24.72
chr18	57216274	57217205	932	503	41	61.13	5.11	15.72
chr18	57404624	57405441	818	454	33	58.78	7.82	18.14
chr18	57514450	57515130	681	352	25	62.14	7.6	14.81
chr18	57834524	57835287	764	452	28	67.46	6.52	11.47
chr18	58037665	58038591	927	563	35	68.55	4.68	10.9
chr18	58873117	58874166	1050	632	109	492.52	18.74	18.67
chr18	60659529	60660285	757	290	39	56.37	4.01	21.03
chr18	60660549	60662330	1782	996	80	128.91	4.31	5.1
chr18	60685107	60686440	1334	420	62	63.95	5.51	13.55
chr18	60720382	60721156	775	335	32	73.09	6.56	8.96
chr18	60755428	60756292	865	563	33	51.81	5.09	28.53
chr18	60783063	60784775	1713	1315	70	105.36	4.37	5.17
chr18	60789945	60790702	758	372	28	56.89	5.79	20.27
chr18	60811177	60812146	970	565	39	63.63	4.65	13.9
chr18	60828518	60829994	1477	784	87	182.13	6.62	6.17
chr18	60888581	60889501	921	428	41	71.89	6.21	9.51
chr18	60903962	60904954	993	448	45	69.65	6.02	10.34
chr18	60918276	60919224	949	481	45	65.89	5.85	12.14
chr18	60948585	60949603	1019	494	51	169.75	11.77	5.89
chr18	60966631	60967920	1290	426	65	70.63	5.22	9.97
chr18	61122330	61123933	1604	620	70	68.41	3.93	11.02
chr18	61192818	61194300	1483	698	61	68.19	6.32	11.1
chr18	61195152	61195808	657	313	24	51.66	4.68	28.74
chr18	61204399	61205351	953	523	38	59.11	4.71	17.73
chr18	61206990	61208026	1037	538	68	201.93	10.68	7.04
chr18	61213285	61215407	2123	997	114	280.74	9.78	10.43
chr18	61265007	61265860	854	577	36	60.89	6.25	16.05
chr18	61267788	61268996	1209	624	97	296.27	14.14	10.65
chr18	61279408	61280846	1439	973	102	196.54	8.55	6.72
chr18	61559125	61560803	1679	427	70	125.41	4.93	5.05
chr18	61561026	61562021	996	509	52	117.55	8.48	4.9
chr18	61696039	61696875	837	327	33	61.94	4.14	15.1
chr18	61709181	61710706	1526	371	68	126.17	6.16	5.08
chr18	61714365	61715338	974	369	34	69.44	5.41	10.42
chr18	61866590	61867926	1337	168	54	105.98	5.33	5.12
chr18	61918175	61919121	947	605	41	52.83	3.95	26.37
chr18	61926609	61928130	1522	1027	80	193.28	10.03	6.56
chr18	61940647	61941763	1117	589	43	60.97	3.82	15.97
chr18	61945831	61946788	958	470	36	80.73	5.87	6.94
chr18	62070474	62071750	1277	920	44	83.93	6.51	6.47
chr18	62196691	62197767	1077	771	40	53.64	4.16	24.91
chr18	62206352	62207447	1096	558	85	294.52	14.7	10.53
chr18	62228048	62229159	1112	667	58	79.96	6.02	7.16
chr18	62284054	62284953	900	294	31	54.46	4.73	23.84
chr18	62348280	62349518	1239	828	60	134.01	7.34	5.19
chr18	62384089	62385066	978	479	63	236.51	13.14	8.46
chr18	62707532	62708981	1450	1077	49	98.87	5.41	5.42
chr18	62879256	62880413	1158	712	43	85.07	7.08	6.25
chr18	62887333	62888821	1489	512	74	133.37	5.95	5.15
