# This file is generated by MACS								
# ARGUMENTS LIST:								
# name = 9102.4.pe100.36.bowtie.r1.27277536.32.1e-05								
# format = BED								
# ChIP-seq file = /projects/genauhpc/markus/Busslinger/2012Jul02/results/subsamples/9102.4.pe100.36.bowtie.r1.27277536.bed								
# control file = /projects/genauhpc/markus/Busslinger/2012Jul02/results/subsamples/10195.6.pe76.36.bowtie.r1.22477991.bed								
# effective genome size = 2.65e+09								
# tag size = 36								
# band width = 300								
# model fold = 17								
# pvalue cutoff = 1.00e-05								
# Ranges for calculating regional lambda are : peak_region,1000,5000,10000								
# unique tags in treatment: 22718727								
# total tags in treatment: 27277536								
# unique tags in control: 19975494								
# total tags in control: 22477991								
# d = 159								
chr	start	end	length	summit	tags	-10*log10(pvalue)	fold_enrichment	FDR(%)
chr18	38691101	38691935	835	322	42	121.61	10.14	1.32
chr18	38743611	38744565	955	816	32	50.45	4.53	13.52
chr18	38756548	38757208	661	290	76	474.53	29.49	2.84
chr18	38760340	38761466	1127	398	63	276.47	12.51	1.71
chr18	38761476	38762621	1146	819	51	172.25	8.26	1.29
chr18	38790933	38791994	1062	463	74	183.95	10.45	1.32
chr18	38919984	38920619	636	288	22	50.42	4.57	13.54
chr18	38954941	38955703	763	321	29	69.36	6.97	4.02
chr18	38963637	38964527	891	549	43	108.88	7.17	1.42
chr18	39152306	39154087	1782	1342	102	210.43	9.78	1.36
chr18	39171832	39172638	807	430	34	59.28	7.37	7.24
chr18	39198620	39199689	1070	357	39	54.35	3.94	10.09
chr18	39208078	39209447	1370	897	67	164.77	11.06	1.29
chr18	39228318	39229168	851	379	34	60.8	5.13	6.56
chr18	39243295	39244130	836	393	49	92.99	9.6	1.73
chr18	39300359	39301080	722	472	36	50.59	4.42	13.4
chr18	39528629	39529593	965	669	43	91.72	5.1	1.76
chr18	39635297	39636065	769	440	40	87.45	7.8	1.91
chr18	39648574	39650386	1813	979	79	302.42	10.29	1.93
chr18	39650620	39651704	1085	702	49	200.4	11.76	1.33
chr18	39681995	39682748	754	359	28	56.05	5.35	8.99
chr18	39825105	39826377	1273	922	55	91.89	7.79	1.75
chr18	40026024	40027048	1025	468	71	234.48	15.8	1.43
chr18	40136395	40137078	684	302	26	81.34	8.6	2.34
chr18	40378604	40379445	842	461	49	211.75	11.55	1.38
chr18	42434356	42435276	921	357	35	81.99	7.54	2.29
chr18	42545642	42546402	761	431	24	56.2	7.99	8.93
chr18	42554796	42555670	875	589	29	75.86	5.86	2.96
chr18	42560898	42561527	630	375	22	69.74	8.56	3.95
chr18	42566284	42566776	493	307	16	56.41	6.61	8.83
chr18	42670677	42671544	868	186	41	52.2	4.66	11.94
chr18	43476148	43476653	506	364	17	61.2	6.61	6.37
chr18	43847127	43847694	568	156	19	64.11	7.8	5.44
chr18	44539755	44540998	1244	674	59	229.96	10.12	1.4
chr18	44971347	44972176	830	366	31	92.47	8.6	1.75
chr18	44987930	44988867	938	469	39	90.2	6.45	1.85
chr18	45306198	45306812	615	317	18	50.7	6.8	13.29
chr18	46357668	46359224	1557	317	87	401.97	14.7	2.34
chr18	46439900	46440716	817	410	37	64.83	4.87	5.3
chr18	46684639	46686340	1702	1297	114	565.48	22.81	3.66
chr18	46756685	46758189	1505	681	69	256.67	11.75	1.58
chr18	46900802	46902286	1485	1220	63	199.06	10.74	1.35
chr18	47118208	47119123	916	498	38	98.34	7.54	1.6
chr18	47408037	47408953	917	156	31	78.02	5.59	2.69
chr18	47637445	47637936	492	347	17	62.9	7.35	5.77
chr18	47728980	47729526	547	309	19	54.47	5.29	10
chr18	49914712	49916015	1304	562	74	212.58	8.93	1.37
chr18	49991949	49993045	1097	452	48	155.45	7.73	1.35
chr18	50287532	50288668	1137	588	68	191.8	9.48	1.31
chr18	52465090	52465483	394	202	14	50.02	7.9	13.96
chr18	52624945	52625566	622	348	38	145.33	12.28	1.34
chr18	52647844	52648656	813	391	43	64.82	6.36	5.29
chr18	52927650	52928703	1054	633	45	127.57	7.26	1.29
chr18	53113467	53113950	484	317	19	60.97	6.34	6.49
chr18	53231033	53231763	731	349	28	61.36	7.37	6.32
chr18	53231965	53232575	611	303	25	63.21	7.56	5.72
chr18	53267323	53268467	1145	748	78	344.7	23.78	1.87
chr18	53308950	53309639	690	510	71	354.38	19.93	1.94
chr18	53335804	53337367	1564	697	89	373.49	15.43	1.99
chr18	53404574	53405758	1185	966	54	204.24	11.2	1.33
chr18	53501695	53502203	509	354	17	57.16	6.91	8.27
chr18	53576800	53578206	1407	776	52	137.87	6.76	1.31
chr18	53623301	53625108	1808	483	92	301.13	7.74	1.91
chr18	53903899	53904775	877	491	50	177.99	12.07	1.32
chr18	54021293	54022978	1686	186	78	181.36	8.76	1.33
chr18	54063900	54064448	549	245	48	297.47	20.41	1.86
chr18	54095353	54095798	446	243	16	52.6	7.46	11.53
chr18	54858255	54858926	672	314	35	127.47	13.01	1.29
chr18	55058386	55059460	1075	310	37	53.49	3.82	10.77
chr18	55061350	55062709	1360	225	67	163	7.4	1.3
chr18	55067974	55068538	565	252	28	74.25	7.84	3.19
chr18	55146816	55148075	1260	707	65	159.25	7.32	1.35
chr18	55149492	55151010	1519	793	76	269	12.94	1.67
chr18	55708320	55709093	774	413	27	59.08	5.03	7.38
chr18	55709261	55710213	953	557	38	88.38	7.04	1.9
chr18	55929586	55929855	270	136	13	74.71	9.55	3.15
chr18	56591065	56592190	1126	761	45	112.49	6.98	1.4
chr18	56614898	56615950	1053	609	45	78.89	5.84	2.6
chr18	56618214	56619296	1083	720	55	151.95	7.64	1.34
chr18	56628511	56629369	859	423	46	118.16	6.71	1.34
chr18	56732091	56733505	1415	555	119	500.28	21.17	3.18
chr18	56866669	56867922	1254	577	79	233.79	9.08	1.42
chr18	56867987	56869161	1175	591	64	197.89	8.9	1.34
chr18	56919931	56921261	1331	796	84	162.93	11.06	1.3
chr18	56945536	56946809	1274	412	53	63.63	6.37	5.59
chr18	57084272	57085963	1692	962	89	186.13	6.64	1.34
chr18	57134600	57135432	833	439	39	94.88	9.36	1.67
chr18	57140561	57141298	738	397	29	54.92	7.75	9.71
chr18	57292055	57293468	1414	1113	58	124.02	6.79	1.3
chr18	57412469	57413318	850	548	42	119.15	9.68	1.34
chr18	57420837	57422698	1862	609	113	318.18	9.76	1.87
chr18	57514191	57515076	886	175	42	140.48	10.05	1.32
chr18	58037392	58039675	2284	401	108	280.01	8.55	1.74
chr18	58368788	58369856	1069	694	42	153.17	8.82	1.32
chr18	58566379	58566857	479	152	17	61.56	9.8	6.24
chr18	58818794	58819928	1135	445	45	115.53	7.74	1.38
chr18	58996855	58997522	668	432	24	79.17	8.77	2.56
chr18	59334453	59336355	1903	1438	95	377.98	11.06	2.04
chr18	60297373	60298028	656	411	26	67.7	9.05	4.36
chr18	60621448	60621942	495	353	17	52.54	5.59	11.62
chr18	60659604	60661531	1928	1588	115	323.82	11.06	1.91
chr18	60685100	60686416	1317	720	83	193.28	9.11	1.33
chr18	60719988	60721061	1074	391	78	340.98	15.87	1.9
chr18	60754540	60756272	1733	1238	84	209.12	9.29	1.37
chr18	60783145	60784170	1026	326	33	54.15	5.82	10.24
chr18	60813286	60814775	1490	296	51	75.76	4.57	2.96
chr18	60819597	60820339	743	386	24	56.71	7.34	8.58
chr18	60821307	60822181	875	400	32	72.3	4.02	3.47
chr18	60828265	60829724	1460	994	77	161.92	8.44	1.32
chr18	60867957	60869813	1857	849	90	131.84	6.83	1.29
chr18	60882122	60883301	1180	389	52	82.76	5.39	2.22
chr18	60903644	60905416	1773	834	83	146.43	8.11	1.35
chr18	60907405	60908707	1303	902	56	95.91	5.41	1.65
chr18	60933777	60934887	1111	521	75	134.1	5.28	1.29
chr18	60948692	60949573	882	451	35	107.1	9.62	1.44
chr18	60964704	60966017	1314	951	47	58.62	4.61	7.58
chr18	60966511	60967855	1345	675	72	81.92	4.78	2.3
chr18	60983923	60984895	973	780	37	53.49	5.76	10.77
chr18	61007848	61008949	1102	757	59	157.07	7.9	1.33
chr18	61019267	61020012	746	364	28	51.2	5.71	12.82
chr18	61070925	61072424	1500	773	81	151.68	5.2	1.34
chr18	61075872	61077104	1233	551	48	66.88	4.25	4.74
chr18	61080832	61083740	2909	1117	150	153.86	8.16	1.33
chr18	61084297	61085773	1477	1052	75	130.98	6.18	1.28
chr18	61130163	61131677	1515	233	61	120.85	6.56	1.31
chr18	61132812	61133338	527	144	21	54.48	5.77	10
chr18	61133979	61135044	1066	602	62	128.05	8.13	1.28
chr18	61166871	61167881	1011	693	40	84.31	5.2	2.1
chr18	61171568	61172247	680	355	25	58.25	4.44	7.8
chr18	61172930	61174055	1126	675	49	119.24	6.79	1.34
chr18	61184998	61185911	914	173	35	84.74	5.37	2.07
chr18	61194986	61196475	1490	379	70	201.63	7.37	1.34
chr18	61198785	61200265	1481	1209	51	51.07	3.9	12.91
chr18	61216179	61217449	1271	862	82	289.38	14.62	1.82
chr18	61250241	61251969	1729	1404	71	63.06	4.18	5.73
chr18	61314613	61315010	398	253	18	56.58	6.31	8.73
chr18	61335868	61337194	1327	880	93	213.29	11.64	1.37
chr18	61370558	61371784	1227	411	79	313.22	12.4	1.96
chr18	61416361	61417185	825	379	28	50.63	7.3	13.35
chr18	61517796	61518483	688	343	27	78.2	6.7	2.66
chr18	61554213	61555164	952	306	34	69.74	5.07	3.95
chr18	61558101	61560741	2641	1703	133	327	7.58	1.9
chr18	61561009	61561799	791	410	33	63.43	5.53	5.63
chr18	61625583	61626451	869	550	30	79.78	8.09	2.53
chr18	61646544	61647232	689	420	30	69.26	6.38	4.05
chr18	61677298	61677952	655	350	22	68.63	7.42	4.15
chr18	61685260	61685875	616	172	21	53.39	6.64	10.9
chr18	61695720	61696918	1199	440	53	125.45	9.22	1.32
chr18	61714291	61716002	1712	553	107	432.39	13.82	2.73
chr18	61807091	61807952	862	261	34	52.67	4.4	11.51
chr18	61813957	61814495	539	146	21	54.14	5.87	10.24
chr18	61856790	61858163	1374	356	52	93.73	4.81	1.7
chr18	61866507	61867646	1140	782	60	146.45	7.11	1.35
chr18	61885527	61886426	900	504	64	189.8	10.02	1.32
chr18	61917909	61919240	1332	938	58	83.7	6.22	2.16
chr18	61945738	61946691	954	452	41	123.84	7.82	1.3
chr18	61978492	61979229	738	397	26	53.39	7.54	10.9
chr18	61980168	61980921	754	313	25	58.25	4.93	7.79
chr18	62070377	62071641	1265	1111	64	196.55	10.1	1.33
chr18	62206286	62207359	1074	497	49	105.07	5.69	1.44
chr18	62334062	62334790	729	319	27	56.88	5.99	8.42
chr18	62338204	62340255	2052	1475	97	121.56	6.14	1.32
chr18	62409756	62410284	529	172	19	56.24	8.19	8.91
chr18	62707797	62708816	1020	654	63	237.75	12.57	1.44
chr18	63081467	63082340	874	450	34	91.74	7.12	1.75
chr18	63137058	63138117	1060	460	72	271.32	17.05	1.7
chr18	63545992	63546722	731	443	28	101.13	10.63	1.48
chr18	63575353	63576044	692	288	22	70.97	10.29	3.71
chr18	63851217	63852494	1278	901	78	235.86	17.44	1.45
chr18	63868037	63868804	768	235	33	81.75	5.99	2.31
chr18	63937438	63938018	581	346	21	67.92	7.07	4.32
chr18	64023876	64024377	502	151	19	70.98	6.94	3.71
chr18	64492068	64493319	1252	607	53	68.96	3.9	4.09
chr18	64500267	64501288	1022	607	45	109.99	6.45	1.42
chr18	64504213	64505082	870	716	29	65.57	5.18	5.04
chr18	64631296	64631888	593	154	22	54.59	6.03	9.9
chr18	64675736	64676663	928	593	45	112.32	7.23	1.4
chr18	64690694	64691380	687	322	21	52.4	7.29	11.76
chr18	64819999	64821225	1227	942	48	124.33	9.41	1.31
chr18	65047033	65048862	1830	425	86	232.58	9.05	1.43
chr18	65055362	65056271	910	491	50	81.31	8.44	2.34
chr18	65080431	65081884	1454	252	55	65.75	4.06	5.01
chr18	65116564	65117388	825	157	32	72.86	4.77	3.38
chr18	65145845	65147114	1270	817	61	155.21	10.14	1.35
chr18	65387444	65388375	932	461	65	132.93	7.9	1.28
chr18	65422377	65423337	961	568	41	56.76	5.2	8.52
chr18	65465715	65466517	803	334	46	130.32	9.22	1.29
chr18	65589909	65591427	1519	356	149	791.26	29.16	8.02
chr18	65724965	65725984	1020	582	63	120.64	9.02	1.31
chr18	65740514	65741340	827	268	33	107.41	6.91	1.43
chr18	65775597	65776193	597	274	21	55.5	4.98	9.31
chr18	65959898	65961186	1289	328	61	152.37	7.83	1.32
chr18	65961358	65962118	761	334	27	66.79	6.51	4.75
chr18	66093896	66095324	1429	1070	59	112.24	5.62	1.4
chr18	66097543	66098493	951	218	36	64.54	4.83	5.36
chr18	66119341	66119926	586	354	20	51.5	7.19	12.55
chr18	66161603	66162726	1124	734	63	261.18	11.67	1.63
chr18	66242936	66243977	1042	748	50	111.26	7.56	1.39
chr18	66451092	66451945	854	581	37	55.8	5.18	9.1
chr18	66607150	66608034	885	480	49	155.12	7.37	1.34
chr18	66617385	66618548	1164	155	55	74.75	4.61	3.12
chr18	66618685	66619449	765	452	25	57.9	5.53	7.94
chr18	66630258	66631168	911	382	52	105.77	7.24	1.45
chr18	67247227	67247864	638	309	27	79.69	6.32	2.54
chr18	67292547	67293702	1156	292	49	126.33	6.78	1.3
chr18	67364619	67365481	863	413	37	100.03	7.54	1.51
chr18	67404549	67405565	1017	730	73	322.17	13.04	1.93
chr18	67448127	67449807	1681	774	76	214.63	8.29	1.39
chr18	67450511	67451079	569	278	24	50.15	5.13	13.81
chr18	67471535	67472285	751	268	29	53.16	5.14	11.11
chr18	67523965	67524776	812	239	36	82.53	6.81	2.24
chr18	67549308	67551662	2355	1147	109	309.12	8.46	1.94
chr18	67576752	67577483	732	339	25	71.65	6.91	3.6
chr18	67608187	67609107	921	548	39	87.33	8.29	1.91
chr18	67619833	67620628	796	367	30	52.1	5.96	12.01
chr18	67624212	67625369	1158	522	62	185.16	8.29	1.33
chr18	67800278	67801704	1427	729	68	239.71	9.43	1.46
chr18	67883572	67884754	1183	791	78	308.4	11.06	1.96
chr18	67927801	67928472	672	354	26	64.96	7.47	5.25
chr18	67930157	67930908	752	458	28	66.97	5.37	4.71
chr18	67934046	67935478	1433	898	96	351.23	11.52	1.95
chr18	67959277	67960218	942	665	63	140.26	6.11	1.33
chr18	68092045	68093385	1341	751	60	112.42	6.32	1.4
chr18	68168872	68169803	932	737	37	60.3	6.32	6.76
chr18	68387119	68387787	669	512	28	77.66	6.09	2.71
chr18	68459320	68461193	1874	652	121	116.64	7.9	1.37
chr18	68496763	68497301	539	384	17	57.4	6.61	8.19
chr18	68547605	68548457	853	428	45	67.4	6.1	4.45
chr18	68851631	68852238	608	156	52	55.77	7.16	9.13
chr18	69030782	69031225	444	158	16	52.18	6.75	11.93
chr18	69134630	69135149	520	286	19	52.52	7.59	11.62
chr18	69192601	69193080	480	145	15	51.16	6.55	12.82
chr18	69311778	69312857	1080	808	32	75.68	6.4	2.97
chr18	69355650	69356879	1230	219	51	132.22	8.26	1.29
chr18	69357688	69358749	1062	648	45	150.94	9.87	1.33
chr18	69503687	69504269	583	430	24	96.13	7.9	1.64
chr18	69505174	69506427	1254	736	53	182.23	9.87	1.33
chr18	69507187	69508106	920	719	33	84.11	7.73	2.12
chr18	69574672	69576204	1533	697	91	366.39	18.24	1.89
chr18	69730522	69731236	715	384	25	57.18	6.14	8.26
chr18	69752736	69753452	717	219	53	256.19	14.38	1.6
chr18	69819903	69820500	598	236	22	60.03	8.76	6.95
chr18	69955414	69956058	645	343	22	55.38	6.64	9.4
chr18	70300381	70301573	1193	398	49	91.81	6.81	1.75
chr18	70631889	70632745	857	219	45	98.4	7	1.6
chr18	70688846	70690532	1687	1166	115	356.68	12.64	1.87
chr18	70727381	70728964	1584	591	114	501.69	14.89	3.21
chr18	70741989	70742487	499	200	21	68.07	9.4	4.27
chr18	70793064	70793797	734	378	28	59.2	7.67	7.27
chr18	70804080	70804588	509	259	19	50.31	6.66	13.67
chr18	73240977	73241582	606	412	19	56.24	6.03	8.92
chr18	73442756	73443168	413	152	15	51.38	6.38	12.62
chr18	73525718	73526169	452	192	18	75.11	9.55	3.03
chr18	73731240	73734360	3121	479	160	568.78	17.6	3.75
chr18	73782489	73783234	746	410	27	55.03	7.83	9.68
chr18	73863026	73864109	1084	435	60	286.55	19.84	1.82
chr18	73913418	73914424	1007	593	48	128.48	5.99	1.29
chr18	73922029	73922563	535	174	38	146.21	11.49	1.35
chr18	73974432	73975836	1405	977	95	386.56	17.41	2.11
chr18	73994708	73995638	931	670	36	97.11	7.57	1.61
chr18	74019901	74020542	642	302	21	53.86	6.28	10.53
chr18	74090231	74090830	600	372	19	50.72	6.68	13.26
chr18	74091670	74092193	524	304	20	61.98	6.37	6.09
chr18	74148245	74148999	755	375	40	165.45	15.53	1.29
chr18	74223219	74224571	1353	356	57	97.66	6.71	1.6
chr18	74224629	74225105	477	325	18	60.02	7.37	6.95
chr18	74367028	74367714	687	390	29	101.82	10.05	1.46
chr18	74375350	74376476	1127	376	65	176.35	8.69	1.3
chr18	74376488	74378116	1629	496	64	83.57	5.09	2.16
chr18	74427280	74428474	1195	552	88	247.54	12.36	1.53
chr18	74454449	74454984	536	251	32	51.91	4.94	12.18
chr18	74601759	74603003	1245	510	57	205.98	8.36	1.34
chr18	74611624	74612076	453	243	17	59.8	7.72	7.01
chr18	74703545	74704189	645	209	22	64.54	8.17	5.36
chr18	74786235	74786910	676	257	23	53.64	5.27	10.64
chr18	74938115	74939152	1038	615	71	269.55	14.75	1.68
chr18	74939684	74940244	561	230	28	95.17	8.19	1.66
chr18	75039216	75040303	1088	622	74	191.68	12.36	1.31
chr18	75042704	75043478	775	398	25	53.93	6.91	10.49
chr18	75120304	75122235	1932	346	123	312.03	9.62	1.94
chr18	75159879	75160750	872	263	50	128.06	7.79	1.28
chr18	75165024	75165981	958	442	54	180.77	10.6	1.32
chr18	75178112	75178886	775	263	42	145.95	10.15	1.35
chr18	75179088	75179949	862	523	28	57.17	5.68	8.27
chr18	75260681	75261284	604	250	21	54.71	7.74	9.87
chr18	75324122	75325385	1264	496	45	53.67	4.27	10.64
chr18	75388678	75389293	616	420	35	173.23	17.02	1.3
chr18	75406364	75406955	592	325	30	88.41	7.14	1.89
chr18	75419615	75420800	1186	787	44	57.82	5.3	7.98
chr18	75435697	75436572	876	441	38	54.35	3.88	10.09
chr18	75437410	75439215	1806	1114	81	101.02	4.5	1.49
chr18	75443795	75445253	1459	1040	69	111.82	7.21	1.4
chr18	75445892	75447138	1247	985	56	92.29	5.06	1.74
chr18	75448562	75449157	596	401	28	64.42	5.45	5.38
chr18	75463953	75465401	1449	373	71	175.84	9.35	1.3
chr18	75466035	75466791	757	432	31	58.66	4.74	7.56
chr18	75466917	75467631	715	411	34	64.73	5.88	5.32
chr18	75489645	75490973	1329	1066	50	75.32	5.19	3.01
chr18	75501832	75503490	1659	1169	107	360.14	9.29	1.92
chr18	75525913	75527902	1990	436	107	251.07	9.08	1.56
chr18	75527913	75529206	1294	1098	65	181.49	9.29	1.33
chr18	75529431	75530614	1184	707	57	72.15	4.37	3.52
chr18	75530694	75531481	788	274	36	77.7	6.71	2.71
chr18	75537995	75539572	1578	613	76	156.08	8.29	1.35
chr18	75575129	75576451	1323	330	55	79.42	5.94	2.55
chr18	75582442	75583400	959	592	32	53.66	5.67	10.64
chr18	75616111	75616912	802	445	49	98.91	9.02	1.56
chr18	75638208	75639025	818	367	35	52.53	6.33	11.62
chr18	75648708	75649607	900	397	69	181.65	11.35	1.33
chr18	75690822	75691683	862	398	46	105.83	8	1.45
chr18	75700302	75701312	1011	586	73	78.76	5.35	2.61
chr18	75721877	75723285	1409	390	69	72.04	4.74	3.54
chr18	75751920	75752741	822	443	35	61.71	5.9	6.19
chr18	75856130	75857804	1675	1251	94	363.09	11.06	1.85
chr18	75978584	75981261	2678	1857	113	259.81	7.68	1.61
chr18	75987161	75987780	620	234	24	83.38	8.56	2.18
chr18	76194504	76195658	1155	418	48	120.8	7.04	1.31
chr18	76320372	76321111	740	298	34	135.57	10.12	1.29
chr18	76359996	76360868	873	559	31	55.33	5.07	9.42
chr18	76400690	76401547	858	393	34	106.82	9.83	1.44
chr18	76538133	76538917	785	328	27	59.29	5.97	7.24
chr18	76891947	76892435	489	149	17	52.6	7.37	11.53
chr18	77085932	77086614	683	344	19	54.5	8.08	9.96
chr18	77097371	77099818	2448	1669	102	334.97	10.29	1.93
chr18	77182429	77183342	914	418	56	152.48	9.95	1.33
chr18	77267450	77267832	383	204	17	57.34	6.78	8.22
chr18	77303233	77304920	1688	645	80	272.55	9.83	1.69
chr18	77424186	77424945	760	311	25	53.96	5.74	10.44
chr18	77515883	77517135	1253	281	46	60.02	4.34	6.95
chr18	77518003	77518652	650	287	19	51.46	6.66	12.59
chr18	77520492	77521176	685	384	22	60.17	7.54	6.85
chr18	77664127	77664905	779	380	27	75.63	7.37	2.97
chr18	77722905	77723496	592	206	20	54.84	7.06	9.75
chr18	77734541	77735225	685	357	20	52.67	7.9	11.5
chr18	77841794	77842451	658	397	21	52.41	5.82	11.76
chr18	77952288	77953633	1346	550	89	475.91	16.9	2.76
chr18	78005898	78006959	1062	649	50	126.02	11.59	1.31
chr18	78012333	78013273	941	385	44	118.63	7.97	1.34
chr18	78033035	78034129	1095	560	64	176.63	6.71	1.31
chr18	78038333	78039138	806	365	41	132.6	12.07	1.28
chr18	78052225	78053069	845	425	40	122.47	10.24	1.31
chr18	78060301	78061087	787	418	31	55.24	5.92	9.46
chr18	78076211	78076890	680	321	32	89.02	8.76	1.89
chr18	78134829	78135736	908	546	49	165.19	8.54	1.3
chr18	78149726	78150533	808	448	29	52.43	5.94	11.76
chr18	78217996	78218436	441	152	28	53.04	5.78	11.23
chr18	78226528	78227442	915	543	38	63.44	4.22	5.63
chr18	78244879	78245768	890	546	34	85.4	6.08	2.06
chr18	78338164	78339630	1467	1135	86	276.77	8.29	1.71
chr18	78677385	78678031	647	276	21	50.13	6.64	13.82
chr18	78685909	78686712	804	540	26	58.89	6.08	7.48
chr18	78688386	78689008	623	320	24	58.58	7.76	7.59
chr18	79452624	79454764	2141	1323	126	407.97	10.67	2.33
chr18	80243430	80244671	1242	589	57	150.66	8.66	1.33
chr18	80325303	80327496	2194	1049	124	224.81	9.9	1.39
chr18	80347196	80348843	1648	378	71	94.8	6.22	1.67
chr18	80372458	80373393	936	762	39	78.09	6.48	2.69
chr18	80396927	80397700	774	513	36	114.15	10.1	1.39
chr18	80403084	80404246	1163	427	80	168.62	9.95	1.28
chr18	80451692	80454012	2321	1644	118	436.25	12.83	2.79
chr18	80492348	80493268	921	293	37	58.66	4.06	7.56
chr18	80502256	80502972	717	349	29	63.94	4.85	5.48
chr18	80512364	80513088	725	485	26	52.73	5.07	11.46
chr18	80518842	80520170	1329	304	49	82.51	5.03	2.24
chr18	80590201	80591132	932	466	39	91.98	8.83	1.76
chr18	80665577	80667340	1764	875	85	118.79	4.61	1.34
chr18	80674424	80675704	1281	514	97	291.6	10.45	1.82
chr18	80692219	80693224	1006	586	45	60.07	3.99	6.95
chr18	80700637	80701137	501	195	17	51.2	6.76	12.81
chr18	80719148	80720432	1285	720	120	353.3	10.3	1.93
chr18	80750955	80752144	1190	835	44	73.33	4.35	3.28
chr18	80752190	80753775	1586	503	81	82.27	6.79	2.27
chr18	80758164	80759157	994	543	42	54.48	4.94	10
chr18	80781873	80782811	939	637	33	56	4.08	9.03
chr18	80787338	80788317	980	547	38	77.33	5.62	2.78
chr18	80805516	80806268	753	591	34	59.73	4.49	7.04
chr18	80807493	80809049	1557	406	69	100.44	6.2	1.51
chr18	80825570	80826328	759	268	43	113.36	7.2	1.4
chr18	80878607	80880168	1562	1250	61	115.79	7.84	1.37
chr18	80882159	80883116	958	563	74	195.47	12.22	1.32
chr18	80893298	80895296	1999	564	87	63.93	3.16	5.48
chr18	80902436	80903852	1417	285	54	80.61	4.54	2.42
chr18	80903985	80904835	851	474	33	59.85	6	7
chr18	80904936	80905990	1055	235	41	80.09	5.48	2.51
chr18	80908132	80910583	2452	250	91	170.52	5.24	1.28
chr18	80911702	80912573	872	328	45	60.75	4.55	6.57
chr18	81033310	81033806	497	262	20	61.98	7.7	6.09
chr18	81130475	81131173	699	326	33	96.87	11.11	1.62
chr18	81168212	81170644	2433	1283	96	163.74	5.53	1.29
chr18	81182221	81183801	1581	1278	61	191.63	9.55	1.31
chr18	81183877	81185234	1358	152	49	142.74	8.08	1.33
chr18	81229889	81230352	464	256	30	138.48	15.08	1.32
chr18	81243444	81244651	1208	841	50	128.53	8.85	1.28
chr18	81594758	81595936	1179	709	49	67.13	6.46	4.57
chr18	81849420	81849892	473	170	18	68.07	6.91	4.25
chr18	81961828	81962548	721	331	24	64.65	8.51	5.35
chr18	82112656	82113344	689	418	29	79.63	6.54	2.55
chr18	82639323	82640103	781	345	28	54.5	5.89	9.96
chr18	82643755	82645870	2116	1291	97	191.6	5.49	1.31
chr18	82703757	82704970	1214	335	85	216.04	10.14	1.38
chr18	82737558	82738792	1235	388	50	84.24	5.25	2.1
chr18	82753128	82754709	1582	285	55	100.36	7.68	1.51
chr18	82861549	82862117	569	353	37	197.59	14.7	1.34
chr18	82862184	82862852	669	140	29	113.67	8.82	1.4
chr18	82873591	82875472	1882	408	75	75.28	5.2	3.01
chr18	82886618	82887347	730	286	32	54.62	5.82	9.89
chr18	83024899	83025523	625	224	26	80.01	8.85	2.52
chr18	83079770	83080430	661	314	24	85.32	11.49	2.07
chr18	83082478	83082999	522	250	22	74.05	8.08	3.2
chr18	83086755	83087588	834	353	38	127.39	11.52	1.29
chr18	83109168	83109724	557	171	19	56.24	6.78	8.91
chr18	83121445	83122706	1262	810	42	81.41	5.85	2.34
chr18	83126254	83127068	815	388	31	73.33	6.97	3.29
chr18	83447725	83448230	506	157	21	81.77	12.14	2.31
chr18	83909713	83910594	882	378	78	440.08	27.65	2.71
chr18	84138952	84139628	677	295	21	52.65	6.61	11.52
chr18	84239632	84240517	886	373	56	203.86	13.12	1.33
chr18	84249596	84250329	734	365	28	78.92	7.9	2.59
chr18	84254338	84254905	568	243	20	65.19	7.24	5.15
chr18	84255091	84255940	850	331	28	70.61	5.4	3.8
chr18	84256711	84258665	1955	939	93	363.85	13.82	1.85
chr18	84261039	84262186	1148	459	49	58.72	3.69	7.55
chr18	84426536	84427531	996	238	34	84.65	6.14	2.08
chr18	84757963	84758715	753	263	37	142.68	9.83	1.32
chr18	84758729	84759602	874	223	64	288.26	12.35	1.84
chr18	84854491	84855417	927	485	46	175.1	13.52	1.29
chr18	85020609	85021331	723	158	29	53.91	4.74	10.5
chr18	85383700	85384289	590	351	17	52.1	8.82	12.02
chr18	85867098	85867674	577	330	19	61.4	8.29	6.3
chr18	85905716	85906198	483	315	15	51.36	6.61	12.64
chr18	86564716	86565384	669	262	21	59.65	7.24	7.05
chr18	89063460	89064144	685	312	25	69.56	9.83	3.99
chr18	90679243	90680227	985	385	55	92.92	7.74	1.73
chr18	90728465	90728846	382	156	13	50.54	7.35	13.42
chr19	3152010	3152671	662	395	25	54.49	5.95	9.99
chr19	3264720	3265443	724	382	35	58.52	4.4	7.62
chr19	3282460	3283569	1110	475	105	415.61	14.92	2.45
chr19	3307279	3308087	809	481	39	87.76	7.01	1.91
chr19	3321492	3322973	1482	275	76	105.36	5.82	1.44
chr19	3324906	3325902	997	612	61	175.37	13.63	1.3
chr19	3388392	3389769	1378	933	77	181.56	10.69	1.33
chr19	3419207	3419885	679	268	24	65.16	6.34	5.18
chr19	3438412	3439536	1125	816	53	76.5	5.72	2.87
chr19	3440579	3441723	1145	813	47	73.39	6.82	3.28
chr19	3443490	3444146	657	195	26	55.35	4.75	9.41
chr19	3575003	3576440	1438	554	79	125.6	5	1.32
