chromosome	source	feature	start	end	length	multiplicity	multovl.union.gff	multovl.strict.gff	sum	code	id
chr4	multovl	overlap	4718513	4720691	2179	2	1	1	2	XX	chr4_4718513_4720691
chr4	multovl	overlap	5571186	5572520	1335	2	1	1	2	XX	chr4_5571186_5572520
chr4	multovl	overlap	6117579	6119073	1495	2	1	1	2	XX	chr4_6117579_6119073
chr4	multovl	overlap	6292113	6294709	2597	2	1	1	2	XX	chr4_6292113_6294709
chr4	multovl	overlap	6379284	6382313	3030	2	1	1	2	XX	chr4_6379284_6382313
chr4	multovl	overlap	8462223	8465014	2792	2	1	3	4	XX	chr4_8462223_8465014
chr4	multovl	overlap	8573703	8575661	1959	2	1	1	2	XX	chr4_8573703_8575661
chr4	multovl	overlap	8616636	8617478	843	2	1	1	2	XX	chr4_8616636_8617478
chr4	multovl	overlap	9594911	9597354	2444	2	1	2	3	XX	chr4_9594911_9597354
chr4	multovl	overlap	9696829	9698511	1683	2	1	1	2	XX	chr4_9696829_9698511
chr4	multovl	overlap	10800102	10802883	2782	2	1	1	2	XX	chr4_10800102_10802883
chr4	multovl	overlap	10933301	10934657	1357	2	1	1	2	XX	chr4_10933301_10934657
chr4	multovl	overlap	10934694	10935691	998	2	1	1	2	XX	chr4_10934694_10935691
chr4	multovl	overlap	11002417	11003709	1293	2	1	1	2	XX	chr4_11002417_11003709
chr4	multovl	overlap	11082640	11083397	758	2	1	1	2	XX	chr4_11082640_11083397
chr4	multovl	overlap	11083402	11085870	2469	2	1	1	2	XX	chr4_11083402_11085870
chr4	multovl	overlap	11117386	11119868	2483	2	1	1	2	XX	chr4_11117386_11119868
chr4	multovl	overlap	11179243	11181547	2305	2	1	1	2	XX	chr4_11179243_11181547
chr4	multovl	overlap	11247849	11250272	2424	2	1	1	2	XX	chr4_11247849_11250272
chr4	multovl	overlap	11412180	11414186	2007	2	1	2	3	XX	chr4_11412180_11414186
chr4	multovl	overlap	11485265	11486666	1402	2	1	1	2	XX	chr4_11485265_11486666
chr4	multovl	overlap	11630779	11632129	1351	2	1	1	2	XX	chr4_11630779_11632129
chr4	multovl	overlap	11812163	11812900	738	2	1	1	2	XX	chr4_11812163_11812900
chr4	multovl	overlap	11892104	11894677	2574	2	1	2	3	XX	chr4_11892104_11894677
chr4	multovl	overlap	12014321	12015435	1115	2	1	1	2	XX	chr4_12014321_12015435
chr4	multovl	overlap	12097538	12099546	2009	2	1	1	2	XX	chr4_12097538_12099546
chr4	multovl	overlap	12583980	12584710	731	2	1	1	2	XX	chr4_12583980_12584710
chr4	multovl	overlap	12833588	12834989	1402	2	1	1	2	XX	chr4_12833588_12834989
chr4	multovl	overlap	13711525	13714263	2739	2	1	1	2	XX	chr4_13711525_13714263
chr4	multovl	overlap	14752702	14753775	1074	2	1	1	2	XX	chr4_14752702_14753775
chr4	multovl	overlap	14791111	14792947	1837	2	1	1	2	XX	chr4_14791111_14792947
chr4	multovl	overlap	15192133	15195578	3446	2	1	1	2	XX	chr4_15192133_15195578
chr4	multovl	overlap	15871771	15873294	1524	2	1	1	2	XX	chr4_15871771_15873294
chr4	multovl	overlap	15884987	15886268	1282	2	1	1	2	XX	chr4_15884987_15886268
chr4	multovl	overlap	15940125	15942065	1941	2	1	1	2	XX	chr4_15940125_15942065
chr4	multovl	overlap	16089033	16090820	1788	2	1	1	2	XX	chr4_16089033_16090820
chr4	multovl	overlap	16095175	16096568	1394	2	1	1	2	XX	chr4_16095175_16096568
chr4	multovl	overlap	17780038	17780936	899	2	1	1	2	XX	chr4_17780038_17780936
chr4	multovl	overlap	19495821	19497573	1753	2	1	1	2	XX	chr4_19495821_19497573
chr4	multovl	overlap	19501903	19503291	1389	2	1	1	2	XX	chr4_19501903_19503291
chr4	multovl	overlap	19634217	19636999	2783	2	1	1	2	XX	chr4_19634217_19636999
chr4	multovl	overlap	19968420	19970155	1736	2	1	2	3	XX	chr4_19968420_19970155
chr4	multovl	overlap	21654053	21655920	1868	2	1	1	2	XX	chr4_21654053_21655920
chr4	multovl	overlap	21693452	21694640	1189	2	1	1	2	XX	chr4_21693452_21694640
chr4	multovl	overlap	21703208	21704636	1429	2	1	1	2	XX	chr4_21703208_21704636
chr4	multovl	overlap	21774285	21776221	1937	2	1	1	2	XX	chr4_21774285_21776221
chr4	multovl	overlap	21806112	21807795	1684	2	1	1	2	XX	chr4_21806112_21807795
chr4	multovl	overlap	21858230	21859730	1501	2	1	1	2	XX	chr4_21858230_21859730
chr4	multovl	overlap	22283940	22286090	2151	2	1	1	2	XX	chr4_22283940_22286090
chr4	multovl	overlap	24422658	24424625	1968	2	1	1	2	XX	chr4_24422658_24424625
chr4	multovl	overlap	24824307	24826366	2060	2	1	1	2	XX	chr4_24824307_24826366
chr4	multovl	overlap	24893687	24895005	1319	2	1	1	2	XX	chr4_24893687_24895005
chr4	multovl	overlap	25207871	25209325	1455	2	1	1	2	XX	chr4_25207871_25209325
chr4	multovl	overlap	26272484	26274398	1915	2	1	1	2	XX	chr4_26272484_26274398
chr4	multovl	overlap	28739478	28742917	3440	2	1	2	3	XX	chr4_28739478_28742917
chr4	multovl	overlap	31729230	31730231	1002	2	1	1	2	XX	chr4_31729230_31730231
chr4	multovl	overlap	32049665	32052290	2626	2	1	1	2	XX	chr4_32049665_32052290
chr4	multovl	overlap	32142110	32142994	885	2	1	1	2	XX	chr4_32142110_32142994
chr4	multovl	overlap	32325782	32327655	1874	2	1	1	2	XX	chr4_32325782_32327655
chr4	multovl	overlap	32336626	32338273	1648	2	1	1	2	XX	chr4_32336626_32338273
chr4	multovl	overlap	32389951	32390818	868	2	1	1	2	XX	chr4_32389951_32390818
chr4	multovl	overlap	32391312	32391932	621	2	1	1	2	XX	chr4_32391312_32391932
chr4	multovl	overlap	32701732	32703450	1719	2	1	1	2	XX	chr4_32701732_32703450
chr4	multovl	overlap	32743327	32745559	2233	2	1	1	2	XX	chr4_32743327_32745559
chr4	multovl	overlap	32886547	32888538	1992	2	1	1	2	XX	chr4_32886547_32888538
chr4	multovl	overlap	33117162	33119463	2302	2	1	2	3	XX	chr4_33117162_33119463
chr4	multovl	overlap	33332562	33335750	3189	2	1	1	2	XX	chr4_33332562_33335750
chr4	multovl	overlap	33375236	33377222	1987	2	1	1	2	XX	chr4_33375236_33377222
chr4	multovl	overlap	33396575	33398508	1934	2	1	1	2	XX	chr4_33396575_33398508
chr4	multovl	overlap	34496979	34497738	760	2	1	1	2	XX	chr4_34496979_34497738
chr4	multovl	overlap	34497760	34500130	2371	2	1	1	2	XX	chr4_34497760_34500130
chr4	multovl	overlap	34561069	34563330	2262	2	1	1	2	XX	chr4_34561069_34563330
chr4	multovl	overlap	34633370	34635182	1813	2	1	1	2	XX	chr4_34633370_34635182
chr4	multovl	overlap	34724709	34725844	1136	2	1	1	2	XX	chr4_34724709_34725844
chr4	multovl	overlap	34828590	34831033	2444	2	1	1	2	XX	chr4_34828590_34831033
chr4	multovl	overlap	34833569	34834853	1285	2	1	1	2	XX	chr4_34833569_34834853
chr4	multovl	overlap	35171915	35174187	2273	2	1	1	2	XX	chr4_35171915_35174187
chr4	multovl	overlap	40089143	40092202	3060	2	1	1	2	XX	chr4_40089143_40092202
chr4	multovl	overlap	40184716	40187179	2464	2	1	1	2	XX	chr4_40184716_40187179
chr4	multovl	overlap	40214375	40217336	2962	2	1	1	2	XX	chr4_40214375_40217336
chr4	multovl	overlap	40225067	40227173	2107	2	1	1	2	XX	chr4_40225067_40227173
chr4	multovl	overlap	40649044	40651721	2678	2	1	1	2	XX	chr4_40649044_40651721
chr4	multovl	overlap	40669226	40671956	2731	2	1	1	2	XX	chr4_40669226_40671956
chr4	multovl	overlap	40703909	40705359	1451	2	1	1	2	XX	chr4_40703909_40705359
chr4	multovl	overlap	40797420	40801999	4580	2	1	3	4	XX	chr4_40797420_40801999
chr4	multovl	overlap	40893691	40895394	1704	2	1	1	2	XX	chr4_40893691_40895394
chr4	multovl	overlap	40895409	40896521	1113	2	1	1	2	XX	chr4_40895409_40896521
chr4	multovl	overlap	40917198	40919127	1930	2	1	1	2	XX	chr4_40917198_40919127
chr4	multovl	overlap	41070411	41072202	1792	2	1	1	2	XX	chr4_41070411_41072202
chr4	multovl	overlap	41081580	41082457	878	2	1	1	2	XX	chr4_41081580_41082457
chr4	multovl	overlap	41082777	41084704	1928	2	1	1	2	XX	chr4_41082777_41084704
chr4	multovl	overlap	41220844	41223300	2457	2	1	1	2	XX	chr4_41220844_41223300
chr4	multovl	overlap	41259703	41262771	3069	2	1	1	2	XX	chr4_41259703_41262771
chr4	multovl	overlap	41295395	41297224	1830	2	1	1	2	XX	chr4_41295395_41297224
chr4	multovl	overlap	41410682	41413061	2380	2	1	1	2	XX	chr4_41410682_41413061
chr4	multovl	overlap	41449197	41450241	1045	2	1	1	2	XX	chr4_41449197_41450241
chr4	multovl	overlap	41514736	41516668	1933	2	1	1	2	XX	chr4_41514736_41516668
chr4	multovl	overlap	41659572	41661262	1691	2	1	1	2	XX	chr4_41659572_41661262
chr4	multovl	overlap	41669217	41670606	1390	2	1	1	2	XX	chr4_41669217_41670606
chr4	multovl	overlap	41686928	41688636	1709	2	1	1	2	XX	chr4_41686928_41688636
chr4	multovl	overlap	41701574	41703358	1785	2	1	1	2	XX	chr4_41701574_41703358
chr4	multovl	overlap	41707012	41708901	1890	2	1	1	2	XX	chr4_41707012_41708901
chr4	multovl	overlap	42962676	42963925	1250	2	1	1	2	XX	chr4_42962676_42963925
chr4	multovl	overlap	43011108	43013329	2222	2	1	2	3	XX	chr4_43011108_43013329
chr4	multovl	overlap	43022305	43023833	1529	2	1	1	2	XX	chr4_43022305_43023833
chr4	multovl	overlap	43037674	43039009	1336	2	1	1	2	XX	chr4_43037674_43039009
chr4	multovl	overlap	43043183	43045076	1894	2	1	1	2	XX	chr4_43043183_43045076
chr4	multovl	overlap	43051082	43053270	2189	2	1	1	2	XX	chr4_43051082_43053270
chr4	multovl	overlap	43057641	43059583	1943	2	1	1	2	XX	chr4_43057641_43059583
chr4	multovl	overlap	43221861	43223191	1331	2	1	1	2	XX	chr4_43221861_43223191
chr4	multovl	overlap	43393851	43398211	4361	2	1	1	2	XX	chr4_43393851_43398211
chr4	multovl	overlap	43407528	43408368	841	2	1	1	2	XX	chr4_43407528_43408368
chr4	multovl	overlap	43454940	43457210	2271	2	1	2	3	XX	chr4_43454940_43457210
chr4	multovl	overlap	43505873	43507621	1749	2	1	1	2	XX	chr4_43505873_43507621
chr4	multovl	overlap	43511900	43513149	1250	2	1	1	2	XX	chr4_43511900_43513149
chr4	multovl	overlap	43534541	43536719	2179	2	1	1	2	XX	chr4_43534541_43536719
chr4	multovl	overlap	43570008	43577054	7047	2	1	1	2	XX	chr4_43570008_43577054
chr4	multovl	overlap	43590357	43592893	2537	2	1	1	2	XX	chr4_43590357_43592893
chr4	multovl	overlap	43644265	43645255	991	2	1	1	2	XX	chr4_43644265_43645255
chr4	multovl	overlap	43668432	43669813	1382	2	1	1	2	XX	chr4_43668432_43669813
chr4	multovl	overlap	43681577	43683026	1450	2	1	1	2	XX	chr4_43681577_43683026
chr4	multovl	overlap	43887674	43889351	1678	2	1	1	2	XX	chr4_43887674_43889351
chr4	multovl	overlap	43969972	43972481	2510	2	1	1	2	XX	chr4_43969972_43972481
chr4	multovl	overlap	44024457	44027491	3035	2	1	1	2	XX	chr4_44024457_44027491
chr4	multovl	overlap	44084179	44086370	2192	2	1	1	2	XX	chr4_44084179_44086370
chr4	multovl	overlap	44179445	44180979	1535	2	1	1	2	XX	chr4_44179445_44180979
chr4	multovl	overlap	44245043	44246578	1536	2	1	1	2	XX	chr4_44245043_44246578
chr4	multovl	overlap	44246943	44247825	883	2	1	1	2	XX	chr4_44246943_44247825
chr4	multovl	overlap	44313506	44314843	1338	2	1	1	2	XX	chr4_44313506_44314843
chr4	multovl	overlap	44768404	44770544	2141	2	1	1	2	XX	chr4_44768404_44770544
chr4	multovl	overlap	44993953	44995250	1298	2	1	1	2	XX	chr4_44993953_44995250
chr4	multovl	overlap	45022776	45025305	2530	2	1	1	2	XX	chr4_45022776_45025305
chr4	multovl	overlap	45025522	45026658	1137	2	1	1	2	XX	chr4_45025522_45026658
chr4	multovl	overlap	45030809	45032562	1754	2	1	1	2	XX	chr4_45030809_45032562
chr4	multovl	overlap	45096400	45098006	1607	2	1	1	2	XX	chr4_45096400_45098006
chr4	multovl	overlap	45119682	45121358	1677	2	1	1	2	XX	chr4_45119682_45121358
chr4	multovl	overlap	45309580	45310860	1281	2	1	1	2	XX	chr4_45309580_45310860
chr4	multovl	overlap	45332396	45334160	1765	2	1	1	2	XX	chr4_45332396_45334160
chr4	multovl	overlap	45354194	45356621	2428	2	1	2	3	XX	chr4_45354194_45356621
chr4	multovl	overlap	45420284	45422746	2463	2	1	1	2	XX	chr4_45420284_45422746
chr4	multovl	overlap	45540708	45543494	2787	2	1	1	2	XX	chr4_45540708_45543494
chr4	multovl	overlap	45543716	45545028	1313	2	1	1	2	XX	chr4_45543716_45545028
chr4	multovl	overlap	45977526	45979291	1766	2	1	1	2	XX	chr4_45977526_45979291
chr4	multovl	overlap	45985184	45986597	1414	2	1	1	2	XX	chr4_45985184_45986597
chr4	multovl	overlap	46150176	46153527	3352	2	1	1	2	XX	chr4_46150176_46153527
chr4	multovl	overlap	46208152	46209969	1818	2	1	1	2	XX	chr4_46208152_46209969
chr4	multovl	overlap	46401487	46403494	2008	2	1	1	2	XX	chr4_46401487_46403494
chr4	multovl	overlap	46465126	46466538	1413	2	1	1	2	XX	chr4_46465126_46466538
chr4	multovl	overlap	46501905	46503543	1639	2	1	1	2	XX	chr4_46501905_46503543
chr4	multovl	overlap	46519582	46520400	819	2	1	1	2	XX	chr4_46519582_46520400
chr4	multovl	overlap	46660711	46663938	3228	2	1	1	2	XX	chr4_46660711_46663938
chr4	multovl	overlap	47069266	47070891	1626	2	1	1	2	XX	chr4_47069266_47070891
chr4	multovl	overlap	47364852	47367492	2641	2	1	2	3	XX	chr4_47364852_47367492
chr4	multovl	overlap	47450082	47451311	1230	2	1	1	2	XX	chr4_47450082_47451311
chr4	multovl	overlap	47485960	47488783	2824	2	1	1	2	XX	chr4_47485960_47488783
chr4	multovl	overlap	48054860	48056137	1278	2	1	1	2	XX	chr4_48054860_48056137
chr4	multovl	overlap	48056228	48058933	2706	2	1	1	2	XX	chr4_48056228_48058933
chr4	multovl	overlap	48137173	48138722	1550	2	1	1	2	XX	chr4_48137173_48138722
chr4	multovl	overlap	48291160	48293629	2470	2	1	1	2	XX	chr4_48291160_48293629
chr4	multovl	overlap	48484826	48486945	2120	2	1	1	2	XX	chr4_48484826_48486945
chr4	multovl	overlap	48552446	48553334	889	2	1	1	2	XX	chr4_48552446_48553334
chr4	multovl	overlap	48553458	48555195	1738	2	1	1	2	XX	chr4_48553458_48555195
chr4	multovl	overlap	48598233	48599892	1660	2	1	1	2	XX	chr4_48598233_48599892
chr4	multovl	overlap	49532776	49535339	2564	2	1	1	2	XX	chr4_49532776_49535339
chr4	multovl	overlap	49643998	49646110	2113	2	1	1	2	XX	chr4_49643998_49646110
chr4	multovl	overlap	52450941	52453053	2113	2	1	2	3	XX	chr4_52450941_52453053
chr4	multovl	overlap	53024074	53025847	1774	2	1	1	2	XX	chr4_53024074_53025847
chr4	multovl	overlap	53170563	53173060	2498	2	1	1	2	XX	chr4_53170563_53173060
chr4	multovl	overlap	53208819	53209733	915	2	1	1	2	XX	chr4_53208819_53209733
chr4	multovl	overlap	53452145	53453176	1032	2	1	1	2	XX	chr4_53452145_53453176
chr4	multovl	overlap	53453301	53454658	1358	2	1	1	2	XX	chr4_53453301_53454658
chr4	multovl	overlap	53643911	53645235	1325	2	1	1	2	XX	chr4_53643911_53645235
chr4	multovl	overlap	53726475	53728025	1551	2	1	1	2	XX	chr4_53726475_53728025
chr4	multovl	overlap	53838559	53840194	1636	2	1	1	2	XX	chr4_53838559_53840194
chr4	multovl	overlap	54958689	54959644	956	2	1	1	2	XX	chr4_54958689_54959644
chr4	multovl	overlap	54959831	54963110	3280	2	1	1	2	XX	chr4_54959831_54963110
chr4	multovl	overlap	55361909	55362684	776	2	1	1	2	XX	chr4_55361909_55362684
chr4	multovl	overlap	55362770	55364615	1846	2	1	1	2	XX	chr4_55362770_55364615
chr4	multovl	overlap	55364996	55365604	609	2	1	1	2	XX	chr4_55364996_55365604
chr4	multovl	overlap	55542066	55545249	3184	2	1	1	2	XX	chr4_55542066_55545249
chr4	multovl	overlap	55545714	55546646	933	2	1	1	2	XX	chr4_55545714_55546646
chr4	multovl	overlap	55664271	55665418	1148	2	1	1	2	XX	chr4_55664271_55665418
chr4	multovl	overlap	56814099	56816328	2230	2	1	1	2	XX	chr4_56814099_56816328
chr4	multovl	overlap	56876874	56878431	1558	2	1	1	2	XX	chr4_56876874_56878431
chr4	multovl	overlap	56958442	56960456	2015	2	1	1	2	XX	chr4_56958442_56960456
chr4	multovl	overlap	57312638	57315446	2809	2	1	1	2	XX	chr4_57312638_57315446
chr4	multovl	overlap	57580509	57582208	1700	2	1	1	2	XX	chr4_57580509_57582208
chr4	multovl	overlap	57582211	57582971	761	2	1	1	2	XX	chr4_57582211_57582971
chr4	multovl	overlap	57794819	57796335	1517	2	1	1	2	XX	chr4_57794819_57796335
chr4	multovl	overlap	57857646	57859665	2020	2	1	1	2	XX	chr4_57857646_57859665
chr4	multovl	overlap	57967608	57969321	1714	2	1	1	2	XX	chr4_57967608_57969321
chr4	multovl	overlap	57969391	57970107	717	2	1	1	2	XX	chr4_57969391_57970107
chr4	multovl	overlap	58217962	58219948	1987	2	1	1	2	XX	chr4_58217962_58219948
chr4	multovl	overlap	58564843	58566905	2063	2	1	1	2	XX	chr4_58564843_58566905
chr4	multovl	overlap	58923242	58924827	1586	2	1	1	2	XX	chr4_58923242_58924827
chr4	multovl	overlap	58925031	58926054	1024	2	1	1	2	XX	chr4_58925031_58926054
chr4	multovl	overlap	58999138	59000231	1094	2	1	1	2	XX	chr4_58999138_59000231
chr4	multovl	overlap	59015531	59016760	1230	2	1	1	2	XX	chr4_59015531_59016760
chr4	multovl	overlap	59047704	59049259	1556	2	1	1	2	XX	chr4_59047704_59049259
chr4	multovl	overlap	59202195	59203660	1466	2	1	1	2	XX	chr4_59202195_59203660
chr4	multovl	overlap	59562385	59563000	616	2	1	1	2	XX	chr4_59562385_59563000
chr4	multovl	overlap	59592982	59595381	2400	2	1	1	2	XX	chr4_59592982_59595381
chr4	multovl	overlap	59639238	59639997	760	2	1	1	2	XX	chr4_59639238_59639997
chr4	multovl	overlap	59795535	59796901	1367	2	1	1	2	XX	chr4_59795535_59796901
chr4	multovl	overlap	59818646	59820226	1581	2	1	1	2	XX	chr4_59818646_59820226
chr4	multovl	overlap	61868596	61870373	1778	2	1	1	2	XX	chr4_61868596_61870373
chr4	multovl	overlap	61947172	61948286	1115	2	1	1	2	XX	chr4_61947172_61948286
chr4	multovl	overlap	61948299	61949016	718	2	1	1	2	XX	chr4_61948299_61949016
chr4	multovl	overlap	62020317	62022823	2507	2	1	2	3	XX	chr4_62020317_62022823
chr4	multovl	overlap	62068596	62070661	2066	2	1	1	2	XX	chr4_62068596_62070661
chr4	multovl	overlap	62131395	62132269	875	2	1	1	2	XX	chr4_62131395_62132269
chr4	multovl	overlap	62162314	62163936	1623	2	1	1	2	XX	chr4_62162314_62163936
chr4	multovl	overlap	62179833	62181878	2046	2	1	1	2	XX	chr4_62179833_62181878
chr4	multovl	overlap	62185015	62186673	1659	2	1	1	2	XX	chr4_62185015_62186673
chr4	multovl	overlap	62360418	62362167	1750	2	1	1	2	XX	chr4_62360418_62362167
chr4	multovl	overlap	63063433	63064328	896	2	1	1	2	XX	chr4_63063433_63064328
chr4	multovl	overlap	63071120	63071954	835	2	1	1	2	XX	chr4_63071120_63071954
chr4	multovl	overlap	63205795	63207546	1752	2	1	1	2	XX	chr4_63205795_63207546
chr4	multovl	overlap	63706189	63707931	1743	2	1	1	2	XX	chr4_63706189_63707931
chr4	multovl	overlap	65265407	65266974	1568	2	1	1	2	XX	chr4_65265407_65266974
chr4	multovl	overlap	66488266	66489995	1730	2	1	1	2	XX	chr4_66488266_66489995
chr4	multovl	overlap	70070421	70071659	1239	2	1	1	2	XX	chr4_70070421_70071659
chr4	multovl	overlap	70194910	70196064	1155	2	1	1	2	XX	chr4_70194910_70196064
chr4	multovl	overlap	70196113	70197102	990	2	1	1	2	XX	chr4_70196113_70197102
chr4	multovl	overlap	71858351	71861955	3605	2	1	1	2	XX	chr4_71858351_71861955
chr4	multovl	overlap	71862253	71863534	1282	2	1	1	2	XX	chr4_71862253_71863534
chr4	multovl	overlap	73896987	73899010	2024	2	1	1	2	XX	chr4_73896987_73899010
chr4	multovl	overlap	74923285	74924007	723	2	1	1	2	XX	chr4_74923285_74924007
chr4	multovl	overlap	80556238	80558760	2523	2	1	1	2	XX	chr4_80556238_80558760
chr4	multovl	overlap	80559507	80560166	660	2	1	1	2	XX	chr4_80559507_80560166
chr4	multovl	overlap	82148201	82151318	3118	2	1	1	2	XX	chr4_82148201_82151318
chr4	multovl	overlap	82151620	82152363	744	2	1	1	2	XX	chr4_82151620_82152363
chr4	multovl	overlap	82504866	82506057	1192	2	1	1	2	XX	chr4_82504866_82506057
chr4	multovl	overlap	82968574	82970687	2114	2	1	1	2	XX	chr4_82968574_82970687
chr4	multovl	overlap	83062624	83064809	2186	2	1	1	2	XX	chr4_83062624_83064809
chr4	multovl	overlap	83131211	83132109	899	2	1	1	2	XX	chr4_83131211_83132109
chr4	multovl	overlap	83170501	83171381	881	2	1	1	2	XX	chr4_83170501_83171381
chr4	multovl	overlap	83171388	83172256	869	2	1	1	2	XX	chr4_83171388_83172256
chr4	multovl	overlap	84191207	84192144	938	2	1	1	2	XX	chr4_84191207_84192144
chr4	multovl	overlap	84319830	84322362	2533	2	1	2	3	XX	chr4_84319830_84322362
chr4	multovl	overlap	84530229	84531404	1176	2	1	1	2	XX	chr4_84530229_84531404
chr4	multovl	overlap	86220706	86223153	2448	2	1	1	2	XX	chr4_86220706_86223153
chr4	multovl	overlap	86256996	86258226	1231	2	1	1	2	XX	chr4_86256996_86258226
chr4	multovl	overlap	86314715	86316311	1597	2	1	1	2	XX	chr4_86314715_86316311
chr4	multovl	overlap	86394114	86395956	1843	2	1	1	2	XX	chr4_86394114_86395956
chr4	multovl	overlap	86502178	86504234	2057	2	1	1	2	XX	chr4_86502178_86504234
chr4	multovl	overlap	87677321	87678610	1290	2	1	1	2	XX	chr4_87677321_87678610
chr4	multovl	overlap	87679368	87680118	751	2	1	1	2	XX	chr4_87679368_87680118
chr4	multovl	overlap	87740183	87741361	1179	2	1	1	2	XX	chr4_87740183_87741361
chr4	multovl	overlap	88367296	88368418	1123	2	1	1	2	XX	chr4_88367296_88368418
chr4	multovl	overlap	88513537	88514513	977	2	1	1	2	XX	chr4_88513537_88514513
chr4	multovl	overlap	88579586	88582397	2812	2	1	1	2	XX	chr4_88579586_88582397
chr4	multovl	overlap	88583363	88584401	1039	2	1	1	2	XX	chr4_88583363_88584401
chr4	multovl	overlap	88696641	88697489	849	2	1	1	2	XX	chr4_88696641_88697489
chr4	multovl	overlap	88782615	88784172	1558	2	1	1	2	XX	chr4_88782615_88784172
chr4	multovl	overlap	88938546	88940690	2145	2	1	1	2	XX	chr4_88938546_88940690
chr4	multovl	overlap	88941206	88942292	1087	2	1	1	2	XX	chr4_88941206_88942292
chr4	multovl	overlap	88953912	88956918	3007	2	1	2	3	XX	chr4_88953912_88956918
chr4	multovl	overlap	91041875	91043832	1958	2	1	1	2	XX	chr4_91041875_91043832
chr4	multovl	overlap	93001995	93002820	826	2	1	1	2	XX	chr4_93001995_93002820
chr4	multovl	overlap	94222383	94223900	1518	2	1	1	2	XX	chr4_94222383_94223900
chr4	multovl	overlap	94268960	94270526	1567	2	1	1	2	XX	chr4_94268960_94270526
chr4	multovl	overlap	94280874	94282230	1357	2	1	1	2	XX	chr4_94280874_94282230
chr4	multovl	overlap	94644682	94646017	1336	2	1	1	2	XX	chr4_94644682_94646017
chr4	multovl	overlap	94716274	94719001	2728	2	1	1	2	XX	chr4_94716274_94719001
chr4	multovl	overlap	94719170	94720220	1051	2	1	1	2	XX	chr4_94719170_94720220
chr4	multovl	overlap	94827469	94828039	571	2	1	1	2	XX	chr4_94827469_94828039
chr4	multovl	overlap	94828143	94828895	753	2	1	1	2	XX	chr4_94828143_94828895
chr4	multovl	overlap	96219550	96220646	1097	2	1	1	2	XX	chr4_96219550_96220646
chr4	multovl	overlap	97444251	97445236	986	2	1	1	2	XX	chr4_97444251_97445236
chr4	multovl	overlap	97445349	97446393	1045	2	1	1	2	XX	chr4_97445349_97446393
chr4	multovl	overlap	98048982	98050182	1201	2	1	1	2	XX	chr4_98048982_98050182
chr4	multovl	overlap	98062124	98062975	852	2	1	1	2	XX	chr4_98062124_98062975
chr4	multovl	overlap	98588901	98590068	1168	2	1	1	2	XX	chr4_98588901_98590068
chr4	multovl	overlap	98590316	98591841	1526	2	1	1	2	XX	chr4_98590316_98591841
chr4	multovl	overlap	98786524	98787488	965	2	1	1	2	XX	chr4_98786524_98787488
chr4	multovl	overlap	98787659	98788312	654	2	1	1	2	XX	chr4_98787659_98788312
chr4	multovl	overlap	98860051	98861473	1423	2	1	1	2	XX	chr4_98860051_98861473
chr4	multovl	overlap	99382105	99383225	1121	2	1	1	2	XX	chr4_99382105_99383225
chr4	multovl	overlap	99495190	99496957	1768	2	1	1	2	XX	chr4_99495190_99496957
chr4	multovl	overlap	99601746	99603232	1487	2	1	1	2	XX	chr4_99601746_99603232
chr4	multovl	overlap	99768293	99769103	811	2	1	1	2	XX	chr4_99768293_99769103
chr4	multovl	overlap	100448635	100450831	2197	2	1	2	3	XX	chr4_100448635_100450831
chr4	multovl	overlap	100936461	100938164	1704	2	1	1	2	XX	chr4_100936461_100938164
chr4	multovl	overlap	100964522	100965500	979	2	1	1	2	XX	chr4_100964522_100965500
chr4	multovl	overlap	101027163	101029109	1947	2	1	1	2	XX	chr4_101027163_101029109
chr4	multovl	overlap	101319111	101319957	847	2	1	1	2	XX	chr4_101319111_101319957
chr4	multovl	overlap	101320271	101321600	1330	2	1	1	2	XX	chr4_101320271_101321600
chr4	multovl	overlap	102242429	102245056	2628	2	1	1	2	XX	chr4_102242429_102245056
chr4	multovl	overlap	102431747	102432706	960	2	1	1	2	XX	chr4_102431747_102432706
chr4	multovl	overlap	102787179	102788167	989	2	1	1	2	XX	chr4_102787179_102788167
chr4	multovl	overlap	102886041	102887620	1580	2	1	1	2	XX	chr4_102886041_102887620
chr4	multovl	overlap	102986346	102987314	969	2	1	1	2	XX	chr4_102986346_102987314
chr4	multovl	overlap	104829811	104832220	2410	2	1	1	2	XX	chr4_104829811_104832220
chr4	multovl	overlap	105987920	105990727	2808	2	1	1	2	XX	chr4_105987920_105990727
chr4	multovl	overlap	106233575	106235617	2043	2	1	1	2	XX	chr4_106233575_106235617
chr4	multovl	overlap	106323323	106324769	1447	2	1	1	2	XX	chr4_106323323_106324769
chr4	multovl	overlap	106350725	106351756	1032	2	1	1	2	XX	chr4_106350725_106351756
chr4	multovl	overlap	106511632	106512677	1046	2	1	1	2	XX	chr4_106511632_106512677
chr4	multovl	overlap	106582976	106583915	940	2	1	1	2	XX	chr4_106582976_106583915
chr4	multovl	overlap	106584650	106586424	1775	2	1	1	2	XX	chr4_106584650_106586424
chr4	multovl	overlap	106738534	106740493	1960	2	1	1	2	XX	chr4_106738534_106740493
chr4	multovl	overlap	106850238	106852762	2525	2	1	1	2	XX	chr4_106850238_106852762
chr4	multovl	overlap	106924593	106925875	1283	2	1	1	2	XX	chr4_106924593_106925875
