chromosome	source	feature	start	end	length	multiplicity	peaks1.bed.bed	peaks2.bed.bed	sum	code	id
chr2	multovl	overlap	31992681	31993766	1086	2	1	1	2	XX	chr2_31992681_31993766
chr2	multovl	overlap	32005904	32006731	828	1	1	0	1	X0	chr2_32005904_32006731
chr2	multovl	overlap	32006791	32009187	2397	2	1	1	2	XX	chr2_32006791_32009187
chr2	multovl	overlap	32009194	32009229	36	2	1	1	2	XX	chr2_32009194_32009229
chr2	multovl	overlap	32022653	32023599	947	1	1	0	1	X0	chr2_32022653_32023599
chr2	multovl	overlap	32091319	32092960	1642	2	1	1	2	XX	chr2_32091319_32092960
chr2	multovl	overlap	32114504	32116128	1625	2	1	1	2	XX	chr2_32114504_32116128
chr2	multovl	overlap	32142481	32143781	1301	2	1	1	2	XX	chr2_32142481_32143781
chr2	multovl	overlap	32143799	32145210	1412	2	1	1	2	XX	chr2_32143799_32145210
chr2	multovl	overlap	32173728	32174820	1093	2	1	1	2	XX	chr2_32173728_32174820
chr2	multovl	overlap	32207199	32209124	1926	2	1	1	2	XX	chr2_32207199_32209124
chr2	multovl	overlap	32217849	32219981	2133	2	1	1	2	XX	chr2_32217849_32219981
chr2	multovl	overlap	32236576	32238058	1483	2	1	1	2	XX	chr2_32236576_32238058
chr2	multovl	overlap	32250325	32252876	2552	2	1	1	2	XX	chr2_32250325_32252876
chr2	multovl	overlap	32277916	32279933	2018	2	1	1	2	XX	chr2_32277916_32279933
chr2	multovl	overlap	32283573	32284771	1199	1	0	1	1	0X	chr2_32283573_32284771
chr2	multovl	overlap	32285821	32287283	1463	1	0	1	1	0X	chr2_32285821_32287283
chr2	multovl	overlap	32305751	32307645	1895	2	1	1	2	XX	chr2_32305751_32307645
chr2	multovl	overlap	32390794	32393018	2225	2	1	1	2	XX	chr2_32390794_32393018
chr2	multovl	overlap	32426048	32427722	1675	2	1	1	2	XX	chr2_32426048_32427722
chr2	multovl	overlap	32442550	32444203	1654	2	1	1	2	XX	chr2_32442550_32444203
chr2	multovl	overlap	32462498	32464215	1718	2	1	1	2	XX	chr2_32462498_32464215
chr2	multovl	overlap	32483789	32488422	4634	2	1	1	2	XX	chr2_32483789_32488422
chr2	multovl	overlap	32548561	32549980	1420	2	1	1	2	XX	chr2_32548561_32549980
chr2	multovl	overlap	32566662	32568558	1897	2	1	1	2	XX	chr2_32566662_32568558
chr2	multovl	overlap	32612380	32613815	1436	1	1	0	1	X0	chr2_32612380_32613815
chr2	multovl	overlap	32630511	32632800	2290	2	1	1	2	XX	chr2_32630511_32632800
chr2	multovl	overlap	32700945	32702792	1848	2	1	1	2	XX	chr2_32700945_32702792
chr2	multovl	overlap	32702923	32703504	582	1	0	1	1	0X	chr2_32702923_32703504
chr2	multovl	overlap	32730312	32734643	4332	2	1	1	2	XX	chr2_32730312_32734643
chr2	multovl	overlap	32815998	32819047	3050	2	1	1	2	XX	chr2_32815998_32819047
chr2	multovl	overlap	32821805	32823435	1631	1	1	0	1	X0	chr2_32821805_32823435
chr2	multovl	overlap	32836603	32837786	1184	2	1	1	2	XX	chr2_32836603_32837786
chr2	multovl	overlap	32985089	32986173	1085	2	1	1	2	XX	chr2_32985089_32986173
chr2	multovl	overlap	32986198	32986210	13	2	1	1	2	XX	chr2_32986198_32986210
chr2	multovl	overlap	33071487	33073127	1641	2	1	1	2	XX	chr2_33071487_33073127
chr2	multovl	overlap	33285210	33287542	2333	2	1	1	2	XX	chr2_33285210_33287542
chr2	multovl	overlap	33322668	33324502	1835	2	1	1	2	XX	chr2_33322668_33324502
chr2	multovl	overlap	33741808	33742914	1107	2	1	1	2	XX	chr2_33741808_33742914
chr2	multovl	overlap	34104745	34105918	1174	2	1	1	2	XX	chr2_34104745_34105918
chr2	multovl	overlap	34225901	34227520	1620	2	1	1	2	XX	chr2_34225901_34227520
chr2	multovl	overlap	34228021	34229239	1219	1	0	1	1	0X	chr2_34228021_34229239
chr2	multovl	overlap	34262161	34263318	1158	2	1	1	2	XX	chr2_34262161_34263318
chr2	multovl	overlap	34608796	34611079	2284	2	1	1	2	XX	chr2_34608796_34611079
chr2	multovl	overlap	34625925	34629808	3884	2	1	1	2	XX	chr2_34625925_34629808
chr2	multovl	overlap	34654395	34656169	1775	2	1	1	2	XX	chr2_34654395_34656169
chr2	multovl	overlap	34657628	34658527	900	2	1	1	2	XX	chr2_34657628_34658527
chr2	multovl	overlap	34680708	34682721	2014	2	1	1	2	XX	chr2_34680708_34682721
chr2	multovl	overlap	34725607	34727526	1920	2	1	1	2	XX	chr2_34725607_34727526
chr2	multovl	overlap	34768836	34769583	748	2	1	1	2	XX	chr2_34768836_34769583
chr2	multovl	overlap	34964144	34965975	1832	2	1	1	2	XX	chr2_34964144_34965975
chr2	multovl	overlap	34987333	34988831	1499	2	1	1	2	XX	chr2_34987333_34988831
chr2	multovl	overlap	35054814	35057487	2674	2	1	1	2	XX	chr2_35054814_35057487
chr2	multovl	overlap	35111587	35114689	3103	2	1	1	2	XX	chr2_35111587_35114689
chr2	multovl	overlap	35191543	35192784	1242	2	1	1	2	XX	chr2_35191543_35192784
chr2	multovl	overlap	35315909	35318620	2712	2	1	1	2	XX	chr2_35315909_35318620
chr2	multovl	overlap	35477337	35478499	1163	2	1	1	2	XX	chr2_35477337_35478499
chr2	multovl	overlap	35516804	35518608	1805	2	1	1	2	XX	chr2_35516804_35518608
chr2	multovl	overlap	35834142	35835168	1027	2	1	1	2	XX	chr2_35834142_35835168
chr2	multovl	overlap	35835185	35835978	794	2	1	1	2	XX	chr2_35835185_35835978
chr2	multovl	overlap	35903500	35905285	1786	2	1	1	2	XX	chr2_35903500_35905285
chr2	multovl	overlap	35960072	35961546	1475	2	1	1	2	XX	chr2_35960072_35961546
chr2	multovl	overlap	35990843	35993099	2257	2	1	1	2	XX	chr2_35990843_35993099
chr2	multovl	overlap	36085396	36088364	2969	2	1	1	2	XX	chr2_36085396_36088364
chr2	multovl	overlap	37213673	37215185	1513	2	1	1	2	XX	chr2_37213673_37215185
chr2	multovl	overlap	37277144	37278593	1450	2	1	1	2	XX	chr2_37277144_37278593
chr2	multovl	overlap	37285319	37287216	1898	2	1	1	2	XX	chr2_37285319_37287216
chr2	multovl	overlap	37297625	37300032	2408	2	1	1	2	XX	chr2_37297625_37300032
chr2	multovl	overlap	37307642	37309095	1454	2	1	1	2	XX	chr2_37307642_37309095
chr2	multovl	overlap	37557710	37559788	2079	2	1	1	2	XX	chr2_37557710_37559788
chr2	multovl	overlap	37626955	37627823	869	2	1	1	2	XX	chr2_37626955_37627823
chr2	multovl	overlap	38141549	38143431	1883	2	1	1	2	XX	chr2_38141549_38143431
chr2	multovl	overlap	38366777	38368524	1748	2	1	1	2	XX	chr2_38366777_38368524
chr2	multovl	overlap	38498312	38499564	1253	2	1	1	2	XX	chr2_38498312_38499564
chr2	multovl	overlap	38678672	38680100	1429	2	1	1	2	XX	chr2_38678672_38680100
chr2	multovl	overlap	38680278	38681456	1179	2	1	1	2	XX	chr2_38680278_38681456
chr2	multovl	overlap	38780618	38782015	1398	2	1	1	2	XX	chr2_38780618_38782015
chr2	multovl	overlap	38782193	38783060	868	2	1	1	2	XX	chr2_38782193_38783060
chr2	multovl	overlap	38853225	38854165	941	2	1	1	2	XX	chr2_38853225_38854165
chr2	multovl	overlap	38858819	38861604	2786	2	1	1	2	XX	chr2_38858819_38861604
chr2	multovl	overlap	38862818	38864874	2057	2	1	1	2	XX	chr2_38862818_38864874
chr2	multovl	overlap	38919941	38921747	1807	2	1	1	2	XX	chr2_38919941_38921747
chr2	multovl	overlap	39045164	39046306	1143	2	1	1	2	XX	chr2_39045164_39046306
chr2	multovl	overlap	39080682	39082231	1550	2	1	1	2	XX	chr2_39080682_39082231
chr2	multovl	overlap	44781576	44782553	978	2	1	1	2	XX	chr2_44781576_44782553
chr2	multovl	overlap	44782771	44783605	835	2	1	1	2	XX	chr2_44782771_44783605
chr2	multovl	overlap	44963807	44967032	3226	2	1	1	2	XX	chr2_44963807_44967032
chr2	multovl	overlap	44967633	44968605	973	1	0	1	1	0X	chr2_44967633_44968605
chr2	multovl	overlap	44971762	44973371	1610	2	1	1	2	XX	chr2_44971762_44973371
chr2	multovl	overlap	48668477	48669514	1038	2	1	1	2	XX	chr2_48668477_48669514
chr2	multovl	overlap	48669645	48672341	2697	2	1	1	2	XX	chr2_48669645_48672341
chr2	multovl	overlap	48803741	48806587	2847	2	1	1	2	XX	chr2_48803741_48806587
chr2	multovl	overlap	49168230	49169052	823	2	1	1	2	XX	chr2_49168230_49169052
chr2	multovl	overlap	49306129	49307015	887	2	1	1	2	XX	chr2_49306129_49307015
chr2	multovl	overlap	49307291	49308538	1248	2	1	1	2	XX	chr2_49307291_49308538
chr2	multovl	overlap	50150552	50152634	2083	2	1	1	2	XX	chr2_50150552_50152634
chr2	multovl	overlap	50152687	50154101	1415	2	1	1	2	XX	chr2_50152687_50154101
chr2	multovl	overlap	50997040	50997890	851	1	0	1	1	0X	chr2_50997040_50997890
chr2	multovl	overlap	50999817	51004755	4939	2	1	1	2	XX	chr2_50999817_51004755
chr2	multovl	overlap	51789184	51791124	1941	2	1	1	2	XX	chr2_51789184_51791124
chr2	multovl	overlap	51828135	51829110	976	1	0	1	1	0X	chr2_51828135_51829110
chr2	multovl	overlap	51928323	51929270	948	2	1	1	2	XX	chr2_51928323_51929270
chr2	multovl	overlap	52279024	52280407	1384	2	1	1	2	XX	chr2_52279024_52280407
chr2	multovl	overlap	52280419	52281329	911	2	1	1	2	XX	chr2_52280419_52281329
chr2	multovl	overlap	52600267	52602438	2172	2	1	1	2	XX	chr2_52600267_52602438
chr2	multovl	overlap	52716435	52719028	2594	2	1	1	2	XX	chr2_52716435_52719028
chr2	multovl	overlap	53048810	53052058	3249	2	1	1	2	XX	chr2_53048810_53052058
chr2	multovl	overlap	56966571	56969916	3346	2	1	1	2	XX	chr2_56966571_56969916
chr2	multovl	overlap	56975064	56976465	1402	2	1	1	2	XX	chr2_56975064_56976465
chr2	multovl	overlap	57033759	57034807	1049	2	1	1	2	XX	chr2_57033759_57034807
chr2	multovl	overlap	57089775	57091741	1967	2	1	1	2	XX	chr2_57089775_57091741
chr2	multovl	overlap	58417354	58419341	1988	2	1	1	2	XX	chr2_58417354_58419341
chr2	multovl	overlap	58997880	59000627	2748	2	1	1	2	XX	chr2_58997880_59000627
chr2	multovl	overlap	59449299	59452270	2972	2	1	1	2	XX	chr2_59449299_59452270
chr2	multovl	overlap	59719547	59721015	1469	2	1	1	2	XX	chr2_59719547_59721015
chr2	multovl	overlap	59962317	59963101	785	1	1	0	1	X0	chr2_59962317_59963101
chr2	multovl	overlap	59963253	59964202	950	2	1	1	2	XX	chr2_59963253_59964202
chr2	multovl	overlap	60046968	60047885	918	2	1	1	2	XX	chr2_60046968_60047885
chr2	multovl	overlap	60047912	60047923	12	2	1	1	2	XX	chr2_60047912_60047923
chr2	multovl	overlap	60047945	60049576	1632	2	1	1	2	XX	chr2_60047945_60049576
chr2	multovl	overlap	60121393	60122633	1241	2	1	1	2	XX	chr2_60121393_60122633
chr2	multovl	overlap	60220327	60221670	1344	2	1	1	2	XX	chr2_60220327_60221670
chr2	multovl	overlap	60715407	60716318	912	1	1	0	1	X0	chr2_60715407_60716318
chr2	multovl	overlap	60716918	60719464	2547	2	1	1	2	XX	chr2_60716918_60719464
chr2	multovl	overlap	60777410	60778578	1169	1	0	1	1	0X	chr2_60777410_60778578
chr2	multovl	overlap	60799237	60802218	2982	2	1	1	2	XX	chr2_60799237_60802218
chr2	multovl	overlap	61416431	61417209	779	2	1	1	2	XX	chr2_61416431_61417209
chr2	multovl	overlap	61417408	61418176	769	2	1	1	2	XX	chr2_61417408_61418176
chr2	multovl	overlap	61431101	61432654	1554	2	1	1	2	XX	chr2_61431101_61432654
chr2	multovl	overlap	61549451	61551253	1803	2	1	1	2	XX	chr2_61549451_61551253
chr2	multovl	overlap	62483329	62484619	1291	1	1	0	1	X0	chr2_62483329_62484619
chr2	multovl	overlap	64859861	64861532	1672	2	1	1	2	XX	chr2_64859861_64861532
chr2	multovl	overlap	64956940	64957738	799	1	0	1	1	0X	chr2_64956940_64957738
chr2	multovl	overlap	65033386	65034323	938	1	0	1	1	0X	chr2_65033386_65034323
chr2	multovl	overlap	65074711	65076693	1983	2	1	1	2	XX	chr2_65074711_65076693
chr2	multovl	overlap	65076722	65077888	1167	2	1	1	2	XX	chr2_65076722_65077888
chr2	multovl	overlap	65506495	65507521	1027	1	0	1	1	0X	chr2_65506495_65507521
chr2	multovl	overlap	66093754	66095330	1577	2	1	1	2	XX	chr2_66093754_66095330
chr2	multovl	overlap	67403771	67404771	1001	2	1	1	2	XX	chr2_67403771_67404771
chr2	multovl	overlap	68308980	68310109	1130	1	1	0	1	X0	chr2_68308980_68310109
chr2	multovl	overlap	68698808	68701771	2964	2	1	1	2	XX	chr2_68698808_68701771
chr2	multovl	overlap	69043360	69044613	1254	2	1	1	2	XX	chr2_69043360_69044613
chr2	multovl	overlap	69218310	69219161	852	2	1	1	2	XX	chr2_69218310_69219161
chr2	multovl	overlap	69484693	69486035	1343	2	1	1	2	XX	chr2_69484693_69486035
chr2	multovl	overlap	69550792	69551978	1187	2	1	1	2	XX	chr2_69550792_69551978
chr2	multovl	overlap	69560056	69562077	2022	2	1	1	2	XX	chr2_69560056_69562077
chr2	multovl	overlap	69626941	69628869	1929	2	1	1	2	XX	chr2_69626941_69628869
chr2	multovl	overlap	69698850	69701119	2270	2	1	1	2	XX	chr2_69698850_69701119
chr2	multovl	overlap	69722605	69724460	1856	2	1	1	2	XX	chr2_69722605_69724460
chr2	multovl	overlap	69735325	69737049	1725	2	1	1	2	XX	chr2_69735325_69737049
chr2	multovl	overlap	69956476	69957382	907	1	0	1	1	0X	chr2_69956476_69957382
chr2	multovl	overlap	70346578	70347357	780	2	1	1	2	XX	chr2_70346578_70347357
chr2	multovl	overlap	70499541	70501039	1499	2	1	1	2	XX	chr2_70499541_70501039
chr2	multovl	overlap	70661787	70663314	1528	2	1	1	2	XX	chr2_70661787_70663314
chr2	multovl	overlap	70892782	70894666	1885	2	1	1	2	XX	chr2_70892782_70894666
chr2	multovl	overlap	71049619	71051016	1398	2	1	1	2	XX	chr2_71049619_71051016
chr2	multovl	overlap	71204603	71206119	1517	2	1	1	2	XX	chr2_71204603_71206119
chr2	multovl	overlap	71226946	71228203	1258	2	1	1	2	XX	chr2_71226946_71228203
chr2	multovl	overlap	71290941	71292185	1245	2	1	1	2	XX	chr2_71290941_71292185
chr2	multovl	overlap	71366839	71369184	2346	2	1	1	2	XX	chr2_71366839_71369184
chr2	multovl	overlap	71380229	71381084	856	2	1	1	2	XX	chr2_71380229_71381084
chr2	multovl	overlap	71381917	71382685	769	1	1	0	1	X0	chr2_71381917_71382685
chr2	multovl	overlap	71382923	71385197	2275	2	1	1	2	XX	chr2_71382923_71385197
chr2	multovl	overlap	71624989	71626420	1432	2	1	1	2	XX	chr2_71624989_71626420
chr2	multovl	overlap	71710479	71712464	1986	2	1	1	2	XX	chr2_71710479_71712464
chr2	multovl	overlap	72123190	72125109	1920	2	1	1	2	XX	chr2_72123190_72125109
chr2	multovl	overlap	72313664	72315721	2058	2	1	1	2	XX	chr2_72313664_72315721
chr2	multovl	overlap	72815137	72817080	1944	2	1	1	2	XX	chr2_72815137_72817080
chr2	multovl	overlap	72817825	72819502	1678	2	1	1	2	XX	chr2_72817825_72819502
chr2	multovl	overlap	73051086	73053279	2194	2	1	1	2	XX	chr2_73051086_73053279
chr2	multovl	overlap	73149560	73151649	2090	2	1	1	2	XX	chr2_73149560_73151649
chr2	multovl	overlap	73223660	73224642	983	2	1	1	2	XX	chr2_73223660_73224642
chr2	multovl	overlap	73224706	73225529	824	2	1	1	2	XX	chr2_73224706_73225529
chr2	multovl	overlap	73366581	73368175	1595	2	1	1	2	XX	chr2_73366581_73368175
chr2	multovl	overlap	73422826	73423827	1002	1	1	0	1	X0	chr2_73422826_73423827
chr2	multovl	overlap	73729222	73730813	1592	2	1	1	2	XX	chr2_73729222_73730813
chr2	multovl	overlap	73730876	73731774	899	2	1	1	2	XX	chr2_73730876_73731774
chr2	multovl	overlap	73748038	73750153	2116	2	1	1	2	XX	chr2_73748038_73750153
chr2	multovl	overlap	74415801	74417758	1958	2	1	1	2	XX	chr2_74415801_74417758
chr2	multovl	overlap	74501112	74501804	693	1	0	1	1	0X	chr2_74501112_74501804
chr2	multovl	overlap	74535699	74536793	1095	1	1	0	1	X0	chr2_74535699_74536793
chr2	multovl	overlap	74543618	74544582	965	2	1	1	2	XX	chr2_74543618_74544582
chr2	multovl	overlap	74548907	74550959	2053	2	1	1	2	XX	chr2_74548907_74550959
chr2	multovl	overlap	74663310	74665091	1782	2	1	1	2	XX	chr2_74663310_74665091
chr2	multovl	overlap	74812289	74813242	954	2	1	1	2	XX	chr2_74812289_74813242
chr2	multovl	overlap	75495890	75497123	1234	1	0	1	1	0X	chr2_75495890_75497123
chr2	multovl	overlap	75497527	75499387	1861	2	1	1	2	XX	chr2_75497527_75499387
chr2	multovl	overlap	75539761	75542685	2925	2	1	1	2	XX	chr2_75539761_75542685
chr2	multovl	overlap	75542806	75543719	914	2	1	1	2	XX	chr2_75542806_75543719
chr2	multovl	overlap	75669603	75671536	1934	2	1	1	2	XX	chr2_75669603_75671536
chr2	multovl	overlap	75775952	75777375	1424	2	1	1	2	XX	chr2_75775952_75777375
chr2	multovl	overlap	75908286	75908913	628	1	0	1	1	0X	chr2_75908286_75908913
chr2	multovl	overlap	76207765	76209181	1417	2	1	1	2	XX	chr2_76207765_76209181
chr2	multovl	overlap	76484931	76486356	1426	2	1	1	2	XX	chr2_76484931_76486356
chr2	multovl	overlap	76510120	76511549	1430	2	1	1	2	XX	chr2_76510120_76511549
chr2	multovl	overlap	76512583	76515192	2610	2	1	1	2	XX	chr2_76512583_76515192
chr2	multovl	overlap	77007943	77008740	798	1	0	1	1	0X	chr2_77007943_77008740
chr2	multovl	overlap	77117572	77118613	1042	2	1	1	2	XX	chr2_77117572_77118613
chr2	multovl	overlap	77781450	77790096	8647	2	1	1	2	XX	chr2_77781450_77790096
chr2	multovl	overlap	78708239	78708953	715	2	1	1	2	XX	chr2_78708239_78708953
chr2	multovl	overlap	78709697	78710886	1190	2	1	1	2	XX	chr2_78709697_78710886
chr2	multovl	overlap	79474777	79475347	571	2	1	1	2	XX	chr2_79474777_79475347
chr2	multovl	overlap	79475502	79476928	1427	2	1	1	2	XX	chr2_79475502_79476928
chr2	multovl	overlap	80154865	80156708	1844	2	1	1	2	XX	chr2_80154865_80156708
chr2	multovl	overlap	80420042	80421198	1157	2	1	1	2	XX	chr2_80420042_80421198
chr2	multovl	overlap	80456895	80458554	1660	2	1	1	2	XX	chr2_80456895_80458554
chr2	multovl	overlap	80478641	80480709	2069	2	1	1	2	XX	chr2_80478641_80480709
chr2	multovl	overlap	83484024	83485656	1633	2	1	1	2	XX	chr2_83484024_83485656
chr2	multovl	overlap	83563975	83566644	2670	2	1	1	2	XX	chr2_83563975_83566644
chr2	multovl	overlap	83652459	83653599	1141	2	1	1	2	XX	chr2_83652459_83653599
chr2	multovl	overlap	84265080	84265922	843	2	1	1	2	XX	chr2_84265080_84265922
chr2	multovl	overlap	84473664	84475941	2278	1	0	1	1	0X	chr2_84473664_84475941
chr2	multovl	overlap	84488350	84488986	637	2	1	1	2	XX	chr2_84488350_84488986
chr2	multovl	overlap	84489298	84491794	2497	2	1	1	2	XX	chr2_84489298_84491794
chr2	multovl	overlap	84509794	84511434	1641	2	1	1	2	XX	chr2_84509794_84511434
chr2	multovl	overlap	84517373	84518392	1020	2	1	1	2	XX	chr2_84517373_84518392
chr2	multovl	overlap	84518440	84518457	18	2	1	1	2	XX	chr2_84518440_84518457
chr2	multovl	overlap	84518493	84519578	1086	2	1	1	2	XX	chr2_84518493_84519578
chr2	multovl	overlap	84554254	84555317	1064	2	1	1	2	XX	chr2_84554254_84555317
chr2	multovl	overlap	84555453	84556770	1318	2	1	1	2	XX	chr2_84555453_84556770
chr2	multovl	overlap	84566413	84568347	1935	2	1	1	2	XX	chr2_84566413_84568347
chr2	multovl	overlap	84574023	84575409	1387	1	1	0	1	X0	chr2_84574023_84575409
chr2	multovl	overlap	84582018	84584273	2256	2	1	1	2	XX	chr2_84582018_84584273
chr2	multovl	overlap	84638342	84639986	1645	2	1	1	2	XX	chr2_84638342_84639986
chr2	multovl	overlap	84666425	84668244	1820	2	1	1	2	XX	chr2_84666425_84668244
chr2	multovl	overlap	84777365	84778393	1029	2	1	1	2	XX	chr2_84777365_84778393
chr2	multovl	overlap	84876473	84878530	2058	2	1	1	2	XX	chr2_84876473_84878530
chr2	multovl	overlap	84887139	84888158	1020	1	0	1	1	0X	chr2_84887139_84888158
chr2	multovl	overlap	84888268	84889529	1262	2	1	1	2	XX	chr2_84888268_84889529
chr2	multovl	overlap	84889575	84890233	659	2	1	1	2	XX	chr2_84889575_84890233
chr2	multovl	overlap	84890510	84891938	1429	2	1	1	2	XX	chr2_84890510_84891938
chr2	multovl	overlap	84900892	84901850	959	1	1	0	1	X0	chr2_84900892_84901850
chr2	multovl	overlap	90419168	90420723	1556	2	1	1	2	XX	chr2_90419168_90420723
chr2	multovl	overlap	90518662	90520475	1814	2	1	1	2	XX	chr2_90518662_90520475
chr2	multovl	overlap	90585433	90585541	109	2	1	1	2	XX	chr2_90585433_90585541
chr2	multovl	overlap	90585573	90587442	1870	2	1	1	2	XX	chr2_90585573_90587442
chr2	multovl	overlap	90686410	90688523	2114	2	1	1	2	XX	chr2_90686410_90688523
chr2	multovl	overlap	90743811	90745866	2056	2	1	1	2	XX	chr2_90743811_90745866
chr2	multovl	overlap	90756317	90758813	2497	2	1	1	2	XX	chr2_90756317_90758813
chr2	multovl	overlap	90780280	90782204	1925	2	1	1	2	XX	chr2_90780280_90782204
chr2	multovl	overlap	90893600	90895464	1865	2	1	1	2	XX	chr2_90893600_90895464
chr2	multovl	overlap	90908095	90910445	2351	2	1	1	2	XX	chr2_90908095_90910445
chr2	multovl	overlap	91022791	91023555	765	1	1	0	1	X0	chr2_91022791_91023555
chr2	multovl	overlap	91042047	91044030	1984	2	1	1	2	XX	chr2_91042047_91044030
chr2	multovl	overlap	91076367	91077162	796	2	1	1	2	XX	chr2_91076367_91077162
chr2	multovl	overlap	91096583	91098577	1995	2	1	1	2	XX	chr2_91096583_91098577
chr2	multovl	overlap	91104574	91106628	2055	2	1	1	2	XX	chr2_91104574_91106628
chr2	multovl	overlap	91284052	91284944	893	2	1	1	2	XX	chr2_91284052_91284944
chr2	multovl	overlap	91297656	91298833	1178	2	1	1	2	XX	chr2_91297656_91298833
chr2	multovl	overlap	91366806	91368144	1339	2	1	1	2	XX	chr2_91366806_91368144
chr2	multovl	overlap	91488581	91491434	2854	2	1	1	2	XX	chr2_91488581_91491434
chr2	multovl	overlap	91549774	91551843	2070	2	1	1	2	XX	chr2_91549774_91551843
chr2	multovl	overlap	91570022	91571425	1404	2	1	1	2	XX	chr2_91570022_91571425
chr2	multovl	overlap	91802582	91803757	1176	2	1	1	2	XX	chr2_91802582_91803757
chr2	multovl	overlap	91847216	91848237	1022	1	0	1	1	0X	chr2_91847216_91848237
chr2	multovl	overlap	91848340	91849466	1127	1	1	0	1	X0	chr2_91848340_91849466
chr2	multovl	overlap	91863034	91864619	1586	2	1	1	2	XX	chr2_91863034_91864619
chr2	multovl	overlap	91898667	91900282	1616	2	1	1	2	XX	chr2_91898667_91900282
chr2	multovl	overlap	92022709	92023562	854	2	1	1	2	XX	chr2_92022709_92023562
chr2	multovl	overlap	92023891	92024895	1005	2	1	1	2	XX	chr2_92023891_92024895
chr2	multovl	overlap	92025190	92026547	1358	2	1	1	2	XX	chr2_92025190_92026547
chr2	multovl	overlap	92214347	92216855	2509	2	1	1	2	XX	chr2_92214347_92216855
chr2	multovl	overlap	92228589	92230221	1633	2	1	1	2	XX	chr2_92228589_92230221
chr2	multovl	overlap	92272459	92275051	2593	2	1	1	2	XX	chr2_92272459_92275051
chr2	multovl	overlap	92298508	92300639	2132	2	1	1	2	XX	chr2_92298508_92300639
chr2	multovl	overlap	92439767	92440918	1152	2	1	1	2	XX	chr2_92439767_92440918
chr2	multovl	overlap	92855043	92855079	37	2	1	1	2	XX	chr2_92855043_92855079
chr2	multovl	overlap	92884933	92886031	1099	2	1	1	2	XX	chr2_92884933_92886031
chr2	multovl	overlap	92886166	92887092	927	1	1	0	1	X0	chr2_92886166_92887092
chr2	multovl	overlap	93301710	93303222	1513	2	1	1	2	XX	chr2_93301710_93303222
chr2	multovl	overlap	93661379	93662878	1500	2	1	1	2	XX	chr2_93661379_93662878
chr2	multovl	overlap	93688951	93690468	1518	2	1	1	2	XX	chr2_93688951_93690468
chr2	multovl	overlap	93849779	93851735	1957	2	1	1	2	XX	chr2_93849779_93851735
chr2	multovl	overlap	93997024	93998227	1204	2	1	1	2	XX	chr2_93997024_93998227
chr2	multovl	overlap	94017898	94019402	1505	2	1	1	2	XX	chr2_94017898_94019402
chr2	multovl	overlap	94112989	94114228	1240	2	1	1	2	XX	chr2_94112989_94114228
chr2	multovl	overlap	94245588	94248035	2448	2	1	1	2	XX	chr2_94245588_94248035
chr2	multovl	overlap	94276288	94278382	2095	2	1	1	2	XX	chr2_94276288_94278382
chr2	multovl	overlap	97306406	97308248	1843	2	1	1	2	XX	chr2_97306406_97308248
chr2	multovl	overlap	101468364	101469489	1126	2	1	1	2	XX	chr2_101468364_101469489
chr2	multovl	overlap	101518212	101519520	1309	2	1	1	2	XX	chr2_101518212_101519520
chr2	multovl	overlap	101636637	101637905	1269	2	1	1	2	XX	chr2_101636637_101637905
chr2	multovl	overlap	101726038	101727323	1286	2	1	1	2	XX	chr2_101726038_101727323
chr2	multovl	overlap	102025367	102026521	1155	2	1	1	2	XX	chr2_102025367_102026521
chr2	multovl	overlap	102739400	102742028	2629	2	1	1	2	XX	chr2_102739400_102742028
chr2	multovl	overlap	102912910	102914598	1689	2	1	1	2	XX	chr2_102912910_102914598
chr2	multovl	overlap	103324050	103326063	2014	2	1	1	2	XX	chr2_103324050_103326063
chr2	multovl	overlap	103405312	103406215	904	2	1	1	2	XX	chr2_103405312_103406215
chr2	multovl	overlap	103406371	103408386	2016	2	1	1	2	XX	chr2_103406371_103408386
chr2	multovl	overlap	103600335	103602101	1767	2	1	1	2	XX	chr2_103600335_103602101
chr2	multovl	overlap	103635553	103637257	1705	2	1	1	2	XX	chr2_103635553_103637257
chr2	multovl	overlap	103637263	103638140	878	2	1	1	2	XX	chr2_103637263_103638140
chr2	multovl	overlap	103657131	103658357	1227	1	0	1	1	0X	chr2_103657131_103658357
chr2	multovl	overlap	103867932	103869241	1310	2	1	1	2	XX	chr2_103867932_103869241
chr2	multovl	overlap	103935728	103936506	779	1	0	1	1	0X	chr2_103935728_103936506
chr2	multovl	overlap	104332850	104335328	2479	2	1	1	2	XX	chr2_104332850_104335328
chr2	multovl	overlap	104429439	104430456	1018	2	1	1	2	XX	chr2_104429439_104430456
chr2	multovl	overlap	104430540	104431983	1444	2	1	1	2	XX	chr2_104430540_104431983
chr2	multovl	overlap	104552147	104553079	933	2	1	1	2	XX	chr2_104552147_104553079
chr2	multovl	overlap	104582130	104583254	1125	1	0	1	1	0X	chr2_104582130_104583254
chr2	multovl	overlap	104655562	104656905	1344	2	1	1	2	XX	chr2_104655562_104656905
chr2	multovl	overlap	104657056	104658556	1501	2	1	1	2	XX	chr2_104657056_104658556
chr2	multovl	overlap	104689094	104690296	1203	2	1	1	2	XX	chr2_104689094_104690296
chr2	multovl	overlap	104856257	104857964	1708	2	1	1	2	XX	chr2_104856257_104857964
