chromosome	start	end	strand	length	tracknum	peaks1.bed.bed	peaks2.bed.bed	code
chr8	98410858	98412579	.	1721	1	1	1	XX
chr8	9975441	9976416	.	975	1	1	1	XX
chr8	9977675	9978992	.	1317	1	1	1	XX
chr9	100444919	100447550	.	2631	1	1	1	XX
chr9	100542482	100543790	.	1308	1	1	1	XX
chr9	100544559	100545578	.	1019	1	1	1	XX
chr9	100934075	100935609	.	1534	1	1	1	XX
chr9	100977282	100981438	.	4156	1	1	2	XX
chr9	101152837	101154016	.	1179	1	1	1	XX
chr9	102527578	102529818	.	2240	1	1	2	XX
chr9	102618734	102625213	.	6479	1	1	1	XX
chr9	102737343	102739435	.	2092	1	1	1	XX
chr9	103014117	103015476	.	1359	1	1	1	XX
chr9	103103267	103104643	.	1376	1	1	1	XX
chr9	103206806	103208568	.	1762	1	1	1	XX
chr9	103266325	103267510	.	1185	1	1	1	XX
chr9	103903920	103904887	.	967	1	1	1	XX
chr9	103904957	103905651	.	694	1	1	1	XX
chr9	103964378	103966756	.	2378	1	1	1	XX
chr9	104164095	104165290	.	1195	1	1	1	XX
chr9	104165432	104166078	.	646	1	1	1	XX
chr9	104955241	104956540	.	1299	1	1	1	XX
chr9	105033379	105034221	.	842	1	1	0	X0
chr9	105297146	105298704	.	1558	1	1	1	XX
chr9	105396272	105398426	.	2154	1	1	1	XX
chr9	105545021	105546066	.	1045	1	1	1	XX
chr9	106061873	106062836	.	963	1	1	1	XX
chr9	106073204	106075223	.	2019	1	1	1	XX
chr9	106104432	106106376	.	1944	1	1	1	XX
chr9	106148990	106150562	.	1572	1	1	1	XX
chr9	106182648	106184396	.	1748	1	1	1	XX
chr9	106269356	106270871	.	1515	1	2	2	XX
chr9	106271088	106274076	.	2988	1	2	2	XX
chr9	106331453	106332811	.	1358	1	1	1	XX
chr9	106340801	106341452	.	651	1	1	1	XX
chr9	106349242	106351774	.	2532	1	1	1	XX
chr9	106356167	106358028	.	1861	1	1	1	XX
chr9	106377273	106379407	.	2134	1	1	1	XX
chr9	106379500	106380691	.	1191	1	1	1	XX
chr9	106586450	106588390	.	1940	1	1	1	XX
chr9	106690149	106692294	.	2145	1	1	1	XX
chr9	106723917	106725614	.	1697	1	1	1	XX
chr9	106787745	106789142	.	1397	1	1	1	XX
chr9	106793600	106795411	.	1811	1	1	1	XX
chr9	107190830	107192563	.	1733	1	1	1	XX
chr9	107198125	107200335	.	2210	1	1	1	XX
chr9	107239891	107241003	.	1112	1	1	1	XX
chr9	107242508	107243732	.	1224	1	1	1	XX
chr9	107436059	107438577	.	2518	1	1	1	XX
chr9	107443513	107445284	.	1771	1	1	1	XX
chr9	107453495	107454664	.	1169	1	1	1	XX
chr9	107455472	107456876	.	1404	1	2	1	XX
chr9	107456926	107459446	.	2520	1	2	1	XX
chr9	107465402	107466455	.	1053	1	1	1	XX
chr9	107470719	107472982	.	2263	1	1	1	XX
chr9	107482665	107484159	.	1494	1	1	1	XX
chr9	107489786	107490917	.	1131	1	1	1	XX
chr9	107534714	107537748	.	3034	1	1	1	XX
chr9	107611138	107612106	.	968	1	1	0	X0
chr9	107671552	107673621	.	2069	1	1	1	XX
chr9	107774002	107776033	.	2031	1	1	1	XX
chr9	107789872	107791454	.	1582	1	1	1	XX
chr9	107852683	107854045	.	1362	1	1	1	XX
chr9	107877745	107879077	.	1332	1	1	1	XX
chr9	107886615	107888603	.	1988	1	1	1	XX
chr9	107904020	107906495	.	2475	1	1	1	XX
chr9	107951475	107952655	.	1180	1	1	1	XX
chr9	107980652	107982076	.	1424	1	1	1	XX
chr9	107995743	107998004	.	2261	1	1	1	XX
chr9	108164836	108166306	.	1470	1	1	2	XX
chr9	108191938	108193529	.	1591	1	1	1	XX
chr9	108207288	108209852	.	2564	1	2	2	XX
chr9	108210442	108211133	.	691	1	2	2	XX
chr9	108241329	108243156	.	1827	1	1	1	XX
chr9	108249213	108251245	.	2032	1	1	2	XX
chr9	108362454	108364375	.	1921	1	1	1	XX
chr9	108382130	108383675	.	1545	1	1	1	XX
chr9	108392789	108394408	.	1619	1	1	1	XX
chr9	108409681	108411236	.	1555	1	1	1	XX
chr9	108418558	108419724	.	1166	1	1	1	XX
chr9	108419758	108420982	.	1224	1	1	1	XX
chr9	108462585	108463692	.	1107	1	1	1	XX
chr9	108468509	108470847	.	2338	1	1	1	XX
chr9	108472144	108473272	.	1128	1	1	1	XX
chr9	108479837	108481743	.	1906	1	1	1	XX
chr9	108499569	108500345	.	776	1	1	0	X0
chr9	108550246	108551902	.	1656	1	1	1	XX
chr9	108564117	108565460	.	1343	1	1	1	XX
chr9	108594478	108596067	.	1589	1	1	1	XX
chr9	108685487	108687266	.	1779	1	1	1	XX
chr9	108698148	108699052	.	904	1	1	0	X0
chr9	108710415	108711848	.	1433	1	1	1	XX
chr9	108756343	108757335	.	992	1	1	1	XX
chr9	108838451	108839716	.	1265	1	1	1	XX
chr9	108893713	108894831	.	1118	1	1	1	XX
chr9	108940351	108942913	.	2562	1	1	1	XX
chr9	108961044	108961919	.	875	1	1	1	XX
chr9	108975289	108977358	.	2069	1	1	1	XX
chr9	108983691	108985817	.	2126	1	1	1	XX
chr9	108997111	108999162	.	2051	1	1	2	XX
chr9	109734470	109736331	.	1861	1	1	1	XX
chr9	109777707	109779984	.	2277	1	1	1	XX
chr9	109834161	109836117	.	1956	1	1	1	XX
chr9	110002540	110003896	.	1356	1	1	1	XX
chr9	110018887	110021264	.	2377	1	1	1	XX
chr9	110033650	110035663	.	2013	1	1	1	XX
chr9	110207094	110208586	.	1492	1	1	1	XX
chr9	110235799	110237320	.	1521	1	1	1	XX
chr9	110309035	110311535	.	2500	1	1	1	XX
chr9	110378026	110380096	.	2070	1	1	1	XX
chr9	110434170	110435035	.	865	1	1	0	X0
chr9	110435058	110436800	.	1742	1	1	1	XX
chr9	110525801	110528178	.	2377	1	1	1	XX
chr9	110555521	110556923	.	1402	1	1	1	XX
chr9	110558209	110559960	.	1751	1	1	1	XX
chr9	111019711	111022180	.	2469	1	1	1	XX
chr9	111173110	111174173	.	1063	1	1	1	XX
chr9	111174225	111175896	.	1671	1	1	1	XX
chr9	113614442	113617754	.	3312	1	1	1	XX
chr9	113649540	113652063	.	2523	1	1	1	XX
chr9	113840527	113842255	.	1728	1	1	1	XX
chr9	114298564	114300150	.	1586	1	1	1	XX
chr9	114309871	114311609	.	1738	1	1	1	XX
chr9	114470983	114471809	.	826	1	1	0	X0
chr9	114471901	114472573	.	672	1	1	0	X0
chr9	114472866	114473548	.	682	1	1	0	X0
chr9	114548265	114549260	.	995	1	1	1	XX
chr9	114597192	114599676	.	2484	1	1	1	XX
chr9	114639915	114641824	.	1909	1	1	1	XX
chr9	114662078	114662880	.	802	1	1	0	X0
chr9	114689980	114691780	.	1800	1	1	1	XX
chr9	114841858	114843369	.	1511	1	1	1	XX
chr9	115217860	115220410	.	2550	1	1	1	XX
chr9	116082484	116085292	.	2808	1	1	1	XX
chr9	117158247	117162556	.	4309	1	1	1	XX
chr9	117949617	117951234	.	1617	1	1	1	XX
chr9	118058353	118059348	.	995	1	1	1	XX
chr9	118414763	118416706	.	1943	1	1	1	XX
chr9	118833974	118836944	.	2970	1	1	2	XX
chr9	119001294	119002970	.	1676	1	1	1	XX
chr9	119011042	119012537	.	1495	1	1	1	XX
chr9	119229959	119232852	.	2893	1	1	1	XX
chr9	119248127	119250230	.	2103	1	1	1	XX
chr9	119250308	119251850	.	1542	1	1	1	XX
chr9	119266339	119267475	.	1136	1	1	1	XX
chr9	119310477	119311303	.	826	1	1	1	XX
chr9	119311458	119312292	.	834	1	1	1	XX
chr9	119353784	119355176	.	1392	1	1	1	XX
chr9	119803299	119804070	.	771	1	1	1	XX
chr9	119804211	119805266	.	1055	1	1	1	XX
chr9	119845632	119847252	.	1620	1	1	1	XX
chr9	119889956	119893149	.	3193	1	1	1	XX
chr9	120019267	120020883	.	1616	1	1	1	XX
chr9	120036820	120038627	.	1807	1	1	1	XX
chr9	120401709	120402887	.	1178	1	1	1	XX
chr9	120479876	120482072	.	2196	1	1	1	XX
chr9	120486372	120487209	.	837	1	1	1	XX
chr9	120491093	120492029	.	936	1	1	1	XX
chr9	120842921	120845539	.	2618	1	1	1	XX
chr9	121185739	121187546	.	1807	1	1	1	XX
chr9	121206686	121208536	.	1850	1	1	1	XX
chr9	121222632	121224280	.	1648	1	1	1	XX
chr9	121613398	121614879	.	1481	1	1	1	XX
chr9	121619396	121620544	.	1148	1	1	1	XX
chr9	121628539	121629769	.	1230	1	1	1	XX
chr9	121667775	121669141	.	1366	1	1	1	XX
chr9	121765836	121767760	.	1924	1	1	1	XX
chr9	121846473	121847929	.	1456	1	1	1	XX
chr9	121904273	121905246	.	973	1	1	1	XX
chr9	122026771	122027656	.	885	1	1	1	XX
chr9	122202433	122203778	.	1345	1	1	1	XX
chr9	122260793	122261756	.	963	1	1	1	XX
chr9	122714517	122715569	.	1052	1	1	1	XX
chr9	122774471	122775447	.	976	1	1	1	XX
chr9	122795564	122796744	.	1180	1	1	1	XX
chr9	122859159	122860748	.	1589	1	1	1	XX
chr9	122929242	122930619	.	1377	1	1	1	XX
chr9	123021206	123023339	.	2133	1	1	1	XX
chr9	123168434	123169983	.	1549	1	1	1	XX
chr9	123275646	123276895	.	1249	1	1	1	XX
chr9	123437605	123438622	.	1017	1	2	1	XX
chr9	123438795	123440091	.	1296	1	2	1	XX
chr9	123625878	123627345	.	1467	1	1	1	XX
chr9	123759801	123761113	.	1312	1	1	1	XX
chr9	13552942	13554673	.	1731	1	1	1	XX
chr9	13630449	13632039	.	1590	1	1	1	XX
chr9	13632113	13633317	.	1204	1	1	1	XX
chr9	14080732	14082126	.	1394	1	1	1	XX
chr9	14304190	14305947	.	1757	1	1	1	XX
chr9	14416492	14419686	.	3194	1	1	1	XX
chr9	14588318	14589970	.	1652	1	1	1	XX
chr9	15042799	15044165	.	1366	1	1	1	XX
chr9	15083372	15085655	.	2283	1	1	1	XX
chr9	15109931	15111988	.	2057	1	1	1	XX
chr9	15161262	15162833	.	1571	1	1	1	XX
chr9	15298283	15299230	.	947	1	1	1	XX
chr9	15513437	15515073	.	1636	1	1	1	XX
chr9	18096470	18097931	.	1461	1	1	1	XX
chr9	18277186	18278949	.	1763	1	1	1	XX
chr9	19426486	19427302	.	816	1	1	1	XX
chr9	20188843	20190566	.	1723	1	1	1	XX
chr9	20263317	20265241	.	1924	1	1	1	XX
chr9	20296083	20298052	.	1969	1	1	1	XX
chr9	20324914	20326815	.	1901	1	1	1	XX
chr9	20411193	20412487	.	1294	1	1	1	XX
chr9	20445825	20450348	.	4523	1	1	1	XX
chr9	20456399	20457511	.	1112	1	1	1	XX
chr9	20692277	20693727	.	1450	1	1	1	XX
chr9	20701734	20703175	.	1441	1	1	1	XX
chr9	20756031	20757481	.	1450	1	1	1	XX
chr9	20777411	20778623	.	1212	1	1	0	X0
chr9	20778866	20781564	.	2698	1	1	1	XX
chr9	20806920	20808272	.	1352	1	1	1	XX
chr9	20835171	20836804	.	1633	1	2	1	XX
chr9	20837135	20838551	.	1416	1	2	1	XX
chr9	20876832	20878311	.	1479	1	1	1	XX
chr9	20894863	20896538	.	1675	1	1	1	XX
chr9	20934686	20936358	.	1672	1	1	1	XX
chr9	20953082	20954768	.	1686	1	1	1	XX
chr9	20957651	20958751	.	1100	1	1	1	XX
chr9	20965203	20966193	.	990	1	1	1	XX
chr9	20969351	20970877	.	1526	1	2	1	XX
chr9	20971030	20972038	.	1008	1	2	1	XX
chr9	20985747	20986859	.	1112	1	1	1	XX
chr9	21041463	21044254	.	2791	1	1	1	XX
chr9	21069404	21070697	.	1293	1	1	1	XX
chr9	21091134	21091864	.	730	1	1	1	XX
chr9	21124866	21126700	.	1834	1	1	1	XX
chr9	21172138	21173720	.	1582	1	1	1	XX
chr9	21215852	21217177	.	1325	1	1	1	XX
chr9	21229263	21231313	.	2050	1	1	1	XX
chr9	21300198	21301262	.	1064	1	1	0	X0
chr9	21313707	21315691	.	1984	1	1	1	XX
chr9	21351619	21352677	.	1058	1	1	1	XX
chr9	21396494	21398900	.	2406	1	1	1	XX
chr9	21419700	21420457	.	757	1	1	1	XX
chr9	21420633	21422212	.	1579	1	1	1	XX
chr9	21527694	21530702	.	3008	1	1	1	XX
chr9	21564046	21565072	.	1026	1	1	1	XX
chr9	21601515	21603576	.	2061	1	1	1	XX
chr9	21656488	21657831	.	1343	1	1	1	XX
chr9	21722024	21723412	.	1388	1	1	1	XX
chr9	21731763	21732679	.	916	1	1	1	XX
chr9	21759571	21760933	.	1362	1	1	1	XX
chr9	21766316	21767384	.	1068	1	1	0	X0
chr9	21792732	21794108	.	1376	1	1	1	XX
chr9	21807233	21808809	.	1576	1	1	1	XX
chr9	21874614	21875751	.	1137	1	2	1	XX
chr9	21875782	21876478	.	696	1	2	1	XX
chr9	21889157	21890536	.	1379	1	1	1	XX
chr9	21920610	21922411	.	1801	1	1	1	XX
chr9	21961051	21962162	.	1111	1	1	1	XX
chr9	22029358	22031044	.	1686	1	1	1	XX
chr9	22063417	22064740	.	1323	1	1	1	XX
chr9	22111252	22112663	.	1411	1	1	1	XX
chr9	22192283	22194062	.	1779	1	1	1	XX
chr9	22215551	22216567	.	1016	1	1	1	XX
chr9	22271629	22273101	.	1472	1	1	1	XX
chr9	22279816	22281324	.	1508	1	1	1	XX
chr9	23026626	23028167	.	1541	1	1	1	XX
chr9	24306396	24307350	.	954	1	1	1	XX
chr9	24307853	24308673	.	820	1	1	1	XX
chr9	24954577	24957365	.	2788	1	1	2	XX
chr9	25058794	25060040	.	1246	1	1	1	XX
chr9	25060153	25061377	.	1224	1	2	2	XX
chr9	25061534	25062325	.	791	1	2	2	XX
chr9	26806364	26808257	.	1893	1	1	1	XX
chr9	26836343	26839004	.	2661	1	1	1	XX
chr9	26962197	26963282	.	1085	1	1	1	XX
chr9	27106520	27107749	.	1229	1	1	1	XX
chr9	30234335	30235787	.	1452	1	1	1	XX
chr9	30837290	30839382	.	2092	1	1	1	XX
chr9	31018188	31020405	.	2217	1	1	1	XX
chr9	31087282	31088233	.	951	1	2	1	XX
chr9	31088660	31089685	.	1025	1	2	1	XX
chr9	31193105	31194763	.	1658	1	1	1	XX
chr9	31840138	31841285	.	1147	1	1	1	XX
chr9	32503675	32505978	.	2303	1	1	1	XX
chr9	32506157	32507529	.	1372	1	1	0	X0
chr9	3335044	3336290	.	1246	1	1	1	XX
chr9	3403489	3404878	.	1389	1	1	1	XX
chr9	34922840	34924503	.	1663	1	1	1	XX
chr9	34924512	34925274	.	762	1	1	1	XX
chr9	34982616	34984366	.	1750	1	1	1	XX
chr9	35006382	35007850	.	1468	1	1	1	XX
chr9	35017692	35019833	.	2141	1	1	1	XX
chr9	35073894	35076518	.	2624	1	1	1	XX
chr9	35229055	35230455	.	1400	1	1	1	XX
chr9	3531341	3533620	.	2279	1	1	1	XX
chr9	35366664	35367936	.	1272	1	1	1	XX
chr9	35376836	35378709	.	1873	1	1	1	XX
chr9	36533316	36534969	.	1653	1	1	1	XX
chr9	36574172	36575363	.	1191	1	2	2	XX
chr9	36575407	36576575	.	1168	1	2	2	XX
chr9	36603738	36604953	.	1215	1	1	1	XX
chr9	36640304	36641359	.	1055	1	1	0	X0
chr9	36953283	36954920	.	1637	1	1	1	XX
chr9	37015120	37016522	.	1402	1	1	1	XX
chr9	37062361	37063701	.	1340	1	1	1	XX
chr9	37155127	37156909	.	1782	1	1	1	XX
chr9	37295886	37297888	.	2002	1	1	1	XX
chr9	37420396	37421982	.	1586	1	1	1	XX
chr9	37463389	37465445	.	2056	1	1	1	XX
chr9	38525850	38527731	.	1881	1	1	1	XX
chr9	39999320	40001042	.	1722	1	1	1	XX
chr9	40127116	40128458	.	1342	1	1	1	XX
chr9	40221759	40223054	.	1295	1	1	1	XX
chr9	40494004	40494908	.	904	1	1	1	XX
chr9	40608042	40608942	.	900	1	1	1	XX
chr9	40609218	40610443	.	1225	1	1	1	XX
chr9	40965060	40965997	.	937	1	1	0	X0
chr9	41136320	41137011	.	691	1	1	1	XX
chr9	41387650	41388584	.	934	1	1	1	XX
chr9	41389117	41392549	.	3432	1	1	1	XX
chr9	41393016	41393626	.	610	1	1	0	X0
chr9	41393682	41394348	.	666	1	1	1	XX
chr9	42071021	42072890	.	1869	1	1	1	XX
chr9	42279328	42280619	.	1291	1	1	1	XX
chr9	42910953	42911690	.	737	1	3	1	XX
chr9	42911697	42912441	.	744	1	3	1	XX
chr9	42912520	42914713	.	2193	1	3	1	XX
chr9	43045534	43048243	.	2709	1	1	1	XX
chr9	4308554	4309616	.	1062	1	1	1	XX
chr9	4309788	4310820	.	1032	1	1	1	XX
chr9	43551403	43553464	.	2061	1	1	1	XX
chr9	43753506	43754861	.	1355	1	1	1	XX
chr9	4375644	4376353	.	709	1	2	1	XX
chr9	4376410	4377318	.	908	1	2	1	XX
chr9	43875022	43875810	.	788	1	1	1	XX
chr9	44040607	44042199	.	1592	1	1	1	XX
chr9	44112775	44113908	.	1133	1	1	1	XX
chr9	44127250	44128433	.	1183	1	1	1	XX
chr9	44133729	44136175	.	2446	1	1	1	XX
chr9	44142652	44144288	.	1636	1	1	1	XX
chr9	44151125	44152221	.	1096	1	1	1	XX
chr9	44168575	44170037	.	1462	1	1	1	XX
chr9	44186650	44188752	.	2102	1	1	1	XX
chr9	44204381	44205960	.	1579	1	1	1	XX
chr9	44214414	44216575	.	2161	1	1	1	XX
chr9	44225372	44226765	.	1393	1	1	1	XX
chr9	44285950	44288664	.	2714	1	1	2	XX
chr9	44290896	44293360	.	2464	1	2	1	XX
chr9	44296879	44298004	.	1125	1	2	1	XX
chr9	44306112	44308881	.	2769	1	1	2	XX
chr9	44411687	44414418	.	2731	1	1	1	XX
chr9	44528532	44529746	.	1214	1	1	1	XX
chr9	44541581	44543573	.	1992	1	1	1	XX
chr9	44574758	44576101	.	1343	1	1	1	XX
chr9	44580962	44582109	.	1147	1	1	1	XX
chr9	44687174	44689404	.	2230	1	1	1	XX
chr9	44689713	44691056	.	1343	1	1	1	XX
chr9	44728020	44729641	.	1621	1	1	1	XX
chr9	44772702	44774395	.	1693	1	1	1	XX
chr9	45635745	45636826	.	1081	1	1	1	XX
chr9	45646348	45648570	.	2222	1	1	1	XX
chr9	45713501	45716128	.	2627	1	1	2	XX
chr9	45761219	45763935	.	2716	1	1	1	XX
chr9	45791379	45793808	.	2429	1	1	1	XX
chr9	45820193	45820808	.	615	1	1	1	XX
chr9	45820979	45822882	.	1903	1	1	1	XX
chr9	46080691	46082603	.	1912	1	1	1	XX
chr9	46090582	46091925	.	1343	1	1	1	XX
chr9	47338374	47339487	.	1113	1	1	1	XX
chr9	47339504	47340279	.	775	1	1	0	X0
chr9	47970031	47970764	.	733	1	1	1	XX
chr9	48287649	48289063	.	1414	1	1	1	XX
chr9	48302252	48304511	.	2259	1	1	1	XX
chr9	48792141	48794333	.	2192	1	1	2	XX
chr9	48863264	48864756	.	1492	1	1	1	XX
chr9	49605064	49607191	.	2127	1	1	1	XX
chr9	50336018	50337159	.	1141	1	1	1	XX
chr9	50410977	50413043	.	2066	1	1	1	XX
chr9	50423993	50425634	.	1641	1	1	1	XX
chr9	50466453	50468621	.	2168	1	1	1	XX
chr9	50506477	50507388	.	911	1	1	0	X0
chr9	50535055	50536935	.	1880	1	1	1	XX
chr9	50560969	50562973	.	2004	1	1	1	XX
chr9	50575533	50577312	.	1779	1	1	1	XX
chr9	50582734	50584496	.	1762	1	1	1	XX
chr9	50664685	50666022	.	1337	1	1	1	XX
chr9	50815721	50817211	.	1490	1	1	1	XX
chr9	50883680	50885550	.	1870	1	1	1	XX
chr9	51086492	51087779	.	1287	1	1	1	XX
chr9	51572460	51574054	.	1594	1	1	0	X0
chr9	51770546	51771921	.	1375	1	1	1	XX
chr9	51856207	51857454	.	1247	1	1	1	XX
chr9	51975371	51976901	.	1530	1	1	1	XX
chr9	53055076	53056985	.	1909	1	1	1	XX
chr9	53191876	53193802	.	1926	1	1	1	XX
chr9	53343517	53344990	.	1473	1	1	1	XX
chr9	53345034	53346346	.	1312	1	1	1	XX
chr9	53417422	53418758	.	1336	1	1	1	XX
chr9	53474202	53475928	.	1726	1	1	1	XX
chr9	54348742	54349551	.	809	1	1	0	X0
chr9	54433953	54435308	.	1355	1	1	1	XX
chr9	54547351	54548031	.	680	1	1	0	X0
chr9	54580368	54582693	.	2325	1	1	1	XX
chr9	54710699	54713101	.	2402	1	1	1	XX
chr9	54764943	54765832	.	889	1	1	1	XX
chr9	54798296	54800260	.	1964	1	1	1	XX
chr9	54997196	54999299	.	2103	1	1	1	XX
chr9	55056387	55057852	.	1465	1	1	1	XX
chr9	55173966	55175329	.	1363	1	1	1	XX
chr9	55358979	55360589	.	1610	1	1	1	XX
chr9	55785134	55786846	.	1712	1	1	1	XX
chr9	55889567	55890932	.	1365	1	1	1	XX
chr9	56007715	56009052	.	1337	1	1	1	XX
chr9	56264446	56267766	.	3320	1	1	2	XX
chr9	56353892	56354904	.	1012	1	1	1	XX
chr9	56771410	56776959	.	5549	1	1	1	XX
chr9	56784572	56786591	.	2019	1	1	1	XX
chr9	56798041	56799550	.	1509	1	1	1	XX
chr9	56842116	56844688	.	2572	1	1	1	XX
chr9	56918853	56921424	.	2571	1	1	1	XX
chr9	56921510	56922617	.	1107	1	2	1	XX
chr9	56922641	56923840	.	1199	1	2	1	XX
chr9	56924051	56925779	.	1728	1	1	1	XX
chr9	56977808	56979480	.	1672	1	1	1	XX
chr9	56995104	56996157	.	1053	1	1	1	XX
chr9	57004963	57006498	.	1535	1	1	1	XX
chr9	57108501	57110633	.	2132	1	1	1	XX
chr9	57314587	57316237	.	1650	1	1	1	XX
chr9	57368276	57370560	.	2284	1	1	1	XX
chr9	57384740	57386393	.	1653	1	1	1	XX
chr9	57399707	57400939	.	1232	1	1	1	XX
chr9	57408187	57409867	.	1680	1	1	1	XX
chr9	57437003	57438134	.	1131	1	1	1	XX
chr9	57492173	57493255	.	1082	1	1	1	XX
chr9	57556005	57557387	.	1382	1	1	1	XX
chr9	57611326	57614082	.	2756	1	1	1	XX
chr9	57683979	57684685	.	706	1	1	0	X0
chr9	57757929	57759734	.	1805	1	1	1	XX
chr9	58093799	58095852	.	2053	1	2	1	XX
chr9	58096178	58097826	.	1648	1	2	1	XX
chr9	58100972	58101850	.	878	1	1	1	XX
chr9	58157871	58158569	.	698	1	2	1	XX
chr9	58158933	58161316	.	2383	1	2	1	XX
chr9	58335373	58337006	.	1633	1	1	1	XX
chr9	58401822	58403714	.	1892	1	1	1	XX
chr9	58429335	58429963	.	628	1	1	1	XX
chr9	58430114	58431842	.	1728	1	1	1	XX
chr9	58882763	58884073	.	1310	1	1	1	XX
chr9	58884401	58885485	.	1084	1	1	1	XX
chr9	59138745	59140394	.	1649	1	1	1	XX
chr9	59200386	59201833	.	1447	1	1	1	XX
chr9	59332731	59335532	.	2801	1	1	2	XX
chr9	59386747	59388825	.	2078	1	1	1	XX
chr9	59425163	59426004	.	841	1	1	1	XX
chr9	59464336	59465001	.	665	1	1	1	XX
chr9	59465179	59466068	.	889	1	1	1	XX
chr9	59503963	59507143	.	3180	1	1	1	XX
chr9	59539511	59540813	.	1302	1	1	1	XX
chr9	59597797	59598585	.	788	1	1	1	XX
chr9	59598652	59600074	.	1422	1	1	1	XX
chr9	60535122	60536153	.	1031	1	1	1	XX
chr9	60560217	60561529	.	1312	1	1	0	X0
chr9	60590845	60591729	.	884	1	1	0	X0
chr9	60641951	60643358	.	1407	1	1	1	XX
chr9	60685200	60686845	.	1645	1	1	1	XX
chr9	61220131	61222766	.	2635	1	1	2	XX
chr9	61761156	61763251	.	2095	1	1	1	XX
chr9	61793660	61796229	.	2569	1	1	1	XX
chr9	61969004	61971341	.	2337	1	1	2	XX
chr9	62188163	62192603	.	4440	1	1	1	XX
chr9	62657854	62659906	.	2052	1	1	1	XX
chr9	62686623	62687632	.	1009	1	1	1	XX
chr9	62827360	62828855	.	1495	1	1	1	XX
chr9	62980290	62980935	.	645	1	1	0	X0
chr9	63224516	63226542	.	2026	1	1	1	XX
chr9	63246076	63247942	.	1866	1	1	1	XX
chr9	63449591	63451574	.	1983	1	1	1	XX
chr9	63602283	63605904	.	3621	1	1	1	XX
chr9	63606082	63606786	.	704	1	1	0	X0
chr9	63789733	63790514	.	781	1	1	0	X0
chr9	63865134	63866243	.	1109	1	2	1	XX
chr9	63866410	63869737	.	3327	1	2	1	XX
chr9	63870004	63870814	.	810	1	1	1	XX
chr9	64019883	64022482	.	2599	1	1	1	XX
chr9	64099843	64101729	.	1886	1	1	1	XX
chr9	64128869	64130370	.	1501	1	1	1	XX
chr9	64187628	64189434	.	1806	1	1	1	XX
chr9	64583806	64586119	.	2313	1	1	1	XX
chr9	64658417	64660439	.	2022	1	1	2	XX
chr9	64808409	64809538	.	1129	1	1	1	XX
chr9	64868283	64869831	.	1548	1	1	1	XX
chr9	64880112	64881408	.	1296	1	1	1	XX
chr9	64949381	64950332	.	951	1	1	0	X0
chr9	65062596	65064041	.	1445	1	1	1	XX
chr9	65140832	65142020	.	1188	1	2	1	XX
chr9	65142061	65143336	.	1275	1	2	1	XX
chr9	65193593	65195599	.	2006	1	1	1	XX
chr9	65283354	65284672	.	1318	1	1	1	XX
chr9	65308156	65309654	.	1498	1	1	1	XX
chr9	65425418	65428149	.	2731	1	1	1	XX
chr9	65434345	65436191	.	1846	1	1	1	XX
chr9	65477338	65479429	.	2091	1	1	2	XX
chr9	65524022	65525625	.	1603	1	1	2	XX
chr9	65673567	65675376	.	1809	1	1	1	XX
chr9	65675462	65676552	.	1090	1	1	1	XX
chr9	65732057	65733585	.	1528	1	1	1	XX
chr9	65737778	65738831	.	1053	1	1	1	XX
chr9	65756027	65757942	.	1915	1	1	1	XX
chr9	65906956	65909377	.	2421	1	1	1	XX
chr9	65971305	65972934	.	1629	1	1	1	XX
chr9	65973725	65975431	.	1706	1	1	1	XX
chr9	66197344	66199434	.	2090	1	1	1	XX
chr9	66358860	66360464	.	1604	1	1	1	XX
chr9	66439242	66440927	.	1685	1	2	2	XX
chr9	66440967	66442106	.	1139	1	2	2	XX
chr9	66642424	66643765	.	1341	1	1	1	XX
chr9	66681862	66682651	.	789	1	2	1	XX
chr9	66682690	66683977	.	1287	1	2	1	XX
chr9	66766170	66768237	.	2067	1	1	1	XX
chr9	66793134	66795021	.	1887	1	1	1	XX
chr9	66822303	66823436	.	1133	1	1	1	XX
chr9	66890792	66891872	.	1080	1	1	1	XX
chr9	66894222	66897346	.	3124	1	1	1	XX
chr9	67480635	67482724	.	2089	1	1	1	XX
chr9	67687506	67689078	.	1572	1	1	2	XX
chr9	69137373	69138759	.	1386	1	1	1	XX
chr9	69245380	69246864	.	1484	1	1	1	XX
chr9	69301149	69303980	.	2831	1	1	1	XX
chr9	69836963	69838388	.	1425	1	1	1	XX
chr9	69860143	69861669	.	1526	1	1	1	XX
chr9	70054880	70056596	.	1716	1	1	1	XX
chr9	70268866	70269720	.	854	1	1	0	X0
chr9	70350025	70351852	.	1827	1	1	2	XX
chr9	70389562	70391979	.	2417	1	1	1	XX
chr9	70503935	70505165	.	1230	1	1	1	XX
chr9	70526733	70528395	.	1662	1	1	1	XX
chr9	71332396	71333778	.	1382	1	1	1	XX
chr9	71617649	71618357	.	708	1	2	2	XX
chr9	71618462	71619621	.	1159	1	2	2	XX
chr9	7183884	7185740	.	1856	1	1	1	XX
chr9	71958010	71960420	.	2410	1	1	1	XX
chr9	71980912	71981774	.	862	1	1	2	XX
chr9	72122728	72124396	.	1668	1	1	1	XX
chr9	72285648	72286590	.	942	1	1	1	XX
chr9	72339052	72340371	.	1319	1	1	1	XX
