chr	start	end	length	summit	tags	X.10.log10.pvalue	fold_enrichment	FDR	start+summit-150bp	start+summit+150bp
chr8	124951218	124951637	420	277	12	65.96	10.69	1.74	124951345	124951645
chr1	169618717	169619244	528	328	14	65.94	11.28	1.74	169618895	169619195
chr12	106190737	106191365	629	501	19	65.94	8.38	1.74	106191088	106191388
chr4	102431580	102432048	469	233	12	65.94	10.23	1.74	102431663	102431963
chr4	134908726	134909297	572	321	14	65.94	10.69	1.74	134908897	134909197
chr4	148050269	148050895	627	300	22	65.94	8.07	1.74	148050419	148050719
chr8	96887148	96887790	643	282	21	65.94	8.96	1.74	96887280	96887580
chr11	101593911	101594644	734	358	18	65.93	7.33	1.74	101594119	101594419
chrX	11727630	11728028	399	210	10	65.93	12.8	1.74	11727690	11727990
chr10	39861766	39862385	620	363	17	65.92	8.02	1.74	39861979	39862279
chr18	82861638	82862080	443	289	12	65.92	13.51	1.74	82861777	82862077
chr8	96622066	96622747	682	432	17	65.91	9.87	1.74	96622348	96622648
chr10	45206207	45206696	490	318	11	65.9	12.8	1.74	45206375	45206675
chr11	94870850	94871365	516	385	13	65.9	11.16	1.74	94871085	94871385
chr17	23817939	23818339	401	310	11	65.9	10.48	1.74	23818099	23818399
chr4	118906008	118906523	516	264	13	65.9	11.16	1.74	118906122	118906422
chr16	30282957	30283414	458	146	14	65.89	9.78	1.74	30282953	30283253
chr2	93252203	93252809	607	271	19	65.89	8.25	1.74	93252324	93252624
chr6	72738248	72738826	579	330	13	65.89	10.73	1.74	72738428	72738728
chr8	89425864	89426442	579	303	13	65.89	12.52	1.74	89426017	89426317
chr1	20941263	20941919	657	350	16	65.88	12.22	1.74	20941463	20941763
chr14	33326348	33326779	432	335	11	65.88	11.28	1.74	33326533	33326833
chr5	147039009	147039324	316	190	9	65.88	12.8	1.74	147039049	147039349
chr7	16218207	16218522	316	163	9	65.88	12.8	1.74	16218220	16218520
chr7	103359156	103359594	439	130	13	65.88	15.94	1.74	103359136	103359436
chrX	158411524	158411839	316	108	9	65.88	14.93	1.74	158411482	158411782
chr10	42741470	42741796	327	195	10	65.87	13.97	1.74	42741515	42741815
chr15	28000781	28001357	577	330	12	65.87	14.67	1.74	28000961	28001261
chr4	62131771	62132107	337	213	11	65.87	13.2	1.74	62131834	62132134
chr6	91757135	91757608	474	280	14	65.87	11.38	1.74	91757265	91757565
chr14	35591909	35592454	546	224	12	65.86	11.89	1.74	35591983	35592283
chr3	128907632	128908136	505	131	12	65.86	11	1.74	128907613	128907913
chr7	19425765	19426156	392	262	11	65.86	10.23	1.74	19425877	19426177
chr7	139903794	139904553	760	194	21	65.86	7.33	1.74	139903838	139904138
chr5	121459156	121459655	500	370	14	65.85	13.33	1.74	121459376	121459676
chr7	25386034	25386388	355	158	16	65.85	8.07	1.74	25386042	25386342
chr9	44688454	44689217	764	479	18	65.85	9.87	1.74	44688783	44689083
chr13	73984134	73984767	634	273	16	65.84	13.09	1.74	73984257	73984557
chr17	48255607	48256055	449	134	15	65.83	12.57	1.74	48255591	48255891
chr12	110003788	110004706	919	539	31	65.82	6.72	1.74	110004177	110004477
chr5	139499839	139500943	1105	881	29	65.82	6.42	1.74	139500570	139500870
chr7	17535349	17535992	644	287	21	65.82	9.78	1.74	17535486	17535786
chr7	133843657	133844648	992	117	30	65.82	5.13	1.74	133843624	133843924
chrX	50135835	50136234	400	289	10	65.82	19.2	1.74	50135974	50136274
chr13	28849690	28850396	707	200	21	65.81	7.15	1.74	28849740	28850040
chr2	93258639	93259162	524	173	15	65.81	9.78	1.74	93258662	93258962
chr3	135488635	135489322	688	125	16	65.81	11	1.74	135488610	135488910
chr4	134518975	134519501	527	221	21	65.81	10	1.74	134519046	134519346
chr6	84044926	84045635	710	467	18	65.8	10.48	1.74	84045243	84045543
chr11	97702354	97702915	562	277	12	65.79	14.26	1.75	97702481	97702781
chr4	61232544	61232887	344	158	10	65.79	12.83	1.75	61232552	61232852
chr6	124695310	124695917	608	277	20	65.78	8.25	1.75	124695437	124695737
chr16	50732414	50733174	761	470	21	65.77	9.43	1.75	50732734	50733034
chr17	33620837	33621421	585	343	17	65.77	15.1	1.75	33621030	33621330
chr7	4444239	4444933	695	438	19	65.77	8.38	1.75	4444527	4444827
chr9	55393055	55393749	695	370	19	65.77	7.33	1.75	55393275	55393575
chr9	95307549	95307981	433	305	11	65.77	15.04	1.75	95307704	95308004
chr1	175554902	175555218	317	198	9	65.76	17.07	1.75	175554950	175555250
chr11	8456937	8457656	720	320	20	65.76	10.9	1.75	8457107	8457407
chr2	92806517	92807182	666	128	20	65.76	6.42	1.75	92806495	92806795
chr4	149918817	149919367	551	285	14	65.76	14.67	1.75	149918952	149919252
chr5	102364829	102365304	476	227	13	65.76	10.27	1.75	102364906	102365206
chr12	83440416	83440923	508	307	16	65.75	8.38	1.75	83440573	83440873
chr14	15181366	15182263	898	535	23	65.75	6.29	1.75	15181751	15182051
chr15	72776131	72776820	690	455	19	65.75	8.02	1.75	72776436	72776736
chr2	170083888	170084395	508	192	16	65.75	9.43	1.75	170083930	170084230
chr11	9635015	9635301	287	174	9	65.72	13.51	1.75	9635039	9635339
chr18	10029661	10030061	401	172	10	65.72	12.8	1.75	10029683	10029983
chr2	128011405	128011947	543	424	16	65.72	10.11	1.75	128011679	128011979
chr7	29541158	29541602	445	314	11	65.71	11.58	1.75	29541322	29541622
chr4	125928826	125929500	675	311	17	65.7	9.94	1.75	125928987	125929287
chr7	97592207	97592600	394	296	15	65.7	8.38	1.75	97592353	97592653
chr10	119656928	119657350	423	310	11	65.69	12.83	1.75	119657088	119657388
chr11	113589775	113590742	968	129	24	65.68	7.33	1.75	113589754	113590054
chr4	62185630	62186496	867	315	25	65.68	5.7	1.75	62185795	62186095
chr13	37971841	37973102	1262	494	33	65.67	7.17	1.75	37972185	37972485
chr2	78859065	78859673	609	304	19	65.67	9.17	1.75	78859219	78859519
chr3	10439802	10440321	520	305	12	65.67	13.16	1.75	10439957	10440257
chr4	106986732	106987169	438	158	14	65.67	8.15	1.75	106986740	106987040
chr7	134890172	134890682	511	271	14	65.67	9.51	1.75	134890293	134890593
chr9	32348297	32349470	1174	342	30	65.67	7.33	1.75	32348489	32348789
chr18	84041761	84042374	614	283	16	65.66	11.38	1.75	84041894	84042194
chr19	7492499	7492866	368	137	11	65.66	11.16	1.75	7492486	7492786
chr2	129375583	129376059	477	183	13	65.65	10.27	1.76	129375616	129375916
chr11	51888575	51888930	356	247	12	65.64	10.29	1.76	51888672	51888972
chr15	85956952	85957444	493	368	14	65.64	7.86	1.75	85957170	85957470
chr18	5801227	5801794	568	314	13	65.64	12.22	1.75	5801391	5801691
chr6	31167774	31168326	553	213	18	65.64	9.17	1.75	31167837	31168137
chr19	3931383	3932216	834	641	21	65.63	6.87	1.75	3931874	3932174
chr4	41146614	41147168	555	215	13	65.62	11.94	1.75	41146679	41146979
chr7	144085821	144086375	555	306	13	65.62	17.05	1.75	144085977	144086277
chr11	4136509	4137289	781	386	26	65.61	7.33	1.75	4136745	4137045
chr4	59876640	59877183	544	248	15	65.61	10.11	1.75	59876738	59877038
chr6	42249243	42249701	459	232	13	65.61	11.28	1.75	42249325	42249625
chr14	28093714	28094039	326	130	11	65.6	11.28	1.75	28093694	28093994
chr15	84830332	84831017	686	567	16	65.6	9.56	1.75	84830749	84831049
chr17	44913809	44914583	775	192	17	65.6	9.56	1.75	44913851	44914151
chr19	46412903	46413459	557	364	16	65.6	8.02	1.75	46413117	46413417
chr8	90971217	90971725	509	235	16	65.6	8.28	1.75	90971302	90971602
chr9	107133728	107134341	614	331	14	65.6	11.41	1.75	107133909	107134209
chr12	60320668	60321138	471	254	12	65.59	12.22	1.75	60320772	60321072
chr7	104886090	104886989	900	433	24	65.59	7.33	1.75	104886373	104886673
chr8	90813794	90814634	841	171	20	65.59	7.59	1.75	90813815	90814115
chr11	117274544	117275281	738	178	19	65.58	7.33	1.75	117274572	117274872
chr4	141127077	141127500	424	119	11	65.58	12.83	1.75	141127046	141127346
chr19	7165615	7166356	742	425	21	65.57	8.15	1.75	7165890	7166190
chr17	32496864	32497478	615	290	16	65.56	10.11	1.75	32497004	32497304
chr17	36394397	36395033	637	302	16	65.56	10.48	1.75	36394549	36394849
chr17	88937251	88937803	553	249	14	65.56	8.8	1.75	88937350	88937650
chr8	84926571	84927123	553	308	14	65.56	8.8	1.75	84926729	84927029
chr12	88728942	88729419	478	347	13	65.55	13.2	1.75	88729139	88729439
chr16	93028668	93029335	668	371	20	65.55	8.25	1.75	93028889	93029189
chr4	120419140	120419581	442	311	12	65.55	14.35	1.75	120419301	120419601
chr6	59376032	59376595	564	363	15	65.55	9.17	1.75	59376245	59376545
chr10	43987956	43988668	713	497	18	65.54	9.17	1.75	43988303	43988603
chr15	75717902	75718824	923	265	19	65.54	10.69	1.75	75718017	75718317
chr3	95456105	95456890	786	310	20	65.54	9.71	1.75	95456265	95456565
chr6	124462492	124462985	494	181	11	65.53	10.67	1.75	124462523	124462823
chr8	90830235	90830756	522	323	14	65.53	11.07	1.75	90830408	90830708
chr9	87625595	87626088	494	129	11	65.53	12.8	1.75	87625574	87625874
chr11	46212402	46212995	594	236	20	65.52	9.78	1.75	46212488	46212788
chr11	68873355	68873899	545	301	15	65.51	8.85	1.75	68873506	68873806
chr15	100967495	100968004	510	403	16	65.51	7.33	1.75	100967748	100968048
chr19	47653630	47654343	714	502	17	65.51	10.27	1.75	47653982	47654282
chr2	33524607	33525283	677	329	17	65.51	8.7	1.75	33524786	33525086
chr7	149849811	149850129	319	133	10	65.51	17.07	1.75	149849794	149850094
chr9	53916583	53916985	403	261	10	65.51	12.8	1.75	53916694	53916994
chr9	75222103	75222379	277	109	10	65.51	13.2	1.75	75222062	75222362
chrX	154036071	154036473	403	298	10	65.51	12.8	1.75	154036219	154036519
chr7	29618738	29619197	460	128	13	65.5	14.1	1.75	29618716	29619016
chr15	36936442	36936818	377	261	12	65.49	13.58	1.75	36936553	36936853
chr7	4635689	4636432	744	612	17	65.49	10.69	1.75	4636151	4636451
chr9	30728876	30729397	522	202	12	65.49	13.16	1.75	30728928	30729228
chr5	36727168	36728063	896	599	22	65.48	7.9	1.75	36727617	36727917
chr8	10898772	10899443	672	430	18	65.48	6.67	1.75	10899052	10899352
chr1	137120734	137121310	577	272	14	65.47	12.22	1.75	137120856	137121156
chr5	125659028	125659597	570	306	13	65.46	12.22	1.75	125659184	125659484
chr13	108679367	108679731	365	233	10	65.45	9.65	1.75	108679450	108679750
chr16	7466111	7466399	289	87	9	65.45	15.44	1.75	7466048	7466348
chr5	142515726	142516394	669	310	21	65.45	9.17	1.75	142515886	142516186
chr15	97614602	97615034	433	125	15	65.44	10.31	1.75	97614577	97614877
chr10	61624994	61625601	608	421	18	65.43	7.8	1.74	61625265	61625565
chr10	70755027	70755560	534	177	17	65.43	10.77	1.74	70755054	70755354
chr10	82226996	82227560	565	108	18	65.43	7.25	1.74	82226954	82227254
chr11	3812543	3813232	690	287	17	65.43	8.85	1.74	3812680	3812980
chr11	50729206	50729828	623	305	17	65.43	9.14	1.74	50729361	50729661
chr11	51636709	51637237	529	325	17	65.43	8.73	1.74	51636884	51637184
chr11	76384410	76384906	497	307	17	65.43	7.29	1.74	76384567	76384867
chr11	78873186	78873664	479	350	17	65.43	8.78	1.75	78873386	78873686
chr11	109422065	109422587	523	272	17	65.43	8.63	1.74	109422187	109422487
chr12	86764827	86765395	569	282	17	65.43	9.39	1.74	86764959	86765259
chr13	41111472	41112023	552	133	17	65.43	8.1	1.74	41111455	41111755
chr13	90228961	90229692	732	479	18	65.43	8.05	1.74	90229290	90229590
chr13	109002410	109003061	652	301	17	65.43	10.76	1.74	109002561	109002861
chr13	117813918	117814593	676	558	19	65.43	7.44	1.74	117814326	117814626
chr15	85500258	85500808	551	244	17	65.43	8.08	1.74	85500352	85500652
chr15	100382318	100382905	588	298	17	65.43	7.55	1.74	100382466	100382766
chr16	21625777	21626276	500	283	17	65.43	8.25	1.74	21625910	21626210
chr16	55949069	55949631	563	220	17	65.43	11.35	1.74	55949139	55949439
chr17	33953868	33954479	612	440	17	65.43	7.85	1.74	33954158	33954458
chr17	80652116	80652685	570	320	17	65.43	7.31	1.74	80652286	80652586
chr18	70300524	70301067	544	309	17	65.43	9.97	1.74	70300683	70300983
chr19	7245477	7246159	683	401	18	65.43	8.76	1.74	7245728	7246028
chr19	12085952	12086458	507	334	17	65.43	10.22	1.74	12086136	12086436
chr2	26348390	26348818	429	165	17	65.43	7.86	1.74	26348405	26348705
chr2	45135707	45136142	436	305	17	65.43	10.39	1.74	45135862	45136162
chr2	58418412	58419193	782	283	18	65.43	8.6	1.74	58418545	58418845
chr2	125691747	125692225	479	133	17	65.43	7.02	1.75	125691730	125692030
chr2	165067122	165067751	630	472	17	65.43	8.08	1.74	165067444	165067744
chr2	166618998	166619515	518	325	17	65.43	8.55	1.74	166619173	166619473
chr4	8764669	8765272	604	298	17	65.43	8.86	1.74	8764817	8765117
chr4	96220180	96220614	435	179	17	65.43	8.77	1.74	96220209	96220509
chr4	133262700	133263289	590	343	17	65.43	14.06	1.74	133262893	133263193
chr6	72001750	72002216	467	230	17	65.43	10.27	1.74	72001830	72002130
chr6	124732330	124733041	712	375	17	65.43	9.14	1.74	124732555	124732855
chr6	126889305	126889967	663	346	17	65.43	13.37	1.74	126889501	126889801
chr7	25247419	25248051	633	311	17	65.43	10.44	1.74	25247580	25247880
chr7	106617314	106617811	498	330	17	65.43	8.22	1.74	106617494	106617794
chr7	129533560	129534183	624	316	17	65.43	10.3	1.74	129533726	129534026
chr7	132744908	132745603	696	395	17	65.43	10.21	1.74	132745153	132745453
chr7	148280614	148281171	558	326	17	65.43	7.16	1.74	148280790	148281090
chr8	129362706	129363215	510	273	17	65.43	10.28	1.74	129362829	129363129
chr9	14444290	14444742	453	259	17	65.43	9.97	1.74	14444399	14444699
chr9	62379712	62380299	588	202	17	65.43	8.62	1.74	62379764	62380064
chr9	110957861	110958335	475	216	17	65.43	8.71	1.74	110957927	110958227
chr9	116293344	116293955	612	122	17	65.43	8.98	1.74	116293316	116293616
chr11	29447632	29448027	396	271	14	65.42	10.48	1.74	29447753	29448053
chr7	128008515	128008961	447	245	16	65.42	7.33	1.74	128008610	128008910
chr11	4117919	4118473	555	128	18	65.41	7.33	1.74	4117897	4118197
chr4	153303416	153303863	448	144	11	65.41	9.65	1.74	153303410	153303710
chr9	62190505	62191548	1044	120	28	65.41	5.5	1.74	62190475	62190775
chr1	38186220	38186886	667	448	18	65.4	9.78	1.74	38186518	38186818
chr1	42362261	42362664	404	133	10	65.4	19.2	1.74	42362244	42362544
chr10	21932038	21932441	404	283	10	65.4	12.8	1.74	21932171	21932471
chr5	53881967	53882400	434	205	12	65.39	12.48	1.74	53882022	53882322
chr19	36298987	36299430	444	215	13	65.38	12.22	1.74	36299052	36299352
chr3	82933309	82933705	397	153	10	65.38	12.57	1.74	82933312	82933612
chr9	61179776	61180504	729	365	21	65.38	7.33	1.74	61179991	61180291
chr1	120207559	120208113	555	269	14	65.37	14.67	1.74	120207678	120207978
chr15	98823441	98824012	572	210	17	65.37	12.57	1.74	98823501	98823801
chr3	96488720	96489145	426	258	11	65.37	9.17	1.74	96488828	96489128
chr7	151960151	151960525	375	118	14	65.37	8.92	1.74	151960119	151960419
chr9	107489868	107490483	616	305	17	65.37	7.9	1.74	107490023	107490323
chr10	80052201	80053115	915	299	25	65.36	6.42	1.74	80052350	80052650
chr13	45538338	45538893	556	337	15	65.36	11.58	1.74	45538525	45538825
chr17	88742868	88743304	437	261	11	65.36	9.4	1.74	88742979	88743279
chr7	71034137	71034703	567	273	12	65.36	12.22	1.74	71034260	71034560
chr1	173431729	173432317	589	321	17	65.35	10.78	1.74	173431900	173432200
chr9	119891873	119893230	1358	337	35	65.34	6.52	1.74	119892060	119892360
chr12	77471331	77471774	444	288	12	65.33	11.16	1.74	77471469	77471769
chr14	41826796	41827275	480	315	13	65.33	14.67	1.74	41826961	41827261
chr17	24686448	24687492	1045	241	27	65.33	6.42	1.74	24686539	24686839
chr5	67998968	67999273	306	111	9	65.33	16.3	1.74	67998929	67999229
chr10	7309470	7309903	434	100	14	65.31	10.31	1.74	7309420	7309720
chr13	55521404	55521866	463	168	14	65.31	8.56	1.74	55521422	55521722
chr10	119654695	119655099	405	261	10	65.3	12.8	1.74	119654806	119655106
chr11	3192013	3192559	547	237	16	65.3	12.64	1.74	3192100	3192400
chr2	155450168	155450842	675	129	16	65.3	9.36	1.74	155450147	155450447
chr8	128421741	128422264	524	253	12	65.3	11.28	1.74	128421844	128422144
chr6	38165601	38165997	397	265	14	65.29	9.43	1.74	38165716	38166016
chr2	165318622	165319198	577	260	15	65.28	10.67	1.74	165318732	165319032
chr6	100365898	100366537	640	351	16	65.28	11.78	1.74	100366099	100366399
chr7	90958274	90958802	529	132	16	65.28	9.78	1.74	90958256	90958556
chr1	13364445	13364870	426	256	12	65.27	9.17	1.74	13364551	13364851
chr14	29335603	29335923	321	175	9	65.27	12.8	1.75	29335628	29335928
chr18	43618480	43618800	321	194	9	65.27	14.93	1.75	43618524	43618824
chr14	65992737	65993163	427	109	11	65.26	11	1.75	65992696	65992996
chr16	92426003	92426575	573	292	17	65.26	10.48	1.75	92426145	92426445
chr19	5059121	5059853	733	513	24	65.26	6.6	1.75	5059484	5059784
chr19	59149802	59150188	387	189	10	65.26	14.26	1.75	59149841	59150141
chr7	133920199	133920679	481	177	15	65.26	11.11	1.75	133920226	133920526
chr16	28446615	28447111	497	225	11	65.25	14.93	1.75	28446690	28446990
chr2	30469235	30469620	386	125	12	65.25	11.07	1.75	30469210	30469510
chr16	92498818	92499560	743	123	18	65.24	6.79	1.75	92498791	92499091
chr18	37120048	37120323	276	134	9	65.24	14.67	1.75	37120032	37120332
chr5	116006063	116006675	613	279	19	65.24	8.25	1.75	116006192	116006492
chr9	57822025	57822421	397	271	15	65.24	9.17	1.75	57822146	57822446
chr15	78753686	78754684	999	495	37	65.23	6.81	1.75	78754031	78754331
chr17	35975004	35975611	608	134	16	65.23	8.7	1.75	35974988	35975288
chr19	37589220	37589700	481	349	13	65.23	10.27	1.75	37589419	37589719
chr11	117209596	117210644	1049	368	29	65.22	7.33	1.75	117209814	117210114
chr14	79313828	79314425	598	359	16	65.22	13.44	1.75	79314037	79314337
chr15	99279326	99280306	981	270	26	65.22	6.42	1.75	99279446	99279746
chr4	117168562	117169237	676	121	17	65.22	10.92	1.75	117168533	117168833
chr5	65203308	65204142	835	489	21	65.22	6.29	1.75	65203647	65203947
chr5	66775071	66775532	462	111	11	65.22	11.89	1.75	66775032	66775332
chrX	83022100	83022466	367	132	11	65.22	15.44	1.75	83022082	83022382
chr12	114341030	114341430	401	114	13	65.21	9.78	1.75	114340994	114341294
chr7	120909932	120910600	669	345	17	65.21	7.33	1.75	120910127	120910427
chr10	118304835	118305530	696	424	19	65.2	9.17	1.75	118305109	118305409
chr11	102078614	102079326	713	386	21	65.2	7.15	1.75	102078850	102079150
chr14	70709663	70710116	454	179	13	65.2	12.45	1.75	70709692	70709992
chr15	55737805	55738505	701	119	20	65.2	6.29	1.75	55737774	55738074
chr2	128791063	128791468	406	206	10	65.19	14.93	1.75	128791119	128791419
chr8	28231392	28231797	406	300	10	65.19	12.8	1.75	28231542	28231842
chr9	51771115	51771463	349	198	10	65.18	12.83	1.75	51771163	51771463
chr15	75718928	75719299	372	254	12	65.17	11.16	1.75	75719032	75719332
chr8	96848150	96848749	600	268	15	65.17	13.84	1.75	96848268	96848568
chr10	41994709	41995356	648	258	18	65.16	8.28	1.75	41994817	41995117
chr3	109144520	109144863	344	190	13	65.16	9.43	1.75	109144560	109144860
chr17	31882385	31882952	568	299	15	65.15	10.48	1.75	31882534	31882834
chr11	82492166	82492553	388	122	15	65.14	11.63	1.75	82492138	82492438
chr4	140505643	140506410	768	131	21	65.14	7.33	1.75	140505624	140505924
chr7	30032182	30033112	931	656	27	65.14	6.52	1.75	30032688	30032988
chr2	167206121	167206734	614	274	19	65.13	11.92	1.75	167206245	167206545
chr9	96264647	96265255	609	359	16	65.13	9.94	1.75	96264856	96265156
chr11	98189285	98189810	526	262	12	65.12	11.28	1.75	98189397	98189697
chr15	82752316	82753119	804	628	18	65.12	8.8	1.75	82752794	82753094
chr18	65714463	65714988	526	262	14	65.12	13.84	1.75	65714575	65714875
chr7	52444207	52444663	457	95	15	65.12	9.62	1.75	52444152	52444452
chr1	138032946	138033736	791	350	29	65.11	8.7	1.75	138033146	138033446
chr14	70230607	70231491	885	407	29	65.11	5.19	1.75	70230864	70231164
chr15	98621119	98622226	1108	373	30	65.11	6.5	1.75	98621342	98621642
chr1	182458390	182458812	423	199	13	65.1	11.58	1.75	182458439	182458739
chr10	60762486	60763304	819	259	20	65.1	8.56	1.75	60762595	60762895
chr16	96805693	96806190	498	211	14	65.1	10.48	1.75	96805754	96806054
chr17	15517089	15517879	791	621	21	65.1	8.63	1.75	15517560	15517860
chr18	5821393	5821772	380	119	12	65.1	13.58	1.75	5821362	5821662
chr3	28680000	28680512	513	329	13	65.1	12.48	1.75	28680179	28680479
chr8	120325433	120326600	1168	549	34	65.1	5.87	1.75	120325832	120326132
chr10	69625306	69625712	407	293	10	65.09	14.93	1.76	69625449	69625749
chr2	30931438	30931755	318	115	10	65.08	11.67	1.76	30931403	30931703
chr4	46617654	46618108	455	134	15	65.08	9.43	1.76	46617638	46617938
chr15	36909621	36910182	562	210	16	65.07	6.87	1.76	36909681	36909981
chr11	101309554	101310297	744	128	19	65.06	9.78	1.76	101309532	101309832
chr5	117986078	117986477	400	284	10	65.06	12.57	1.76	117986212	117986512
chr14	61787881	61788381	501	319	12	65.05	12.52	1.76	61788050	61788350
chr18	14810909	14811337	429	315	11	65.05	11	1.76	14811074	14811374
chr11	67295550	67296143	594	264	14	65.04	9.36	1.76	67295664	67295964
chr11	84564925	84565499	575	177	17	65.04	7.33	1.76	84564952	84565252
chr4	44724710	44725491	782	356	24	65.04	6.24	1.76	44724916	44725216
chr4	46954620	46954917	298	134	10	65.04	14.04	1.76	46954604	46954904
chr16	89773425	89773747	323	124	9	65.03	17.07	1.76	89773399	89773699
chr17	25565982	25566484	503	237	13	65.03	10.69	1.76	25566069	25566369
chr6	52946297	52946619	323	193	9	65.03	17.07	1.76	52946340	52946640
chr7	125700850	125701487	638	361	18	65.03	10.48	1.76	125701061	125701361
chr7	150322456	150322866	411	229	12	65.03	8.8	1.76	150322535	150322835
chr8	37157578	37158391	814	197	22	65.03	6.11	1.76	37157625	37157925
chr8	68578736	68579058	323	119	9	65.03	14.93	1.76	68578705	68579005
chr9	111359279	111359578	300	131	9	65.03	15.85	1.76	111359260	111359560
chr11	101195229	101196048	820	300	20	65.02	8.56	1.76	101195379	101195679
chr8	87426590	87427406	817	551	24	65.01	6.52	1.76	87426991	87427291
chr13	20276934	20277376	443	172	16	65	13.24	1.76	20276956	20277256
chr17	56278815	56279560	746	278	18	64.99	8.15	1.76	56278943	56279243
chr5	103887684	103888064	381	240	12	64.98	10.86	1.76	103887774	103888074
chr15	78748313	78748962	650	249	17	64.97	9.46	1.76	78748412	78748712
chr17	84301097	84301848	752	297	21	64.97	9.4	1.76	84301244	84301544
chr19	7025657	7026377	721	322	18	64.97	7.1	1.76	7025829	7026129
chr7	74624512	74625232	721	502	19	64.97	8.28	1.76	74624864	74625164
chr4	139327131	139327620	490	233	12	64.96	12.22	1.76	139327214	139327514
chr5	144886766	144887386	621	227	18	64.96	9.17	1.76	144886843	144887143
chr8	126687421	126687910	490	242	12	64.96	13.97	1.76	126687513	126687813
chr12	114176125	114176572	448	192	17	64.94	8.15	1.76	114176167	114176467
chr12	116642300	116642650	351	256	10	64.94	11	1.76	116642406	116642706
chr16	38088486	38089044	559	194	18	64.94	9.17	1.76	38088530	38088830
chr16	97321494	97322069	576	155	17	64.94	7.33	1.76	97321499	97321799
chr2	162733889	162734487	599	325	12	64.94	14.93	1.76	162734064	162734364
chr4	55545616	55546133	518	147	14	64.94	12.22	1.76	55545613	55545913
chr5	148000160	148000549	390	257	10	64.94	10.18	1.76	148000267	148000567
chr8	73202878	73203436	559	371	18	64.94	10.08	1.76	73203099	73203399
chr17	8049756	8050073	318	202	9	64.93	16.76	1.76	8049808	8050108
chr1	38892345	38892927	583	297	14	64.91	15.28	1.76	38892492	38892792
chr14	77097591	77098206	616	293	19	64.91	8.25	1.76	77097734	77098034
chr15	84849492	84849790	299	132	10	64.9	14.04	1.76	84849474	84849774
chr16	10192729	10193396	668	283	17	64.9	6.79	1.76	10192862	10193162
chr7	119840628	119841085	458	150	12	64.89	13.04	1.76	119840628	119840928
chr9	45279711	45280313	603	260	15	64.89	8.3	1.76	45279821	45280121
chrX	67617999	67618499	501	273	11	64.89	10.67	1.76	67618122	67618422
chr4	54961096	54961504	409	215	10	64.88	17.07	1.76	54961161	54961461
chr7	88045914	88046495	582	250	16	64.88	16.56	1.76	88046014	88046314
chr9	107537445	107538191	747	162	20	64.88	6.67	1.76	107537457	107537757
chr11	94538014	94538903	890	621	22	64.87	8.89	1.76	94538485	94538785
chr13	63355349	63355694	346	187	13	64.87	9.43	1.76	63355386	63355686
chr4	117587263	117587948	686	366	23	64.86	6.6	1.76	117587479	117587779
chr4	128915155	128915715	561	334	15	64.86	14.15	1.76	128915339	128915639
chr11	118896878	118897492	615	261	16	64.85	8.46	1.76	118896989	118897289
chr12	32673941	32674361	421	248	12	64.85	10.48	1.76	32674039	32674339
chr4	138136666	138137067	402	126	10	64.85	14.67	1.76	138136642	138136942
chr6	42696695	42696966	272	128	9	64.85	14.31	1.76	42696673	42696973
chr16	32079089	32079555	467	232	14	64.84	12.22	1.76	32079171	32079471
chr3	88990802	88991474	673	335	17	64.84	8.56	1.76	88990987	88991287
chr1	167693531	167694430	900	320	21	64.83	8.56	1.76	167693701	167694001
chr3	87185819	87186390	572	311	14	64.83	13.47	1.76	87185980	87186280
chr8	11497239	11497798	560	366	18	64.83	8.25	1.76	11497455	11497755
chr9	60743289	60743958	670	279	25	64.83	8	1.76	60743418	60743718
chr16	10496025	10496334	310	133	9	64.82	14.26	1.76	10496008	10496308
chr6	5675840	5676355	516	275	12	64.82	12.83	1.76	5675965	5676265
chr7	132512613	132512964	352	225	10	64.82	11	1.76	132512688	132512988
chr7	133183712	133184055	344	150	12	64.82	9.78	1.76	133183712	133184012
chr7	144501109	144501659	551	307	13	64.82	10	1.76	144501266	144501566
chr8	72905545	72905974	430	337	12	64.82	10.69	1.76	72905732	72906032
chr9	30760760	30761239	480	353	12	64.82	11.94	1.76	30760963	30761263
chr9	48058265	48058668	404	128	13	64.82	9.78	1.76	48058243	48058543
chr9	60857335	60857738	404	165	13	64.82	11	1.76	60857350	60857650
chr9	65056410	65056925	516	229	12	64.82	12.83	1.76	65056489	65056789
chr10	74796437	74797093	657	477	17	64.8	8	1.76	74796764	74797064
chr11	60322792	60323653	862	268	17	64.8	8.46	1.76	60322910	60323210
chr7	105509690	105510174	485	302	15	64.8	12.22	1.76	105509842	105510142
chr7	134387652	134388398	747	492	19	64.8	8.56	1.77	134387994	134388294
chr9	31019647	31020131	485	167	14	64.8	10.27	1.77	31019664	31019964
chr11	115228091	115228651	561	191	14	64.79	11.73	1.76	115228132	115228432
chr8	112132086	112132637	552	243	15	64.79	10.11	1.76	112132179	112132479
chr17	34730233	34730733	501	132	14	64.78	9.17	1.76	34730215	34730515
chr11	57981662	57982298	637	371	22	64.77	9.53	1.76	57981883	57982183
chr17	31210909	31211433	525	196	15	64.77	10.82	1.76	31210955	31211255
chr2	178462553	178462834	282	184	10	64.76	11.73	1.76	178462587	178462887
chr17	47825669	47826202	534	314	16	64.74	9.78	1.76	47825833	47826133
