peak_chr	peak_start	peak_end	gene_name	gene_class	distance
chr8	125916729	125917424	TCF25:NM_025804:NM_001037878:NM_001037877	core_gene_genebody_peak	0
chr8	126788305	126788932	USP10:NM_139272	core_gene_genebody_peak	0
chr8	127350428	127351111	TRIM67:NM_198632	core_gene_genebody_peak	0
chr8	127439935	127440985	EGLN1:NM_053207	core_gene_genebody_peak	0
chr8	127449494	127450182	EGLN1:NM_053207	core_gene_genebody_peak	0
chr8	128469856	128470412	BC021891:NM_145608	core_gene_genebody_peak	0
chr8	128550168	128550910	KCNK1:NM_008430	core_gene_genebody_peak	0
chr8	128997192	128997495	NM_001159907:NM_001159907	core_gene_genebody_peak	0
chr8	129118778	129119579	IRF2BP2:NM_001164598	core_gene_genebody_peak	0
chr8	129494812	129495339	RBM34:NM_172762	core_gene_TSS_peak	0
chr8	13414071	13414613	GRK1:NM_011881	core_gene_genebody_peak	0
chr8	13594632	13595525	RASA3:NM_009025	core_gene_genebody_peak	0
chr8	13599881	13600738	RASA3:NM_009025	core_gene_genebody_peak	0
chr8	14090213	14090927	ERICH1:NM_001034862	core_gene_TSS_peak	0
chr8	14350158	14350840	DLGAP2:NM_172910:NM_001145965	core_gene_genebody_peak	0
chr8	14936871	14937920	ARHGEF10:NM_172751:NM_001037736	core_gene_genebody_peak	0
chr8	14961440	14962351	ARHGEF10:NM_172751:NM_001037736	core_gene_genebody_peak	0
chr8	14965607	14966017	ARHGEF10:NM_172751:NM_001037736	core_gene_genebody_peak	0
chr8	14978088	14978882	ARHGEF10:NM_172751:NM_001037736	core_gene_genebody_peak	0
chr8	14986420	14987101	ARHGEF10:NM_172751:NM_001037736	core_gene_genebody_peak	0
chr8	15080644	15081223	MYOM2:NM_008664	core_gene_genebody_peak	0
chr8	17409432	17409971	CSMD1:NM_053171	core_gene_genebody_peak	0
chr8	23790172	23790757	IKBKB:NM_001159774:NM_010546	core_gene_genebody_peak	0
chr8	23899402	23899957	AP3M2:NM_029505:NM_001122820	core_gene_genebody_peak	0
chr8	24789726	24790341	ZMAT4:NM_177086	core_gene_genebody_peak	0
chr8	26178156	26179020	PLEKHA2:NM_031257	core_gene_genebody_peak	0
chr8	26213322	26213933	PLEKHA2:NM_031257	core_gene_genebody_peak	0
chr8	26707785	26708375	LETM2:NM_173012	core_gene_TSS_peak	0
chr8	26864959	26865179	DDHD2:NM_028102	core_gene_genebody_peak	0
chr8	26914091	26914762	LSM1:NM_026032	core_gene_genebody_peak	0
chr8	28371012	28371629	EIF4EBP1:NM_007918	core_gene_genebody_peak	0
chr8	28381537	28382162	EIF4EBP1:NM_007918	core_gene_genebody_peak	0
chr8	3218956	3219617	INSR:NM_010568	core_gene_genebody_peak	0
chr8	32260624	32261160	BC019943:NM_144927:NM_001112729	core_gene_TSS_peak	0
chr8	34860143	34860515	GTF2E2:NM_001167921:NM_026584:NM_001167922	core_gene_genebody_peak	0
chr8	34953519	34954033	RBPMS:NM_001042674:NM_019733:NM_001042675	core_gene_genebody_peak	0
chr8	35008184	35008913	RBPMS:NM_001042674:NM_019733:NM_001042675	core_gene_genebody_peak	0
chr8	35218769	35219072	TMEM66:NM_026432	core_gene_genebody_peak	0
chr8	37196914	37197327	D8ERTD82E:NM_172911	core_gene_genebody_peak	0
chr8	42048449	42049096	PDGFRL:NM_026840	core_gene_genebody_peak	0
chr8	46712559	46713892	SORBS2:NM_172752	core_gene_genebody_peak	0
chr8	46985129	46985645	PDLIM3:NM_016798	core_gene_genebody_peak	0
chr8	47584660	47585543	ACSL1:NM_007981	core_gene_genebody_peak	0
chr8	47593691	47594770	ACSL1:NM_007981	core_gene_genebody_peak	0
chr8	47597625	47598329	ACSL1:NM_007981	core_gene_genebody_peak	0
chr8	47637023	47637778	MLF1IP:NM_027973	core_gene_TSS_peak	0
chr8	63765593	63766344	SH3RF1:NM_021506	core_gene_genebody_peak	0
chr8	68934069	68934531	MARCH1:NM_001166372:NM_175188:NM_001166375	core_gene_genebody_peak	0
chr8	70236955	70237528	PSD3:NM_027626:NM_030263:NM_177698	core_gene_genebody_peak	0
chr8	72808184	72808945	HOMER3:NM_011984:NM_001146153	core_gene_genebody_peak	0
chr8	73017977	73018795	CRLF1:NM_018827	core_gene_genebody_peak	0
chr8	73064109	73064694	ELL:NM_007924	core_gene_genebody_peak	0
chr8	73142851	73143502	LRRC25:NM_153074	core_gene_genebody_peak	0
chr8	73201283	73202015	LSM4:NM_015816	core_gene_genebody_peak	0
chr8	73247090	73247835	PDE4C:NM_201607	core_gene_genebody_peak	0
chr8	73254650	73255345	PDE4C:NM_201607	core_gene_genebody_peak	0
chr8	73276046	73277657	RAB3A:NM_001166399:NM_009001	core_gene_genebody_peak	0
chr8	73314725	73315950	MAST3:NM_199308	core_gene_genebody_peak	0
chr8	73902680	73903519	NR2F6:NM_010150	core_gene_genebody_peak	0
chr8	74059456	74059995	BST2:NM_198095	core_gene_genebody_peak	0
chr8	74115284	74116026	PGLS:NM_025396	core_gene_genebody_peak	0
chr8	74118436	74119067	FAM129C:NM_001166213	core_gene_genebody_peak	0
chr8	74118436	74119067	PGLS:NM_025396	core_gene_genebody_peak	0
chr8	74246644	74247736	FCHO1:NM_028715:NR_028267	core_gene_genebody_peak	0
chr8	74763337	74764673	AP1M1:NM_007456	core_gene_TSS_peak	0
chr8	74887358	74887782	EPS15L1:NM_007944:NM_001122832	core_gene_genebody_peak	0
chr8	74968736	74969618	1700030K09RIK:NM_028170	core_gene_genebody_peak	0
chr8	74968736	74969618	CALR3:NM_029782:NM_028500	core_gene_genebody_peak	0
chr8	75094274	75095423	9130011J15RIK:NM_172396	core_gene_TSS_peak	0
chr8	75094274	75095423	TMEM38A:NM_144534	core_gene_TSS_peak	0
chr8	79965948	79966414	ARHGAP10:NM_030113	core_gene_genebody_peak	0
chr8	81154117	81154590	SLC10A7:NM_029736	core_gene_genebody_peak	0
chr8	81155963	81156640	SLC10A7:NM_029736	core_gene_genebody_peak	0
chr8	81156761	81157373	SLC10A7:NM_029736	core_gene_genebody_peak	0
chr8	83256249	83256587	SMARCA5:NM_053124	core_gene_genebody_peak	0
chr8	83505623	83506003	USP38:NM_027554	core_gene_genebody_peak	0
chr8	85610322	85611261	RNF150:NM_177378	core_gene_genebody_peak	0
chr8	86263766	86264278	CD97:NM_001163029:NM_011925:NM_001163030:NM_001163031	core_gene_genebody_peak	0
chr8	86589966	86590813	RFX1:NM_009055	core_gene_TSS_peak	0
chr8	86732305	86733607	MMU-MIR-23A:NR_029740	core_gene_TSS_peak	0
chr8	86732305	86733607	MMU-MIR-24-2:NR_029741	core_gene_TSS_peak	0
chr8	86732305	86733607	MMU-MIR-27A:NR_029746	core_gene_TSS_peak	0
chr8	87213047	87213667	NACC1:NM_025788	core_gene_TSS_peak	0
chr8	87213047	87213667	TRMT1:NM_198020:NM_001164560:NM_001164559	core_gene_TSS_peak	0
chr8	87223461	87224346	LYL1:NM_008535	core_gene_genebody_peak	0
chr8	87223461	87224346	TRMT1:NM_198020:NM_001164560:NM_001164559	core_gene_genebody_peak	0
chr8	87261426	87261970	NFIX:NM_001081981:NM_001081982:NM_010906	core_gene_genebody_peak	0
chr8	87277611	87278261	NFIX:NM_001081981:NM_001081982:NM_010906	core_gene_genebody_peak	0
chr8	89995333	89996018	CBLN1:NM_019626	core_gene_genebody_peak	0
chr8	89995333	89996018	NR_033430:NR_033430	core_gene_genebody_peak	0
chr8	90232123	90232698	ZFP423:NM_033327	core_gene_genebody_peak	0
chr8	90240630	90241232	ZFP423:NM_033327	core_gene_genebody_peak	0
chr8	90301392	90301908	ZFP423:NM_033327	core_gene_genebody_peak	0
chr8	90806441	90806955	ADCY7:NM_007406:NM_001109756:NM_001037723:NM_001037724	core_gene_genebody_peak	0
chr8	90833127	90834385	ADCY7:NM_007406:NM_001109756:NM_001037723:NM_001037724	core_gene_genebody_peak	0
chr8	91187845	91188427	NOD2:NM_145857	core_gene_genebody_peak	0
chr8	94030114	94030503	FTO:NM_011936	core_gene_genebody_peak	0
chr8	94061738	94062499	FTO:NM_011936	core_gene_genebody_peak	0
chr8	94063363	94063980	FTO:NM_011936	core_gene_genebody_peak	0
chr8	94064836	94065249	FTO:NM_011936	core_gene_genebody_peak	0
chr8	95394179	95394549	LPCAT2:NM_173014	core_gene_genebody_peak	0
chr8	96824747	96825267	NUP93:NM_172410	core_gene_genebody_peak	0
chr8	97064697	97065536	CPNE2:NM_153507	core_gene_genebody_peak	0
chr8	97125474	97125912	FAM192A:NM_028221	core_gene_TSS_peak	0
chr8	97125474	97125912	RSPRY1:NM_026274	core_gene_TSS_peak	0
chr8	97210832	97211794	PLLP:NM_026385	core_gene_genebody_peak	0
chr8	97512536	97512977	GPR56:NM_018882	core_gene_genebody_peak	0
chr8	97581748	97582575	CCDC135:NM_001042715	core_gene_genebody_peak	0
chr8	97651343	97652239	KIFC3:NM_001145832:NM_010631:NM_001145831	core_gene_genebody_peak	0
chr8	98411345	98411944	GOT2:NM_010325	core_gene_genebody_peak	0
chr9	100714227	100714598	STAG1:NM_009282	core_gene_genebody_peak	0
chr9	102441873	102442490	KY:NM_024291	core_gene_genebody_peak	0
chr9	103048759	103049533	RAB6B:NM_173781	core_gene_genebody_peak	0
chr9	103056104	103056495	RAB6B:NM_173781	core_gene_genebody_peak	0
chr9	103351330	103352156	BFSP2:NM_001002896	core_gene_genebody_peak	0
chr9	103392235	103392713	TMEM108:NM_178638	core_gene_genebody_peak	0
chr9	104145914	104146543	DNAJC13:NM_001163026	core_gene_genebody_peak	0
chr9	105545132	105545685	PIK3R4:NM_001081309	core_gene_TSS_peak	0
chr9	105705437	105706135	COL6A6:NM_001102607:NM_172927	core_gene_genebody_peak	0
chr9	106273954	106274802	DUSP7:NM_153459	core_gene_genebody_peak	0
chr9	106794217	106795122	MANF:NM_029103	core_gene_TSS_peak	0
chr9	107235822	107237428	HEMK1:NM_133984	core_gene_genebody_peak	0
chr9	107453176	107453777	ZMYND10:NM_053253	core_gene_genebody_peak	0
chr9	107490225	107490623	IFRD2:NM_025903	core_gene_genebody_peak	0
chr9	107836387	107836932	CAMKV:NM_145621	core_gene_genebody_peak	0
chr9	107852819	107853800	TRAIP:NM_011634	core_gene_TSS_peak	0
chr9	108208187	108208668	RHOA:NM_016802	core_gene_TSS_peak	0
chr9	108208187	108208668	TCTA:NM_133986	core_gene_TSS_peak	0
chr9	108346999	108348027	BC048562:NM_001004192	core_gene_genebody_peak	0
chr9	108563989	108564909	SLC25A20:NM_020520	core_gene_TSS_peak	0
chr9	108956915	108957919	SHISA5:NM_025858:NM_026381	core_gene_genebody_peak	0
chr9	110207539	110208033	2610002I17RIK:NM_001081381	core_gene_TSS_peak	0
chr9	110536885	110537931	NBEAL2:NM_183276	core_gene_genebody_peak	0
chr9	110547618	110548254	NBEAL2:NM_183276	core_gene_genebody_peak	0
chr9	112110153	112110795	ARPP21:NM_033264:NM_028755:NM_001177618:NM_001177616:NM_001177617:NM_001177619:NM_001177623:NM_001177615:NM_001177620	core_gene_genebody_peak	0
chr9	113839503	113840152	UBP1:NM_013699:NM_001083319	core_gene_TSS_peak	0
chr9	114685495	114686176	CMTM7:NM_133978	core_gene_genebody_peak	0
chr9	114686672	114687579	CMTM7:NM_133978	core_gene_genebody_peak	0
chr9	114839715	114840500	GPD1L:NM_175380	core_gene_genebody_peak	0
chr9	114842288	114842803	GPD1L:NM_175380	core_gene_genebody_peak	0
chr9	115043842	115045144	OSBPL10:NM_148958	core_gene_genebody_peak	0
chr9	118513577	118514463	ITGA9:NM_133721:NM_001113514	core_gene_genebody_peak	0
chr9	118615165	118616271	ITGA9:NM_133721:NM_001113514	core_gene_genebody_peak	0
chr9	118631876	118632579	ITGA9:NM_133721:NM_001113514	core_gene_genebody_peak	0
chr9	119591187	119591510	SCN10A:NM_009134	core_gene_genebody_peak	0
chr9	119872207	119872817	TTC21A:NM_028735	core_gene_genebody_peak	0
chr9	119887197	119887988	CSRNP1:NM_153287	core_gene_genebody_peak	0
chr9	119933166	119934054	NM_011724:NM_011724	core_gene_genebody_peak	0
chr9	121280944	121281613	TRAK1:NM_175114	core_gene_genebody_peak	0
chr9	121578725	121579497	VIPR1:NM_011703	core_gene_genebody_peak	0
chr9	121627886	121628269	NKTR:NM_010918	core_gene_genebody_peak	0
chr9	121861790	121862472	C730027P07RIK:NM_177743	core_gene_TSS_peak	0
chr9	121890781	121891647	C85492:NM_153540	core_gene_genebody_peak	0
chr9	122989774	122990431	ZDHHC3:NM_026917	core_gene_genebody_peak	0
chr9	124018076	124018472	CCR2:NM_009915	core_gene_genebody_peak	0
chr9	124021980	124022538	CCR2:NM_009915	core_gene_genebody_peak	0
chr9	124023175	124023563	CCR2:NM_009915	core_gene_genebody_peak	0
chr9	13631357	13631802	CEP57:NM_026665	core_gene_TSS_peak	0
chr9	13631357	13631802	FAM76B:NM_176836	core_gene_TSS_peak	0
chr9	15337720	15339165	BC017612:NM_133214	core_gene_genebody_peak	0
chr9	18096352	18096985	CHORDC1:NM_025844	core_gene_TSS_peak	0
chr9	20446871	20447468	AC164565.1:NM_025401	core_gene_genebody_peak	0
chr9	20446871	20447468	FBXL12:NM_013911:NM_001002846	core_gene_genebody_peak	0
chr9	20692242	20692766	PPAN:NM_145610	core_gene_TSS_peak	0
chr9	20819733	20820489	ICAM1:NM_010493	core_gene_TSS_peak	0
chr9	21008344	21009437	PDE4A:NM_183408:NM_019798	core_gene_genebody_peak	0
chr9	21068773	21069778	ATG4D:NM_153583	core_gene_TSS_peak	0
chr9	21215749	21216533	QTRT1:NM_021888	core_gene_TSS_peak	0
chr9	21429477	21430416	SMARCA4:NM_011417:NM_001174078:NM_001174079	core_gene_genebody_peak	0
chr9	21792698	21793237	RGL3:NM_023622	core_gene_genebody_peak	0
chr9	21911831	21913174	CNN1:NM_009922	core_gene_genebody_peak	0
chr9	22234249	22234905	9530077C05RIK:NM_026739	core_gene_genebody_peak	0
chr9	22261730	22262471	RP9:NM_018739	core_gene_genebody_peak	0
chr9	26833942	26834692	VPS26B:NM_178027	core_gene_genebody_peak	0
chr9	32321018	32322387	FLI1:NM_008026	core_gene_genebody_peak	0
chr9	32513307	32514120	ETS1:NM_011808:NM_001038642	core_gene_genebody_peak	0
chr9	32517921	32518278	ETS1:NM_011808:NM_001038642	core_gene_genebody_peak	0
chr9	32553153	32554251	ETS1:NM_011808:NM_001038642	core_gene_genebody_peak	0
chr9	3376267	3376904	ALKBH8:NM_026303	core_gene_genebody_peak	0
chr9	34983254	34983993	DCPS:NM_027030	core_gene_TSS_peak	0
chr9	35377633	35378003	HYLS1:NM_029762	core_gene_TSS_peak	0
chr9	36575076	36575632	STT3A:NM_008408	core_gene_TSS_peak	0
chr9	36793559	36794113	PKNOX2:NM_001029838:NM_148950	core_gene_genebody_peak	0
chr9	37038074	37038547	SLC37A2:NM_020258:NM_001145960	core_gene_genebody_peak	0
chr9	40913123	40913815	UBASH3B:NM_176860	core_gene_genebody_peak	0
chr9	40955180	40955859	UBASH3B:NM_176860	core_gene_genebody_peak	0
chr9	41830337	41831107	SORL1:NM_011436	core_gene_genebody_peak	0
chr9	41836748	41837323	SORL1:NM_011436	core_gene_genebody_peak	0
chr9	41841330	41841686	SORL1:NM_011436	core_gene_genebody_peak	0
chr9	42530434	42530993	GRIK4:NM_175481	core_gene_genebody_peak	0
chr9	42646175	42646999	GRIK4:NM_175481	core_gene_genebody_peak	0
chr9	4309285	4310369	AASDHPPT:NM_026276	core_gene_TSS_peak	0
chr9	4309285	4310369	KBTBD3:NM_001164574:NM_026962	core_gene_TSS_peak	0
chr9	43855071	43855657	THY1:NM_009382	core_gene_genebody_peak	0
chr9	43983565	43984344	CBL:NM_007619	core_gene_genebody_peak	0
chr9	44186834	44187533	HYOU1:NM_021395	core_gene_genebody_peak	0
chr9	44205317	44205978	SLC37A4:NM_008063	core_gene_genebody_peak	0
chr9	44243461	44244264	FOXR1:NM_001033469	core_gene_genebody_peak	0
chr9	44319998	44320410	CXCR5:NM_007551	core_gene_genebody_peak	0
chr9	44794366	44794887	CD3D:NM_013487	core_gene_genebody_peak	0
chr9	44935019	44935398	SCN2B:NM_001014761	core_gene_genebody_peak	0
chr9	44996983	44997935	TMPRSS4:NM_145403	core_gene_genebody_peak	0
chr9	45078296	45079068	IL10RA:NM_008348	core_gene_genebody_peak	0
chr9	45394616	45395081	DSCAML1:NM_001081270	core_gene_genebody_peak	0
chr9	45422788	45423993	DSCAML1:NM_001081270	core_gene_genebody_peak	0
chr9	45597465	45598862	CEP164:NM_001081373	core_gene_genebody_peak	0
chr9	45626505	45627127	CEP164:NM_001081373	core_gene_genebody_peak	0
chr9	45854786	45855378	SIK3:NM_027498	core_gene_genebody_peak	0
chr9	45876735	45877422	SIK3:NM_027498	core_gene_genebody_peak	0
chr9	50662324	50663015	PPP2R1B:NM_028614:NM_001034085	core_gene_genebody_peak	0
chr9	51020882	51021876	POU2AF1:NM_011136	core_gene_TSS_peak	0
chr9	55056795	55057481	FBXO22:NM_028049	core_gene_genebody_peak	0
chr9	55089624	55090311	NRG4:NM_032002	core_gene_genebody_peak	0
chr9	55174922	55175466	AI118078:NM_172923	core_gene_genebody_peak	0
chr9	55235728	55236380	AI118078:NM_172923	core_gene_genebody_peak	0
chr9	55249398	55250041	AI118078:NM_172923	core_gene_genebody_peak	0
chr9	55947954	55948553	PSTPIP1:NM_011193	core_gene_genebody_peak	0
chr9	56923429	56924068	SIN3A:NM_001110351:NM_011378:NM_001110350	core_gene_genebody_peak	0
chr9	56995684	56996616	NEIL1:NM_028347	core_gene_genebody_peak	0
chr9	57003905	57004272	COMMD4:NM_025417	core_gene_genebody_peak	0
chr9	57453994	57455009	CPLX3:NM_146223	core_gene_TSS_peak	0
chr9	57453994	57455009	LMAN1L:NM_199222	core_gene_TSS_peak	0
chr9	57485320	57487461	CSK:NM_007783	core_gene_genebody_peak	0
chr9	57488080	57488641	CSK:NM_007783	core_gene_genebody_peak	0
chr9	57668367	57668867	ARID3B:NM_019689	core_gene_genebody_peak	0
chr9	57678706	57679737	ARID3B:NM_019689	core_gene_genebody_peak	0
chr9	57804319	57805254	SEMA7A:NM_011352	core_gene_genebody_peak	0
chr9	57805432	57806121	SEMA7A:NM_011352	core_gene_genebody_peak	0
chr9	58045639	58046794	ISLR2:NM_001161537:NM_001161535:NM_001161540:NM_001161536:NM_177193:NM_001161539:NM_001161538:NM_001161541	core_gene_genebody_peak	0
chr9	58046867	58047814	ISLR2:NM_001161537:NM_001161535:NM_001161540:NM_001161536:NM_177193:NM_001161539:NM_001161538:NM_001161541	core_gene_genebody_peak	0
chr9	58100778	58101365	STOML1:NM_026942:NR_028146	core_gene_TSS_peak	0
chr9	58389571	58390425	CD276:NM_133983	core_gene_genebody_peak	0
chr9	58689419	58689902	HCN4:NM_001081192	core_gene_genebody_peak	0
chr9	58739923	58740452	NEO1:NM_001042752:NM_008684	core_gene_genebody_peak	0
chr9	61814933	61815660	PAQR5:NM_028748	core_gene_genebody_peak	0
chr9	62354219	62354816	CORO2B:NM_175484	core_gene_genebody_peak	0
chr9	62360673	62361318	CORO2B:NM_175484	core_gene_genebody_peak	0
chr9	62363569	62364307	CORO2B:NM_175484	core_gene_genebody_peak	0
chr9	62379354	62380273	CORO2B:NM_175484	core_gene_genebody_peak	0
chr9	63569223	63570281	SMAD3:NM_016769	core_gene_genebody_peak	0
chr9	63584933	63586142	SMAD3:NM_016769	core_gene_genebody_peak	0
chr9	63587634	63588230	SMAD3:NM_016769	core_gene_genebody_peak	0
chr9	63606864	63607658	SMAD3:NM_016769	core_gene_genebody_peak	0
chr9	64670104	64670469	DENND4A:NM_001162917	core_gene_genebody_peak	0
chr9	64858182	64858947	PTPLAD1:NM_021345	core_gene_genebody_peak	0
chr9	64921943	64922482	DPP8:NM_028906	core_gene_genebody_peak	0
chr9	64922669	64923213	DPP8:NM_028906	core_gene_genebody_peak	0
chr9	65426467	65427439	PLEKHO2:NM_153119	core_gene_genebody_peak	0
chr9	65732729	65733126	TRIP4:NM_001170907:NM_019797	core_gene_genebody_peak	0
chr9	65972521	65973171	FAM96A:NM_026635	core_gene_TSS_peak	0
chr9	65972521	65973171	SNX1:NM_019727	core_gene_TSS_peak	0
chr9	66359734	66360611	FBXL22:NM_175206	core_gene_genebody_peak	0
chr9	66822467	66822823	LACTB:NM_030717	core_gene_genebody_peak	0
chr9	70152619	70153299	MYO1E:NM_181072	core_gene_genebody_peak	0
chr9	70219264	70219900	MYO1E:NM_181072	core_gene_genebody_peak	0
chr9	70741668	70742592	LIPC:NM_008280	core_gene_genebody_peak	0
chr9	71490768	71491233	CGNL1:NM_026599	core_gene_genebody_peak	0
chr9	7176402	7177275	DYNC2H1:NM_029851	core_gene_TSS_peak	0
chr9	72936858	72937881	RAB27A:NM_023635	core_gene_genebody_peak	0
chr9	74832738	74833685	BC031353:NM_001113283:NM_153584	core_gene_genebody_peak	0
chr9	7507389	7507818	MMP10:NM_019471	core_gene_genebody_peak	0
chr9	75101662	75102598	MYO5C:NM_001081322	core_gene_genebody_peak	0
chr9	75175802	75176433	GNB5:NM_010313:NM_138719	core_gene_genebody_peak	0
chr9	75249864	75250568	MAPK6:NM_027418:NM_015806	core_gene_genebody_peak	0
chr9	75259464	75259919	MAPK6:NM_027418:NM_015806	core_gene_genebody_peak	0
chr9	75389249	75389827	TMOD3:NM_016963	core_gene_genebody_peak	0
chr9	77317625	77318023	LRRC1:NM_172528:NM_001146048	core_gene_genebody_peak	0
chr9	77391393	77392451	LRRC1:NM_172528:NM_001146048	core_gene_genebody_peak	0
chr9	77630746	77631422	GCLC:NM_010295	core_gene_genebody_peak	0
chr9	7780322	7780639	TMEM123:NM_133739	core_gene_genebody_peak	0
chr9	78488896	78489829	CD109:NM_153098	core_gene_genebody_peak	0
chr9	80114999	80115671	MYO6:NM_001039546	core_gene_genebody_peak	0
chr9	81819458	81819847	4930486G11RIK:NM_175213	core_gene_genebody_peak	0
chr9	81839317	81839800	4930486G11RIK:NM_175213	core_gene_genebody_peak	0
chr9	8579762	8580119	TRPC6:NM_013838	core_gene_genebody_peak	0
chr9	86962761	86963451	CYB5R4:NM_024195	core_gene_genebody_peak	0
chr9	90093300	90094099	ADAMTS7:NM_001003911	core_gene_genebody_peak	0
chr9	94856171	94856598	SLC9A9:NM_177909	core_gene_genebody_peak	0
chr9	95537531	95537995	PCOLCE2:NM_029620	core_gene_genebody_peak	0
chr9	95733239	95733611	PLS1:NM_001033210	core_gene_genebody_peak	0
chr9	96738991	96739785	ACPL2:NM_153420	core_gene_genebody_peak	0
chr9	96919389	96920070	SPSB4:NM_145134	core_gene_genebody_peak	0
chr9	98463636	98464568	COPB2:NM_015827	core_gene_TSS_peak	0
chr9	98463636	98464568	NR_029444:NR_029444	core_gene_TSS_peak	0
chr9	99141000	99141392	CEP70:NM_023873	core_gene_genebody_peak	0
chrX	11703088	11703498	BCOR:NM_029510:NM_175045:NM_175046:NM_175044:NM_001168321	core_gene_genebody_peak	0
chrX	131101096	131101465	BTK:NM_013482	core_gene_genebody_peak	0
chrX	13236677	13237157	CASK:NM_009806	core_gene_genebody_peak	0
chrX	13236677	13237157	GPR82:NM_175669	core_gene_genebody_peak	0
chrX	133520615	133521241	MCART6:NM_001114179:NM_001082412	core_gene_genebody_peak	0
chrX	140960574	140960960	TRPC5:NM_009428	core_gene_genebody_peak	0
chrX	147778289	147778663	FAM120C:NM_198105	core_gene_genebody_peak	0
chrX	147778289	147778663	NR_015600:NR_015600	core_gene_genebody_peak	0
chrX	148450486	148451267	RIBC1:NM_025660	core_gene_TSS_peak	0
chrX	148450486	148451267	SMC1A:NM_019710	core_gene_TSS_peak	0
chrX	155692092	155692489	RPS6KA3:NM_148945	core_gene_genebody_peak	0
chrX	156087955	156088798	SH3KBP1:NM_001135727:NM_021389:NM_001135728	core_gene_genebody_peak	0
chrX	156147022	156147794	SH3KBP1:NM_001135727:NM_021389:NM_001135728	core_gene_genebody_peak	0
chrX	157301545	157302046	CDKL5:NM_001024624	core_gene_genebody_peak	0
chrX	163023029	163024325	EGFL6:NM_019397	core_gene_TSS_peak	0
chrX	17148782	17149208	FUNDC1:NM_028058	core_gene_genebody_peak	0
chrX	34650028	34650594	UPF3B:NM_026573	core_gene_TSS_peak	0
chrX	35988397	35989031	C1GALT1C1:NM_021550	core_gene_genebody_peak	0
chrX	45699005	45699386	BCORL1:NM_178782	core_gene_genebody_peak	0
chrX	69062317	69062705	2610030H06RIK:NM_001081356	core_gene_genebody_peak	0
chrX	7366600	7367269	GRIPAP1:NM_207670	core_gene_TSS_peak	0
chrX	83022254	83022893	GYK:NM_008194:NM_212444	core_gene_genebody_peak	0
chrX	90877122	90877828	POLA1:NM_008892	core_gene_TSS_peak	0
chrX	98928570	98929640	CXCR3:NM_009910	core_gene_TSS_peak	0
chrX	99692285	99692738	HDAC8:NM_027382	core_gene_genebody_peak	0
chr10	12623190	12623928	UTRN:NM_011682	core_assigned_peak	39157
chr10	127941859	127942707	ESYT1:NM_011843	core_assigned_peak	4598
chr10	13907260	13907876	HIVEP2:NM_010437	core_assigned_peak	36076
chr10	19377118	19377788	IL22RA2:NM_178258	core_assigned_peak	22631
chr10	39059566	39060116	FYN:NM_001122893:NM_001122892:NM_008054	core_assigned_peak	26988
chr10	60862127	60862486	X99384:NM_013753	core_assigned_peak	13356
chr10	61701841	61702436	TSPAN15:NM_197996	core_assigned_peak	5375
chr10	69659501	69660342	CCDC6:NM_001111121	core_assigned_peak	3553
chr10	70791103	70791480	UBE2D1:NM_145420	core_assigned_peak	40593
chr10	77136381	77136881	UBE2G2:NM_019803	core_assigned_peak	27646
chr10	77861721	77862640	AGPAT3:NM_053014	core_assigned_peak	44776
chr10	79927411	79927983	TCF3:NM_001164151:NM_011548:NM_001164148:NM_001164152:NM_001164150:NM_001164149:NM_001164147:NM_001164153	core_assigned_peak	28513
chr10	80140538	80141294	MOBKL2A:NM_172457	core_assigned_peak	6703
chr10	80399600	80400933	GADD45B:NM_008655	core_assigned_peak	4265
chr10	82397864	82398524	CHST11:NM_021439	core_assigned_peak	47217
chr10	82427239	82427773	CHST11:NM_021439	core_assigned_peak	17968
chr10	84017126	84017668	TCP11L2:NM_146008	core_assigned_peak	19523
chr10	88915676	88916352	GAS2L3:NM_001079876:NM_001033331	core_assigned_peak	6464
chr10	94605271	94606173	CRADD:NM_009950	core_assigned_peak	31206
chr10	94614979	94615637	CRADD:NM_009950	core_assigned_peak	21742
chr1	108048413	108048892	PHLPP1:NM_133821	core_assigned_peak	17053
chr11	103217991	103218763	PLEKHM1:NM_183034	core_assigned_peak	7642
chr11	103220251	103220922	PLEKHM1:NM_183034	core_assigned_peak	5483
chr11	107001991	107002870	NM_176850:NM_176850	core_assigned_peak	6255
chr11	109281118	109281809	AMZ2:NM_025275	core_assigned_peak	2950
chr11	114736594	114737275	GPRC5C:NM_001110337:NM_001110338:NM_147217	core_assigned_peak	2663
chr11	115318475	115319230	ARMC7:NM_177778	core_assigned_peak	15260
chr11	117753670	117754593	THA1:NM_027919	core_assigned_peak	16330
chr11	117779655	117780848	THA1:NM_027919	core_assigned_peak	42315
chr11	118006732	118007532	CYTH1:NM_001112700:NM_001112699:NM_011180	core_assigned_peak	17947
chr11	118023401	118024211	CYTH1:NM_001112700:NM_001112699:NM_011180	core_assigned_peak	1268
chr11	118114935	118116106	CYTH1:NM_001112700:NM_001112699:NM_011180	core_assigned_peak	2529
chr11	118967473	118968008	CBX4:NM_007625	core_assigned_peak	17422
chr11	118968904	118970285	CBX4:NM_007625	core_assigned_peak	18853
chr11	118983321	118984239	TBC1D16:NM_172443	core_assigned_peak	20118
chr11	118994824	118995596	TBC1D16:NM_172443	core_assigned_peak	8761
